76,[[0,0,3],[1,7,8],[1,11,4]]
77,[[0,0,3],[0,8,4],[1,7,4],[1,11,4]]
78,[[0,0,3],[1,7,8],[1,11,4]]
79,[[0,0,3],[1,7,8],[1,11,4]]
80,[[0,0,3],[1,7,4],[1,11,8]]
81,[[0,0,3],[0,8,4],[1,7,8]]
82,[[0,0,7],[0,8,4],[1,7,4]]
83,[[0,0,7],[0,8,4],[1,7,4]]
84,[[0,0,3],[0,8,4],[1,7,8]]
85,[[0,0,3],[0,8,4],[1,7,8]]
86,[[0,0,3],[0,8,8],[1,11,4]]
87,[[0,0,3],[1,7,8],[1,11,4]]
88,[[0,0,3],[0,8,4],[1,7,4],[1,11,4]]
89,[[0,0,3],[0,8,4],[1,7,4],[1,11,4]]
90,[[0,0,3],[1,7,4],[1,11,8]]
91,[[0,0,3],[0,8,4],[1,11,8]]
92,[[0,8,1],[0,12,2],[1,11,4],[1,14,8]]
93,[[0,0,3],[1,11,12]]
94,[[0,0,3],[1,11,12]]
95,[[0,0,3],[0,8,4],[1,11,8]]
96,[[0,0,7],[1,7,8]]
97,[[0,0,7],[1,7,8]]
98,[[0,0,3],[0,8,4],[1,11,8]]
99,[[0,0,3],[1,11,12]]
100,[[0,0,3],[0,8,12]]
101,[[0,0,3],[0,12,2],[1,11,2],[1,14,8]]
102,[[0,8,3],[0,12,2],[1,11,10]]
103,[[0,0,3],[1,7,8],[1,11,4]]
104,[[0,8,2],[0,12,1],[1,11,4],[1,13,4],[1,14,4]]
105,[[0,8,1],[0,12,2],[1,13,4],[1,14,8]]
106,[[0,12,3],[1,14,12]]
107,[[0,0,15]]
108,[[0,0,7],[1,11,8]]
109,[[0,0,1],[0,8,2],[1,11,4],[1,13,8]]
110,[[0,8,1],[0,12,6],[1,14,8]]
111,[[0,0,3],[0,8,4],[1,11,8]]
112,[[0,0,3],[0,8,4],[1,11,8]]
113,[[0,0,1],[0,8,2],[1,7,2],[1,11,6],[1,13,4]]
118,[[0,0,1],[0,8,10],[1,7,4]]
119,[[0,8,3],[0,12,2],[1,11,2],[1,14,8]]
120,[[0,0,3],[0,8,4],[1,11,8]]
121,[[0,0,1],[0,8,2],[1,7,4],[1,11,8]]
122,[[0,0,1],[0,8,2],[1,7,4],[1,11,8]]
123,[[0,8,1],[1,11,6],[1,14,8]]
124,[[0,8,1],[0,12,2],[1,11,4],[1,14,8]]
125,[[0,0,1],[0,8,6],[1,7,8]]
126,[[0,0,3],[0,8,8],[1,7,4]]
127,[[0,0,3],[0,8,8],[1,7,4]]
128,[[0,0,3],[1,11,12]]
129,[[0,0,3],[1,7,4],[1,11,8]]
130,[[0,0,7],[0,8,4],[1,7,4]]
131,[[0,0,3],[0,8,12]]
132,[[0,0,3],[0,8,4],[1,7,8]]
133,[[0,0,3],[1,7,12]]
134,[[0,0,3],[0,8,4],[1,11,8]]
135,[[0,0,3],[0,8,4],[1,7,8]]
136,[[0,0,1],[0,8,2],[1,7,4],[1,11,8]]
137,[[0,0,3],[0,8,4],[1,7,8]]
138,[[0,0,1],[0,8,6],[1,7,8]]
139,[[0,0,1],[0,8,6],[1,7,8]]
140,[[0,0,1],[0,8,6],[1,7,8]]
141,[[0,0,1],[0,8,2],[1,7,12]]
142,[[0,0,1],[0,8,10],[1,7,4]]
143,[[0,0,3],[0,8,8],[1,7,4]]
144,[[0,0,3],[0,8,8],[1,7,4]]
145,[[0,0,1],[0,8,10],[1,7,4]]
146,[[0,0,1],[0,8,2],[1,7,12]]
147,[[0,0,3],[1,11,12]]
148,[[0,0,3],[1,11,12]]
149,[[0,0,3],[1,11,12]]
150,[[0,0,3],[0,8,8],[1,11,4]]
151,[[0,0,3],[1,7,4],[1,11,8]]
152,[[0,0,7],[0,8,4],[1,7,4]]
153,[[0,0,3],[1,7,4],[1,11,8]]
154,[[0,0,3],[0,8,8],[1,11,4]]
155,[[0,0,3],[0,8,4],[1,7,4],[1,11,4]]
156,[[0,0,3],[0,8,4],[1,7,8]]
157,[[0,0,3],[0,8,4],[1,7,4],[1,11,4]]
158,[[0,0,3],[1,7,4],[1,11,8]]
159,[[0,0,3],[1,7,4],[1,11,8]]
160,[[0,0,3],[0,8,4],[1,7,4],[1,11,4]]
161,[[0,0,3],[0,8,4],[1,7,4],[1,11,4]]
162,[[0,0,3],[0,8,4],[1,11,8]]
163,[[0,0,3],[1,7,4],[1,11,8]]
164,[[0,0,3],[0,8,4],[1,7,8]]
165,[[0,0,3],[1,7,8],[1,11,4]]
166,[[0,0,7],[1,11,8]]
167,[[0,0,3],[1,7,8],[1,11,4]]
168,[[0,0,3],[1,7,8],[1,11,4]]
169,[[0,8,5],[1,11,2],[1,13,8]]
170,[[0,8,3],[1,11,4],[1,14,8]]
171,[[0,0,3],[0,8,4],[1,7,8]]
172,[[0,0,3],[0,8,4],[1,7,8]]
173,[[0,0,1],[0,8,6],[1,7,8]]
174,[[0,8,3],[1,11,4],[1,13,8]]
175,[[0,0,3],[0,8,4],[1,7,8]]
176,[[0,0,1],[0,8,6],[1,7,8]]
177,[[0,0,1],[0,8,2],[1,11,4],[1,14,8]]
178,[[0,8,7],[1,11,8]]
179,[[0,8,1],[0,12,2],[1,13,4],[1,14,8]]
180,[[0,0,3],[0,8,12]]
181,[[0,0,1],[0,8,2],[1,7,4],[1,11,8]]
182,[[0,0,1],[0,8,2],[1,7,12]]
183,[[0,0,3],[0,8,4],[1,11,8]]
184,[[0,0,3],[1,7,8],[1,11,4]]
185,[[0,0,3],[0,8,4],[1,7,8]]
186,[[0,0,3],[1,7,8],[1,11,4]]
187,[[0,0,7],[1,11,8]]
188,[[0,0,3],[1,7,8],[1,11,4]]
189,[[0,0,3],[1,7,8],[1,11,4]]
190,[[0,0,3],[0,8,4],[1,7,4],[1,11,4]]
191,[[0,8,2],[0,12,1],[1,7,2],[1,11,2],[1,13,4],[1,14,4]]
192,[[0,8,3],[1,11,6],[1,13,2],[1,14,4]]
193,[[0,8,3],[1,11,4],[1,14,8]]
194,[[0,0,3],[1,7,8],[1,11,4]]
195,[[0,0,3],[1,7,8],[1,11,4]]
196,[[0,0,3],[1,7,12]]
197,[[0,0,3],[0,8,4],[1,7,8]]
198,[[0,0,3],[0,8,4],[1,14,8]]
199,[[0,0,3],[0,8,8],[1,7,4]]
200,[[0,0,7],[1,7,8]]
201,[[0,0,1],[0,8,6],[1,13,8]]
202,[[0,0,3],[0,8,4],[1,11,8]]
203,[[0,0,3],[0,8,4],[1,13,8]]
204,[[0,0,1],[0,8,6],[1,11,8]]
205,[[0,8,7],[1,14,8]]
206,[[0,0,15]]
207,[[0,0,7],[1,7,8]]
208,[[0,0,7],[1,7,8]]
209,[[0,0,7],[1,11,8]]
210,[[0,0,3],[0,8,4],[1,11,8]]
211,[[0,0,3],[1,11,12]]
212,[[0,0,7],[1,7,8]]
213,[[0,0,3],[1,7,8],[1,11,4]]
214,[[0,0,3],[1,7,8],[1,11,4]]
215,[[0,0,3],[1,7,4],[1,11,4],[1,13,4]]
216,[[0,0,1],[0,8,2],[1,7,2],[1,11,6],[1,13,4]]
217,[[0,0,1],[1,7,6],[1,11,6],[1,13,2]]
218,[[0,0,1],[1,7,2],[1,11,6],[1,13,6]]
219,[[0,0,3],[0,8,4],[1,11,8]]
220,[[0,0,1],[0,8,2],[1,7,2],[1,11,6],[1,13,4]]
221,[[0,0,1],[0,8,2],[1,7,2],[1,11,6],[1,13,4]]
222,[[0,0,1],[0,8,2],[1,11,6],[1,13,2],[1,14,4]]
223,[[0,8,2],[0,12,1],[1,7,2],[1,11,4],[1,13,6]]
224,[[0,0,3],[1,7,8],[1,11,4]]
225,[[0,8,2],[0,12,1],[1,11,4],[1,13,4],[1,14,4]]
226,[[0,8,1],[1,7,2],[1,11,5],[1,13,5],[1,14,2]]
227,[[0,8,1],[1,11,5],[1,13,3],[1,14,6]]
228,[[0,0,3],[0,8,4],[1,7,8]]
229,[[0,0,1],[0,8,2],[1,11,4],[1,13,8]]
230,[[0,0,7],[1,7,8]]
231,[[0,0,7],[0,8,4],[1,7,4]]
232,[[0,0,7],[0,8,4],[1,7,4]]
233,[[0,0,7],[0,8,4],[1,7,4]]
234,[[0,0,3],[0,8,12]]
235,[[0,0,3],[0,8,4],[1,7,8]]
236,[[0,0,3],[1,7,12]]
237,[[0,0,1],[0,8,2],[1,11,4],[1,13,8]]
238,[[0,0,3],[0,8,4],[1,11,8]]
239,[[0,0,3],[1,7,8],[1,11,4]]
240,[[0,0,3],[0,8,2],[1,7,6],[1,11,4]]
241,[[0,0,3],[0,8,2],[1,7,6],[1,11,4]]
242,[[0,0,3],[0,8,2],[1,7,6],[1,11,4]]
243,[[0,0,1],[0,8,6],[1,7,2],[1,11,6]]
244,[[0,0,1],[0,8,2],[1,7,6],[1,11,6]]
245,[[0,8,3],[1,7,1],[1,11,7],[1,13,4]]
246,[[0,0,1],[1,7,8],[1,11,6]]
247,[[0,0,1],[0,8,2],[1,7,2],[1,11,2],[1,13,4],[1,14,4]]
248,[[0,8,1],[1,7,1],[1,11,3],[1,13,6],[1,14,4]]
249,[[0,0,3],[1,7,8],[1,11,4]]
250,[[0,0,1],[0,8,2],[1,7,2],[1,11,6],[1,13,4]]
251,[[0,0,1],[0,8,6],[1,13,8]]
252,[[0,0,3],[0,8,4],[1,7,8]]
253,[[0,0,1],[0,8,2],[1,7,6],[1,11,6]]
254,[[0,8,3],[1,7,1],[1,11,3],[1,13,4],[1,14,4]]
255,[[0,0,3],[0,8,4],[1,7,8]]
256,[[0,0,1],[0,8,2],[1,7,6],[1,11,6]]
257,[[0,0,3],[0,8,4],[1,11,8]]
258,[[0,0,7],[1,11,8]]
259,[[0,0,3],[0,8,4],[1,7,8]]
260,[[0,0,3],[0,8,4],[1,11,8]]
261,[[0,0,3],[0,8,8],[1,11,4]]
262,[[0,0,3],[0,8,4],[1,7,4],[1,11,4]]
263,[[0,0,7],[1,11,8]]
264,[[0,0,7],[0,8,4],[1,7,4]]
265,[[0,0,1],[0,8,6],[1,14,8]]
266,[[0,8,7],[1,13,8]]
267,[[0,0,3],[0,8,4],[1,11,8]]
268,[[0,0,3],[0,8,4],[1,7,8]]
269,[[0,0,7],[0,8,4],[1,7,4]]
270,[[0,0,3],[0,8,4],[1,7,8]]
273,[[0,0,1],[0,8,6],[1,11,8]]
274,[[0,0,7],[1,11,8]]
275,[[0,0,1],[0,8,2],[1,7,12]]
276,[[0,0,1],[0,8,10],[1,7,4]]
277,[[0,0,1],[0,8,2],[1,7,4],[1,11,8]]
278,[[0,0,7],[1,14,8]]
279,[[0,0,3],[0,8,4],[1,13,8]]
280,[[0,8,7],[1,11,8]]
281,[[0,0,3],[0,8,4],[1,14,8]]
282,[[0,0,1],[0,8,6],[1,7,8]]
283,[[0,0,3],[0,8,4],[1,7,8]]
284,[[0,8,2],[0,12,1],[1,7,2],[1,11,2],[1,13,4],[1,14,4]]
285,[[0,8,5],[1,7,4],[1,11,6]]
286,[[0,0,1],[0,8,6],[1,7,8]]
287,[[0,0,1],[0,8,2],[1,7,4],[1,11,8]]
288,[[0,0,3],[0,8,4],[1,7,4],[1,11,4]]
289,[[0,8,3],[1,11,4],[1,13,8]]
290,[[0,0,3],[1,11,12]]
291,[[0,0,3],[1,7,4],[1,11,8]]
292,[[0,0,3],[1,7,8],[1,11,4]]
293,[[0,8,7],[1,14,8]]
294,[[0,0,3],[0,8,8],[1,7,4]]
295,[[0,8,2],[0,12,1],[1,11,8],[1,14,4]]
296,[[0,8,7],[1,13,8]]
297,[[0,8,3],[1,7,4],[1,13,4],[1,14,4]]
298,[[0,0,1],[0,8,2],[1,11,8],[1,14,4]]
299,[[0,8,1],[0,12,2],[1,11,4],[1,14,8]]
300,[[0,12,3],[1,11,6],[1,14,6]]
301,[[0,0,15]]
302,[[0,8,1],[1,11,5],[1,13,3],[1,14,6]]
303,[[0,0,7],[1,7,8]]
304,[[0,0,3],[1,7,8],[1,11,4]]
305,[[0,0,7],[1,7,8]]
306,[[0,0,3],[1,7,8],[1,11,4]]
307,[[0,0,3],[1,7,8],[1,11,4]]
308,[[0,0,7],[1,11,8]]
309,[[0,0,3],[1,7,4],[1,11,4],[1,13,4]]
310,[[0,0,3],[1,7,4],[1,11,4],[1,13,4]]
311,[[0,0,3],[1,11,8],[1,14,4]]
312,[[0,0,1],[0,8,2],[1,7,4],[1,11,2],[1,13,6]]
313,[[0,8,2],[0,12,1],[1,7,4],[1,11,8]]
314,[[0,0,3],[0,8,4],[1,11,8]]
315,[[0,0,1],[0,8,2],[1,7,2],[1,11,6],[1,13,4]]
316,[[0,0,1],[0,8,2],[1,7,2],[1,11,6],[1,13,4]]
317,[[0,0,1],[0,8,2],[1,11,6],[1,13,2],[1,14,4]]
318,[[0,8,2],[0,12,1],[1,7,2],[1,11,4],[1,13,6]]
319,[[0,0,1],[1,7,6],[1,11,6],[1,13,2]]
320,[[0,0,1],[1,7,6],[1,11,6],[1,13,2]]
321,[[0,0,1],[1,7,4],[1,11,4],[1,13,4],[1,14,2]]
322,[[0,8,1],[1,7,4],[1,11,7],[1,13,3]]
323,[[0,8,1],[1,7,2],[1,11,5],[1,13,5],[1,14,2]]
324,[[0,0,3],[1,11,12]]
325,[[0,0,1],[1,7,2],[1,11,6],[1,13,6]]
326,[[0,0,1],[1,7,2],[1,11,6],[1,13,6]]
327,[[0,0,1],[1,11,8],[1,14,6]]
328,[[0,8,1],[1,7,2],[1,11,3],[1,13,9]]
329,[[0,0,1],[0,8,6],[1,13,8]]
330,[[0,0,1],[0,8,2],[1,7,4],[1,11,4],[1,13,4]]
331,[[0,0,1],[1,13,14]]
332,[[0,8,3],[1,7,1],[1,11,3],[1,13,4],[1,14,4]]
333,[[0,0,3],[0,8,12]]
334,[[0,0,3],[0,8,4],[1,7,8]]
335,[[0,0,3],[0,8,4],[1,11,8]]
336,[[0,0,3],[0,8,4],[1,13,8]]
337,[[0,0,3],[1,7,12]]
338,[[0,0,1],[0,8,6],[1,7,2],[1,11,6]]
339,[[0,0,1],[0,8,2],[1,7,6],[1,11,6]]
340,[[0,0,1],[0,8,2],[1,7,2],[1,11,6],[1,13,4]]
341,[[0,0,1],[0,8,2],[1,7,2],[1,11,2],[1,13,4],[1,14,4]]
342,[[0,0,1],[1,7,8],[1,11,6]]
343,[[0,0,7],[0,8,4],[1,7,4]]
344,[[0,0,3],[0,8,2],[1,7,6],[1,11,4]]
345,[[0,0,3],[0,8,4],[1,11,8]]
346,[[0,0,1],[0,8,2],[1,7,2],[1,11,6],[1,13,4]]
347,[[0,8,3],[1,7,1],[1,11,7],[1,13,4]]
348,[[0,0,1],[0,8,2],[1,11,4],[1,13,8]]
349,[[0,0,7],[1,13,8]]
350,[[0,0,3],[1,7,4],[1,13,4],[1,14,4]]
351,[[0,8,3],[1,7,5],[1,11,7]]
352,[[0,0,1],[0,8,6],[1,11,8]]
353,[[0,0,1],[0,8,6],[1,7,8]]
354,[[0,0,3],[0,8,4],[1,7,8]]
355,[[0,0,1],[0,8,2],[1,7,6],[1,11,6]]
356,[[0,0,1],[0,8,2],[1,7,6],[1,11,6]]
357,[[0,0,3],[0,8,4],[1,7,8]]
358,[[0,0,1],[0,8,6],[1,13,8]]
359,[[0,0,1],[0,8,6],[1,14,8]]
360,[[0,0,1],[0,8,2],[1,11,4],[1,14,8]]
361,[[0,0,3],[0,8,4],[1,11,8]]
362,[[0,0,3],[1,11,12]]
363,[[0,0,3],[0,8,4],[1,11,8]]
364,[[0,12,3],[1,14,12]]
365,[[0,8,2],[0,12,1],[1,7,2],[1,11,6],[1,13,4]]
366,[[0,8,1],[0,12,6],[1,14,8]]
367,[[0,0,1],[0,8,2],[1,11,4],[1,13,8]]
368,[[0,8,5],[1,11,2],[1,13,8]]
369,[[0,8,3],[1,7,4],[1,11,2],[1,13,6]]
370,[[0,8,3],[0,12,2],[1,11,10]]
371,[[0,8,3],[1,11,6],[1,13,2],[1,14,4]]
372,[[0,0,1],[0,8,2],[1,7,4],[1,13,4],[1,14,4]]
373,[[0,0,3],[0,12,2],[1,11,2],[1,14,8]]
374,[[0,8,3],[0,12,2],[1,11,2],[1,14,8]]
375,[[0,0,3],[0,8,2],[1,7,2],[1,13,8]]
376,[[0,0,3],[0,12,2],[1,11,10]]
377,[[0,8,3],[1,11,4],[1,14,8]]
378,[[0,12,3],[1,11,12]]
379,[[0,0,3],[0,8,8],[1,11,4]]
380,[[0,8,1],[1,7,3],[1,11,5],[1,13,4],[1,14,2]]
381,[[0,0,3],[1,14,12]]
382,[[0,8,1],[1,7,1],[1,11,3],[1,13,6],[1,14,4]]
383,[[0,12,3],[1,14,12]]
384,[[0,8,2],[0,12,1],[1,11,4],[1,13,4],[1,14,4]]
385,[[0,8,1],[0,12,2],[1,13,4],[1,14,8]]
386,[[1,7,4],[1,11,6],[1,13,4],[1,14,1]]
387,[[1,7,2],[1,11,4],[1,13,6],[1,14,3]]
388,[[1,7,1],[1,13,7],[1,14,7]]
389,[[1,11,6],[1,14,9]]
390,[[1,14,15]]
