id,str
1,1
2,1
3,1
4,1
5,2
6,2
7,1
8,2
9,2
10,2
11,2
12,2
13,1
14,2
15,2
16,2
17,1
18,2
19,2
20,2
21,1
22,1
23,1
24,1
25,3
26,2
27,2
28,2
29,2
30,3
31,2
32,2
33,1
34,2
35,1
36,2
37,2
38,1
39,2
40,2
41,2
42,1
43,3
44,2
45,2
46,1
47,2
48,2
49,2
50,2
51,1
52,1
53,1
54,1
55,1
56,1
57,2
58,2
59,1
60,2
61,2
62,2
63,2
64,2
65,1
66,2
67,2
68,2
69,1
70,2
71,2
72,2
73,1
74,1
75,1
76,1
77,3
78,2
79,2
80,2
81,2
82,3
83,2
84,2
85,1
86,2
87,1
88,2
89,2
90,1
91,2
92,2
93,2
94,1
95,3
96,2
97,2
98,1
99,2
100,2
101,2
102,2
103,1
104,1
