id,str
1,[[1,1]]
2,[[4,1]]
3,[[2,1]]
4,[[1,1]]
5,[[1,1]]
89,[[5,1],[16,1],[23,1]]
90,[[16,1],[23,1]]
91,[[5,1]]
92,[[5,1],[16,1]]
93,[[23,1]]
94,[[16,1],[23,1]]
95,[[5,1],[23,1]]
96,[[5,1],[16,1],[23,1]]
97,[[5,1],[23,1]]
98,[[16,1],[23,1]]
99,[[16,1],[23,1]]
100,[[5,1],[16,1],[23,1]]
101,[[8,1],[20,2]]
102,[[10,1],[15,2]]
103,[[16,1],[23,1]]
104,[[13,1],[21,2]]
105,[[21,2],[24,1]]
106,[[21,2]]
107,[[5,1]]
108,[[5,1],[16,1]]
109,[[16,1]]
110,[[11,1],[21,2]]
111,[[5,1]]
112,[[5,1],[13,1]]
113,[[13,1],[16,1]]
114,[[16,1],[23,1]]
115,[[5,1],[16,1],[23,1]]
116,[[5,1],[23,1]]
117,[[16,1],[23,1]]
118,[[5,1],[23,1]]
119,[[23,1]]
120,[[5,1],[16,1],[23,1]]
121,[[5,1],[16,1],[23,1]]
122,[[5,1],[16,1]]
123,[[5,1]]
124,[[16,1],[23,1]]
125,[[16,1],[23,1]]
126,[[16,1],[23,1]]
127,[[16,1],[23,1]]
128,[[16,1],[23,1]]
129,[[5,1],[23,1]]
130,[[16,1],[23,1]]
131,[[16,1],[23,1]]
132,[[5,1],[16,1],[23,1]]
133,[[16,1],[23,1]]
134,[[23,1]]
135,[[16,1],[23,1]]
136,[[16,1],[23,1]]
137,[[5,1],[16,1],[23,1]]
138,[[16,1],[23,1]]
139,[[16,1],[23,1]]
140,[[16,1],[23,1]]
141,[[16,1],[23,1]]
142,[[16,1],[23,1]]
143,[[23,1]]
144,[[16,1],[55,1],[56,1]]
145,[[14,2],[20,1],[21,2],[28,1]]
148,[[16,1],[23,1],[56,1]]
149,[[21,2],[22,2],[56,1]]
150,[[23,1],[56,1]]
151,[[23,1],[56,1]]
152,[[23,1],[56,1]]
153,[[23,1],[56,1]]
154,[[23,1],[56,1]]
155,[[5,1],[16,1],[56,1]]
156,[[5,1],[23,1]]
157,[[5,1],[16,1]]
158,[[23,1]]
159,[[16,1]]
160,[[7,1],[12,1],[17,1],[33,1]]
161,[[16,1],[54,1],[56,1]]
162,[[5,1],[23,1],[56,1]]
163,[[23,1],[56,1]]
164,[[23,1],[56,1]]
165,[[5,1],[16,1],[23,1],[56,1]]
166,[[14,2],[21,1],[21,2],[27,1]]
167,[[5,1],[23,1],[56,1]]
168,[[16,1],[23,1],[56,1]]
169,[[7,1],[9,1],[17,1],[33,1]]
170,[[5,1],[16,1],[23,1],[56,1]]
171,[[16,1],[23,1],[56,1]]
172,[[23,1]]
173,[[16,1],[23,1],[56,1]]
174,[[5,1],[23,1],[56,1]]
175,[[5,1],[23,1],[56,1]]
176,[[5,1],[23,1],[56,1]]
177,[[5,1],[23,1],[56,1]]
178,[[5,1],[23,1],[56,1]]
179,[[5,1],[16,1],[23,1],[56,1]]
180,[[5,1],[11,1],[16,1]]
181,[[17,1],[19,1],[27,1]]
182,[[16,1],[23,1],[56,1]]
183,[[16,1],[23,1],[56,1]]
184,[[6,1],[9,1],[10,1],[12,1],[53,1],[54,1],[55,1],[56,1]]
185,[[5,1],[9,1],[11,1],[12,1],[31,1]]
186,[[9,1],[29,1],[54,1]]
187,[[6,1],[8,1],[9,1],[12,1],[53,1],[54,1],[55,1],[56,1]]
188,[[9,1],[11,1],[12,1],[54,1],[56,1]]
189,[[6,1],[8,1],[9,1],[10,1],[19,1],[31,1],[54,1],[55,1]]
190,[[6,1],[9,1],[12,1],[34,1],[53,1],[54,1],[55,1]]
191,[[9,1],[12,1],[29,1],[54,1]]
192,[[9,1],[11,1],[12,1],[16,1],[31,1],[54,1]]
193,[[5,1],[23,1],[56,1]]
194,[[23,1],[56,1]]
195,[[23,1],[56,1]]
196,[[16,1],[23,1],[56,1]]
197,[[9,1],[18,1],[19,1],[53,1],[56,1]]
198,[[20,2]]
199,[[8,1],[10,1],[11,1],[18,1],[19,1]]
200,[[23,1]]
201,[[15,2],[20,2]]
202,[[24,1]]
203,[[13,2],[20,1]]
204,[[13,2],[15,1]]
205,[[21,2]]
206,[[5,1]]
207,[[20,2],[22,2],[56,1]]
208,[[6,1],[7,1],[17,1],[33,1]]
209,[[23,1]]
210,[[7,1],[7,2],[38,1]]
211,[[7,2],[42,1]]
212,[[16,1]]
213,[[5,1],[23,1],[56,1]]
214,[[16,1],[17,1],[27,1]]
215,[[16,1],[23,1],[56,1]]
216,[[13,1],[14,2],[21,2],[35,1]]
217,[[17,1],[17,2],[38,1]]
218,[[17,2],[42,1]]
219,[[13,1]]
220,[[13,1],[56,1]]
221,[[13,1],[13,2],[14,1],[27,1]]
222,[[13,1],[14,2],[20,2],[26,1]]
223,[[13,1],[14,2],[15,2],[28,1]]
224,[[5,1],[16,1],[23,1],[56,1]]
225,[[16,1],[17,2],[26,1]]
226,[[5,1],[7,2],[26,1]]
227,[[14,2],[42,1]]
228,[[5,1],[7,1],[27,1]]
229,[[5,1],[7,2],[28,1]]
230,[[5,1],[7,2],[35,1]]
231,[[5,1],[8,1],[16,1]]
232,[[5,1],[23,1],[56,1]]
233,[[5,1],[10,1],[16,1]]
234,[[5,1],[16,1],[23,1],[56,1]]
235,[[16,1],[17,2],[28,1]]
236,[[16,1],[17,2],[35,1]]
237,[[16,1],[23,1],[56,1]]
238,[[24,1]]
239,[[16,1],[23,1],[56,1]]
240,[[7,1],[8,1],[17,1],[27,1]]
241,[[16,1],[23,1],[56,1]]
242,[[7,1],[10,1],[17,1],[27,1]]
243,[[7,1],[11,1],[17,1],[27,1]]
244,[[14,1],[14,2],[38,1]]
245,[[14,2],[15,1],[15,2],[27,1]]
246,[[5,1],[6,1],[16,1],[56,1]]
247,[[14,2],[20,1],[20,2],[27,1]]
248,[[5,1],[9,1],[16,1],[56,1]]
249,[[23,1],[27,1]]
250,[[24,1],[27,1]]
251,[[13,2],[21,1]]
252,[[16,1],[19,1]]
253,[[5,1]]
254,[[5,1],[12,1],[16,1],[56,1]]
255,[[13,2],[22,1],[56,1]]
256,[[14,2],[15,1],[21,2],[26,1]]
257,[[23,1]]
258,[[23,1]]
259,[[23,1]]
260,[]
261,[[5,1],[23,1]]
262,[[16,1],[23,1]]
263,[[16,1],[23,1]]
264,[[5,1],[23,1]]
265,[[20,2],[21,2]]
266,[[15,2],[21,2]]
267,[[7,1],[18,1],[27,1]]
268,[[16,1],[23,1]]
269,[[5,1],[23,1]]
270,[[14,2],[22,1],[22,2],[33,1]]
271,[[5,1],[23,1],[56,1]]
272,[[5,1],[23,1],[56,1]]
273,[[7,1],[17,1],[33,1],[53,1]]
274,[[17,1],[33,1],[54,1]]
275,[[17,1],[33,1],[55,1]]
276,[[24,1],[56,1]]
277,[[8,1],[10,1],[12,1],[19,1],[31,1],[53,1],[54,1],[55,1]]
278,[[6,1],[12,1],[34,1],[53,1],[54,1]]
279,[[6,1],[8,1],[9,1],[10,1],[12,1],[18,1],[31,1],[53,1]]
280,[[9,1],[34,1],[53,1],[54,1],[55,1]]
281,[[6,1],[8,1],[10,1],[11,1],[12,1],[39,1],[53,1],[54,1],[55,1]]
282,[[6,1],[9,1],[10,1],[11,1],[16,1],[19,1],[48,1],[53,1],[54,1],[55,1]]
283,[[6,1],[8,1],[9,1],[10,1],[11,1],[39,1],[53,1],[54,1],[55,1]]
284,[[6,1],[8,1],[9,1],[11,1],[16,1],[19,1],[48,1],[53,1],[54,1],[55,1]]
285,[[8,1],[10,1],[11,1],[16,1],[18,1],[19,1],[58,1]]
286,[[16,1],[19,1],[58,1]]
287,[[6,1],[8,1],[10,1],[11,1],[19,1],[48,1],[53,1],[54,1],[55,1]]
288,[[6,1],[8,1],[9,1],[10,1],[11,1],[12,1],[18,1],[48,1],[53,1]]
289,[[8,1],[10,1],[12,1],[16,1],[48,1],[53,1],[54,1],[55,1]]
290,[[6,1],[12,1],[16,1],[18,1],[39,1]]
291,[[16,1],[19,1],[39,1],[54,1],[55,1]]
292,[[16,1],[23,1],[56,1]]
293,[[16,1],[24,1],[57,1]]
294,[[5,1],[6,1],[8,1],[9,1],[10,1],[48,1]]
295,[[9,1],[34,1],[55,1]]
296,[[5,1],[24,1],[57,1]]
297,[[5,1],[18,1],[58,1]]
298,[[23,1],[56,1]]
299,[[5,1],[16,1],[23,1],[56,1]]
300,[[49,2]]
301,[]
302,[[31,1],[45,2],[52,2]]
303,[[56,1]]
304,[[26,1],[35,1],[37,2],[41,2],[46,2]]
305,[[27,1]]
306,[[27,1],[33,1],[56,1]]
307,[[45,2],[57,1]]
308,[[26,1],[27,2]]
309,[[26,1],[33,2],[56,1]]
310,[[26,1],[26,2],[27,1],[38,2],[41,1]]
312,[[26,1],[28,1],[36,2],[41,2],[47,2]]
313,[[37,2],[48,1]]
314,[[27,1],[27,2],[38,1]]
315,[[59,1]]
317,[[56,1]]
318,[[28,1],[35,1],[44,2],[46,2],[47,2]]
319,[[56,1]]
321,[[51,2]]
322,[[38,1],[47,1],[47,2],[50,2]]
323,[[29,1],[56,1]]
324,[[27,2],[42,1]]
325,[[31,1],[56,1]]
326,[[38,2],[42,1],[51,1]]
327,[[41,2],[42,1],[51,2]]
328,[[42,1],[47,2],[51,2]]
329,[[35,2],[45,1]]
330,[[26,1],[28,1],[35,2],[38,2],[49,1]]
331,[[59,1]]
332,[[38,1],[46,1],[46,2],[50,2]]
333,[[33,2],[35,1],[56,1]]
334,[[33,1],[33,2],[38,1]]
335,[[26,2],[28,2],[36,1]]
336,[[26,2],[35,2],[37,1]]
337,[[39,1],[56,1]]
338,[[27,1],[31,1],[33,1]]
339,[[27,1],[35,1],[35,2],[38,2],[46,1]]
340,[[38,1],[38,2],[50,1]]
341,[[38,1],[41,1],[41,2],[50,2]]
342,[[27,1],[33,1],[39,1]]
343,[[28,2],[48,1]]
344,[[27,1],[33,1],[48,1]]
345,[[57,1]]
346,[[56,1]]
347,[[56,1]]
348,[[34,1],[56,1]]
349,[[26,2]]
350,[[27,1],[41,2]]
351,[[27,1],[47,2]]
352,[[27,1],[28,1],[28,2],[38,2],[47,1]]
353,[[26,1],[44,2],[47,2],[49,2]]
354,[[27,2],[28,1]]
355,[[28,1],[33,2],[56,1]]
356,[[28,1],[37,1],[45,2],[46,2],[49,2]]
357,[[44,2],[48,1]]
358,[[36,2],[37,2],[44,2]]
359,[[37,2],[45,2]]
360,[[37,2],[52,2],[56,1]]
361,[[56,1]]
362,[[48,1],[56,1]]
363,[[56,1]]
364,[[35,2],[52,1],[56,1]]
365,[[28,1],[36,1],[44,2],[47,2],[49,2]]
366,[[58,1]]
367,[[27,1],[44,1],[44,2],[46,2],[47,2]]
368,[[37,2],[44,2],[48,1]]
369,[[42,1],[46,2],[51,2]]
370,[[28,1],[47,2]]
371,[[27,1],[36,1],[36,2],[41,2],[47,2]]
372,[[28,1],[37,2],[41,2],[49,2]]
373,[[26,1],[41,2]]
374,[[26,1],[44,1],[45,2],[46,2],[49,2]]
375,[[26,2],[48,1]]
376,[[26,2],[28,2],[48,1]]
377,[[27,2],[35,1]]
378,[]
379,[[56,1]]
380,[[41,1],[46,2],[47,1],[49,1],[49,2],[50,2]]
381,[]
382,[[56,1]]
383,[[45,2]]
384,[[27,1],[37,1],[37,2],[41,2],[46,2]]
385,[[35,1],[45,2],[46,2]]
386,[[56,1]]
387,[[56,1]]
388,[[50,2],[51,1],[51,2]]
389,[[56,1],[57,1]]
390,[]
391,[[31,1],[39,1],[48,1],[56,1],[58,1]]
392,[[29,1],[34,1],[39,1],[56,1]]
393,[[45,2]]
394,[[33,1],[46,2],[52,1],[52,2]]
395,[[36,1],[45,2],[49,2]]
397,[[45,2],[49,2]]
398,[[26,1],[36,1],[37,2],[41,2],[49,2]]
399,[[33,2],[42,1]]
400,[[56,1]]
401,[[28,2],[35,2],[44,1]]
402,[[27,1],[45,1],[45,2],[46,2]]
403,[[29,1],[33,1]]
404,[[28,2]]
405,[[45,2],[48,1],[52,2]]
406,[[57,1]]
407,[[29,1],[31,1],[34,1],[39,1],[48,1],[56,1]]
408,[[31,1],[39,1],[48,1],[58,1]]
409,[]
410,[[37,2]]
411,[[36,2]]
412,[[50,1],[50,2]]
413,[[56,1],[57,1]]
414,[[29,1],[31,1],[56,1]]
415,[[56,1]]
416,[[56,1]]
417,[[36,2]]
418,[[44,2],[52,2],[56,1]]
419,[[39,1],[45,2],[52,2]]
420,[[45,2],[52,2],[56,1]]
421,[[29,1],[52,2]]
422,[[44,2],[45,2]]
423,[[56,1]]
424,[[44,2]]
425,[[5,1],[16,1],[23,1],[56,1]]
426,[[16,1],[23,1],[56,1]]
427,[[16,1],[23,1],[56,1]]
428,[[16,1],[23,1],[56,1]]
429,[[16,1],[23,1],[56,1]]
430,[[5,1],[23,1]]
431,[[23,1],[56,1]]
432,[[5,1],[23,1],[56,1]]
433,[[5,1],[23,1],[56,1]]
434,[[5,1],[23,1],[56,1]]
435,[[16,1],[23,1]]
436,[[16,1],[23,1]]
437,[[16,1],[23,1],[56,1]]
438,[[5,1],[23,1],[56,1]]
439,[[5,1],[23,1]]
440,[[23,1],[56,1]]
441,[[5,1],[23,1],[56,1]]
442,[[5,1],[23,1],[56,1]]
443,[[23,1],[56,1]]
444,[[16,1],[23,1],[56,1]]
445,[[5,1],[23,1],[56,1]]
446,[[23,1],[56,1]]
447,[[23,1],[56,1]]
448,[[23,1],[56,1]]
449,[[16,1],[23,1],[56,1]]
450,[[23,1],[56,1]]
452,[[23,1],[56,1]]
453,[[5,1],[16,1],[23,1],[56,1]]
454,[[23,1],[56,1]]
455,[[15,2],[22,2],[56,1]]
456,[[21,2],[56,1]]
457,[[15,2]]
458,[[5,1],[16,1],[53,1],[56,1]]
459,[[16,1],[23,1]]
460,[[5,1],[18,1]]
461,[[16,1],[23,1],[56,1]]
462,[[23,1]]
463,[[16,1],[23,1],[56,1]]
464,[[16,1],[23,1],[56,1]]
465,[[16,1],[23,1],[56,1]]
466,[[16,1],[23,1],[56,1]]
467,[[23,1],[56,1]]
468,[[5,1],[23,1],[56,1]]
469,[[23,1],[56,1]]
470,[[16,1],[23,1],[56,1]]
471,[[5,1],[6,1],[8,1],[11,1],[12,1],[18,1],[48,1],[53,1]]
472,[[5,1],[16,1],[56,1]]
473,[[16,1],[23,1],[56,1]]
474,[[16,1],[23,1],[56,1]]
475,[[16,1],[23,1],[56,1]]
476,[[23,1],[56,1]]
477,[[23,1],[56,1]]
478,[[23,1],[56,1]]
479,[[23,1],[56,1]]
480,[[16,1],[23,1],[56,1]]
481,[[16,1],[23,1],[56,1]]
482,[[16,1],[23,1],[56,1]]
483,[[16,1],[23,1],[56,1]]
484,[[16,1],[56,1]]
485,[[16,1],[23,1],[56,1]]
486,[[16,1],[23,1],[56,1]]
487,[[23,1],[56,1]]
488,[[16,1],[23,1],[56,1]]
489,[[23,1]]
490,[[16,1],[23,1],[56,1]]
491,[[23,1],[56,1]]
492,[[16,1],[23,1]]
493,[[15,2],[20,2],[48,1]]
494,[[56,1]]
