[R81Add]
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 
1 7 9 3 15 26 5 1 8 21 7 46 32 17 1 34 36 9 3 15 22 8 13 26 42 20 18 63 60 46 22 8 59 5 21 15 17 7 31 34 32 9 3 54 47 5 36 42 59 34 32 46 13 36 18 63 26 51 20 22 41 21 20 31 18 42 60 54 47 59 63 17 13 41 31 60 51 47 54 51 41 
1 8 1 15 1 8 1 1 1 15 8 8 1 8 1 8 1 1 15 1 1 1 15 8 15 1 15 8 15 8 1 1 8 1 15 1 8 8 15 8 1 1 15 8 8 1 1 15 8 8 1 8 15 1 15 8 8 15 1 1 15 15 1 15 15 15 15 8 8 8 8 8 15 15 15 15 15 8 8 15 15 
1 13 20 26 8 31 32 1 15 34 13 41 36 42 1 51 9 20 26 8 5 15 54 31 59 22 63 60 46 41 5 15 21 32 34 8 42 13 7 51 36 20 26 3 18 32 9 59 21 51 36 41 54 9 63 60 31 17 22 5 47 34 22 7 63 59 46 3 18 21 60 42 54 47 7 46 17 18 3 17 47 
1 9 15 5 1 32 8 1 1 36 9 9 15 22 1 9 8 15 5 1 15 1 20 32 5 8 5 32 36 9 15 1 32 8 36 1 22 9 36 9 15 15 5 22 22 8 8 5 32 9 15 9 20 8 5 32 32 20 8 15 20 36 8 36 5 5 36 22 22 32 32 22 20 20 36 36 20 22 22 20 20 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 15 1 8 1 15 1 1 1 8 15 15 1 15 1 15 1 1 8 1 1 1 8 15 8 1 8 15 8 15 1 1 15 1 8 1 15 15 8 15 1 1 8 15 15 1 1 8 15 15 1 15 8 1 8 15 15 8 1 1 8 8 1 8 8 8 8 15 15 15 15 15 8 8 8 8 8 15 15 8 8 
1 17 22 21 15 34 36 1 8 41 17 54 9 63 1 47 20 22 21 15 32 8 42 34 60 5 31 7 13 54 32 8 46 36 41 15 63 17 51 47 9 22 21 59 26 36 20 60 46 47 9 54 42 20 31 7 34 18 5 32 3 41 5 51 31 60 13 59 26 46 7 63 42 3 51 13 18 26 59 18 3 
1 3 5 7 8 13 9 1 15 17 3 18 20 21 1 42 22 5 7 8 36 15 26 13 34 32 46 41 47 18 36 15 51 9 17 8 21 3 54 42 20 5 7 31 60 9 22 34 51 42 20 18 26 22 46 41 13 59 32 36 63 17 32 54 46 34 47 31 60 51 41 21 26 63 54 47 59 60 31 59 63 
1 18 5 46 8 41 9 1 15 54 18 42 20 31 1 3 22 5 46 8 36 15 63 41 7 32 34 51 17 42 36 15 13 9 54 8 31 18 47 3 20 5 46 60 21 9 22 7 13 3 20 42 63 22 34 51 41 26 32 36 59 54 32 47 34 7 17 60 21 13 51 31 63 59 47 17 26 21 60 26 59 
1 20 8 32 1 36 15 1 1 9 20 20 8 5 1 20 15 8 32 1 8 1 22 36 32 15 32 36 9 20 8 1 36 15 9 1 5 20 9 20 8 8 32 5 5 15 15 32 36 20 8 20 22 15 32 36 36 22 15 8 22 9 15 9 32 32 9 5 5 36 36 5 22 22 9 9 22 5 5 22 22 
1 21 36 17 8 42 22 1 15 63 21 31 5 41 1 60 32 36 17 8 20 15 34 42 47 9 54 3 26 31 20 15 18 22 63 8 41 21 59 60 5 36 17 51 13 22 32 47 18 60 5 31 34 32 54 3 42 46 9 20 7 63 9 59 54 47 26 51 13 18 3 41 34 7 59 26 46 13 51 46 7 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 42 5 34 8 51 9 1 15 47 42 3 20 60 1 18 22 5 34 8 36 15 59 51 46 32 7 13 54 3 36 15 41 9 47 8 60 42 17 18 20 5 34 21 31 9 22 46 41 18 20 3 59 22 7 13 51 63 32 36 26 47 32 17 7 46 54 21 31 41 13 60 59 26 17 54 63 31 21 63 26 
1 22 15 36 1 9 8 1 1 20 22 22 15 32 1 22 8 15 36 1 15 1 5 9 36 8 36 9 20 22 15 1 9 8 20 1 32 22 20 22 15 15 36 32 32 8 8 36 9 22 15 22 5 8 36 9 9 5 8 15 5 20 8 20 36 36 20 32 32 9 9 32 5 5 20 20 5 32 32 5 5 
1 5 8 9 1 20 15 1 1 22 5 5 8 36 1 5 15 8 9 1 8 1 32 20 9 15 9 20 22 5 8 1 20 15 22 1 36 5 22 5 8 8 9 36 36 15 15 9 20 5 8 5 32 15 9 20 20 32 15 8 32 22 15 22 9 9 22 36 36 20 20 36 32 32 22 22 32 36 36 32 32 
1 7 9 3 15 26 5 1 8 21 7 46 32 17 1 34 36 9 3 15 22 8 13 26 42 20 18 63 60 46 22 8 59 5 21 15 17 7 31 34 32 9 3 54 47 5 36 42 59 34 32 46 13 36 18 63 26 51 20 22 41 21 20 31 18 42 60 54 47 59 63 17 13 41 31 60 51 47 54 51 41 
1 8 1 15 1 8 1 1 1 15 8 8 1 8 1 8 1 1 15 1 1 1 15 8 15 1 15 8 15 8 1 1 8 1 15 1 8 8 15 8 1 1 15 8 8 1 1 15 8 8 1 8 15 1 15 8 8 15 1 1 15 15 1 15 15 15 15 8 8 8 8 8 15 15 15 15 15 8 8 15 15 
1 36 8 22 1 5 15 1 1 32 36 36 8 20 1 36 15 8 22 1 8 1 9 5 22 15 22 5 32 36 8 1 5 15 32 1 20 36 32 36 8 8 22 20 20 15 15 22 5 36 8 36 9 15 22 5 5 9 15 8 9 32 15 32 22 22 32 20 20 5 5 20 9 9 32 32 9 20 20 9 9 
1 15 1 8 1 15 1 1 1 8 15 15 1 15 1 15 1 1 8 1 1 1 8 15 8 1 8 15 8 15 1 1 15 1 8 1 15 15 8 15 1 1 8 15 15 1 1 8 15 15 1 15 8 1 8 15 15 8 1 1 8 8 1 8 8 8 8 15 15 15 15 15 8 8 8 8 8 15 15 8 8 
1 26 32 13 15 54 20 1 8 42 26 63 22 34 1 59 5 32 13 15 9 8 31 54 51 36 41 47 18 63 9 8 17 20 42 15 34 26 3 59 22 32 13 7 46 20 5 51 17 59 22 63 31 5 41 47 54 21 36 9 60 42 36 3 41 51 18 7 46 17 47 34 31 60 3 18 21 46 7 21 60 
1 13 20 26 8 31 32 1 15 34 13 41 36 42 1 51 9 20 26 8 5 15 54 31 59 22 63 60 46 41 5 15 21 32 34 8 42 13 7 51 36 20 26 3 18 32 9 59 21 51 36 41 54 9 63 60 31 17 22 5 47 34 22 7 63 59 46 3 18 21 60 42 54 47 7 46 17 18 3 17 47 
1 34 9 42 15 59 5 1 8 60 34 7 32 47 1 46 36 9 42 15 22 8 51 59 18 20 3 26 31 7 22 8 63 5 60 15 47 34 21 46 32 9 42 17 54 5 36 18 63 46 32 7 51 36 3 26 59 41 20 22 13 60 20 21 3 18 31 17 54 63 26 47 51 13 21 31 41 54 17 41 13 
1 32 15 20 1 22 8 1 1 5 32 32 15 9 1 32 8 15 20 1 15 1 36 22 20 8 20 22 5 32 15 1 22 8 5 1 9 32 5 32 15 15 20 9 9 8 8 20 22 32 15 32 36 8 20 22 22 36 8 15 36 5 8 5 20 20 5 9 9 22 22 9 36 36 5 5 36 9 9 36 36 
1 46 9 18 15 63 5 1 8 31 46 34 32 54 1 7 36 9 18 15 22 8 41 63 3 20 42 59 21 34 22 8 26 5 31 15 54 46 60 7 32 9 18 47 17 5 36 3 26 7 32 34 41 36 42 59 63 13 20 22 51 31 20 60 42 3 21 47 17 26 59 54 41 51 60 21 13 17 47 13 51 
1 41 20 63 8 60 32 1 15 7 41 51 36 3 1 13 9 20 63 8 5 15 47 60 26 22 59 21 34 51 5 15 31 32 7 8 3 41 46 13 36 20 63 18 42 32 9 26 31 13 36 51 47 9 59 21 60 54 22 5 17 7 22 46 59 26 34 18 42 31 21 3 47 17 46 34 54 42 18 54 17 
1 47 22 60 15 46 36 1 8 13 47 17 9 26 1 54 20 22 60 15 32 8 18 46 31 5 21 34 51 17 32 8 7 36 13 15 26 47 41 54 9 22 60 63 59 36 20 31 7 54 9 17 18 20 21 34 46 3 5 32 42 13 5 41 21 31 51 63 59 7 34 26 18 42 41 51 3 59 63 3 42 
1 18 5 46 8 41 9 1 15 54 18 42 20 31 1 3 22 5 46 8 36 15 63 41 7 32 34 51 17 42 36 15 13 9 54 8 31 18 47 3 20 5 46 60 21 9 22 7 13 3 20 42 63 22 34 51 41 26 32 36 59 54 32 47 34 7 17 60 21 13 51 31 63 59 47 17 26 21 60 26 59 
1 36 8 22 1 5 15 1 1 32 36 36 8 20 1 36 15 8 22 1 8 1 9 5 22 15 22 5 32 36 8 1 5 15 32 1 20 36 32 36 8 8 22 20 20 15 15 22 5 36 8 36 9 15 22 5 5 9 15 8 9 32 15 32 22 22 32 20 20 5 5 20 9 9 32 32 9 20 20 9 9 
1 15 1 8 1 15 1 1 1 8 15 15 1 15 1 15 1 1 8 1 1 1 8 15 8 1 8 15 8 15 1 1 15 1 8 1 15 15 8 15 1 1 8 15 15 1 1 8 15 15 1 15 8 1 8 15 15 8 1 1 8 8 1 8 8 8 8 15 15 15 15 15 8 8 8 8 8 15 15 8 8 
1 51 20 59 8 21 32 1 15 46 51 13 36 18 1 41 9 20 59 8 5 15 17 21 63 22 26 31 7 13 5 15 60 32 46 8 18 51 34 41 36 20 59 42 3 32 9 63 60 41 36 13 17 9 26 31 21 47 22 5 54 46 22 34 26 63 7 42 3 60 31 18 17 54 34 7 47 3 42 47 54 
1 9 15 5 1 32 8 1 1 36 9 9 15 22 1 9 8 15 5 1 15 1 20 32 5 8 5 32 36 9 15 1 32 8 36 1 22 9 36 9 15 15 5 22 22 8 8 5 32 9 15 9 20 8 5 32 32 20 8 15 20 36 8 36 5 5 36 22 22 32 32 22 20 20 36 36 20 22 22 20 20 
1 17 22 21 15 34 36 1 8 41 17 54 9 63 1 47 20 22 21 15 32 8 42 34 60 5 31 7 13 54 32 8 46 36 41 15 63 17 51 47 9 22 21 59 26 36 20 60 46 47 9 54 42 20 31 7 34 18 5 32 3 41 5 51 31 60 13 59 26 46 7 63 42 3 51 13 18 26 59 18 3 
1 8 1 15 1 8 1 1 1 15 8 8 1 8 1 8 1 1 15 1 1 1 15 8 15 1 15 8 15 8 1 1 8 1 15 1 8 8 15 8 1 1 15 8 8 1 1 15 8 8 1 8 15 1 15 8 8 15 1 1 15 15 1 15 15 15 15 8 8 8 8 8 15 15 15 15 15 8 8 15 15 
1 21 36 17 8 42 22 1 15 63 21 31 5 41 1 60 32 36 17 8 20 15 34 42 47 9 54 3 26 31 20 15 18 22 63 8 41 21 59 60 5 36 17 51 13 22 32 47 18 60 5 31 34 32 54 3 42 46 9 20 7 63 9 59 54 47 26 51 13 18 3 41 34 7 59 26 46 13 51 46 7 
1 3 5 7 8 13 9 1 15 17 3 18 20 21 1 42 22 5 7 8 36 15 26 13 34 32 46 41 47 18 36 15 51 9 17 8 21 3 54 42 20 5 7 31 60 9 22 34 51 42 20 18 26 22 46 41 13 59 32 36 63 17 32 54 46 34 47 31 60 51 41 21 26 63 54 47 59 60 31 59 63 
1 54 22 31 15 7 36 1 8 51 54 47 9 59 1 17 20 22 31 15 32 8 3 7 21 5 60 46 41 47 32 8 34 36 51 15 59 54 13 17 9 22 31 26 63 36 20 21 34 17 9 47 3 20 60 46 7 42 5 32 18 51 5 13 60 21 41 26 63 34 46 59 3 18 13 41 42 63 26 42 18 
1 42 5 34 8 51 9 1 15 47 42 3 20 60 1 18 22 5 34 8 36 15 59 51 46 32 7 13 54 3 36 15 41 9 47 8 60 42 17 18 20 5 34 21 31 9 22 46 41 18 20 3 59 22 7 13 51 63 32 36 26 47 32 17 7 46 54 21 31 41 13 60 59 26 17 54 63 31 21 63 26 
1 20 8 32 1 36 15 1 1 9 20 20 8 5 1 20 15 8 32 1 8 1 22 36 32 15 32 36 9 20 8 1 36 15 9 1 5 20 9 20 8 8 32 5 5 15 15 32 36 20 8 20 22 15 32 36 36 22 15 8 22 9 15 9 32 32 9 5 5 36 36 5 22 22 9 9 22 5 5 22 22 
1 5 8 9 1 20 15 1 1 22 5 5 8 36 1 5 15 8 9 1 8 1 32 20 9 15 9 20 22 5 8 1 20 15 22 1 36 5 22 5 8 8 9 36 36 15 15 9 20 5 8 5 32 15 9 20 20 32 15 8 32 22 15 22 9 9 22 36 36 20 20 36 32 32 22 22 32 36 36 32 32 
1 7 9 3 15 26 5 1 8 21 7 46 32 17 1 34 36 9 3 15 22 8 13 26 42 20 18 63 60 46 22 8 59 5 21 15 17 7 31 34 32 9 3 54 47 5 36 42 59 34 32 46 13 36 18 63 26 51 20 22 41 21 20 31 18 42 60 54 47 59 63 17 13 41 31 60 51 47 54 51 41 
1 31 36 54 8 3 22 1 15 59 31 60 5 51 1 21 32 36 54 8 20 15 7 3 17 9 47 18 63 60 20 15 42 22 59 8 51 31 26 21 5 36 54 13 41 22 32 17 42 21 5 60 7 32 47 18 3 34 9 20 46 59 9 26 47 17 63 13 41 42 18 51 7 46 26 63 34 41 13 34 46 
1 60 36 47 8 18 22 1 15 26 60 21 5 13 1 31 32 36 47 8 20 15 46 18 54 9 17 42 59 21 20 15 3 22 26 8 13 60 63 31 5 36 47 41 51 22 32 54 3 31 5 21 46 32 17 42 18 7 9 20 34 26 9 63 17 54 59 41 51 3 42 13 46 34 63 59 7 51 41 7 34 
1 9 15 5 1 32 8 1 1 36 9 9 15 22 1 9 8 15 5 1 15 1 20 32 5 8 5 32 36 9 15 1 32 8 36 1 22 9 36 9 15 15 5 22 22 8 8 5 32 9 15 9 20 8 5 32 32 20 8 15 20 36 8 36 5 5 36 22 22 32 32 22 20 20 36 36 20 22 22 20 20 
1 22 15 36 1 9 8 1 1 20 22 22 15 32 1 22 8 15 36 1 15 1 5 9 36 8 36 9 20 22 15 1 9 8 20 1 32 22 20 22 15 15 36 32 32 8 8 36 9 22 15 22 5 8 36 9 9 5 8 15 5 20 8 20 36 36 20 32 32 9 9 32 5 5 20 20 5 32 32 5 5 
1 34 9 42 15 59 5 1 8 60 34 7 32 47 1 46 36 9 42 15 22 8 51 59 18 20 3 26 31 7 22 8 63 5 60 15 47 34 21 46 32 9 42 17 54 5 36 18 63 46 32 7 51 36 3 26 59 41 20 22 13 60 20 21 3 18 31 17 54 63 26 47 51 13 21 31 41 54 17 41 13 
1 51 20 59 8 21 32 1 15 46 51 13 36 18 1 41 9 20 59 8 5 15 17 21 63 22 26 31 7 13 5 15 60 32 46 8 18 51 34 41 36 20 59 42 3 32 9 63 60 41 36 13 17 9 26 31 21 47 22 5 54 46 22 34 26 63 7 42 3 60 31 18 17 54 34 7 47 3 42 47 54 
1 42 5 34 8 51 9 1 15 47 42 3 20 60 1 18 22 5 34 8 36 15 59 51 46 32 7 13 54 3 36 15 41 9 47 8 60 42 17 18 20 5 34 21 31 9 22 46 41 18 20 3 59 22 7 13 51 63 32 36 26 47 32 17 7 46 54 21 31 41 13 60 59 26 17 54 63 31 21 63 26 
1 20 8 32 1 36 15 1 1 9 20 20 8 5 1 20 15 8 32 1 8 1 22 36 32 15 32 36 9 20 8 1 36 15 9 1 5 20 9 20 8 8 32 5 5 15 15 32 36 20 8 20 22 15 32 36 36 22 15 8 22 9 15 9 32 32 9 5 5 36 36 5 22 22 9 9 22 5 5 22 22 
1 18 5 46 8 41 9 1 15 54 18 42 20 31 1 3 22 5 46 8 36 15 63 41 7 32 34 51 17 42 36 15 13 9 54 8 31 18 47 3 20 5 46 60 21 9 22 7 13 3 20 42 63 22 34 51 41 26 32 36 59 54 32 47 34 7 17 60 21 13 51 31 63 59 47 17 26 21 60 26 59 
1 26 32 13 15 54 20 1 8 42 26 63 22 34 1 59 5 32 13 15 9 8 31 54 51 36 41 47 18 63 9 8 17 20 42 15 34 26 3 59 22 32 13 7 46 20 5 51 17 59 22 63 31 5 41 47 54 21 36 9 60 42 36 3 41 51 18 7 46 17 47 34 31 60 3 18 21 46 7 21 60 
1 22 15 36 1 9 8 1 1 20 22 22 15 32 1 22 8 15 36 1 15 1 5 9 36 8 36 9 20 22 15 1 9 8 20 1 32 22 20 22 15 15 36 32 32 8 8 36 9 22 15 22 5 8 36 9 9 5 8 15 5 20 8 20 36 36 20 32 32 9 9 32 5 5 20 20 5 32 32 5 5 
1 46 9 18 15 63 5 1 8 31 46 34 32 54 1 7 36 9 18 15 22 8 41 63 3 20 42 59 21 34 22 8 26 5 31 15 54 46 60 7 32 9 18 47 17 5 36 3 26 7 32 34 41 36 42 59 63 13 20 22 51 31 20 60 42 3 21 47 17 26 59 54 41 51 60 21 13 17 47 13 51 
1 41 20 63 8 60 32 1 15 7 41 51 36 3 1 13 9 20 63 8 5 15 47 60 26 22 59 21 34 51 5 15 31 32 7 8 3 41 46 13 36 20 63 18 42 32 9 26 31 13 36 51 47 9 59 21 60 54 22 5 17 7 22 46 59 26 34 18 42 31 21 3 47 17 46 34 54 42 18 54 17 
1 13 20 26 8 31 32 1 15 34 13 41 36 42 1 51 9 20 26 8 5 15 54 31 59 22 63 60 46 41 5 15 21 32 34 8 42 13 7 51 36 20 26 3 18 32 9 59 21 51 36 41 54 9 63 60 31 17 22 5 47 34 22 7 63 59 46 3 18 21 60 42 54 47 7 46 17 18 3 17 47 
1 59 32 51 15 17 20 1 8 18 59 26 22 46 1 63 5 32 51 15 9 8 21 17 41 36 13 54 3 26 9 8 47 20 18 15 46 59 42 63 22 32 51 34 7 20 5 41 47 63 22 26 21 5 13 54 17 60 36 9 31 18 36 42 13 41 3 34 7 47 54 46 21 31 42 3 60 7 34 60 31 
1 32 15 20 1 22 8 1 1 5 32 32 15 9 1 32 8 15 20 1 15 1 36 22 20 8 20 22 5 32 15 1 22 8 5 1 9 32 5 32 15 15 20 9 9 8 8 20 22 32 15 32 36 8 20 22 22 36 8 15 36 5 8 5 20 20 5 9 9 22 22 9 36 36 5 5 36 9 9 36 36 
1 36 8 22 1 5 15 1 1 32 36 36 8 20 1 36 15 8 22 1 8 1 9 5 22 15 22 5 32 36 8 1 5 15 32 1 20 36 32 36 8 8 22 20 20 15 15 22 5 36 8 36 9 15 22 5 5 9 15 8 9 32 15 32 22 22 32 20 20 5 5 20 9 9 32 32 9 20 20 9 9 
1 63 32 41 15 47 20 1 8 3 63 59 22 7 1 26 5 32 41 15 9 8 60 47 13 36 51 17 42 59 9 8 54 20 3 15 7 63 18 26 22 32 41 46 34 20 5 13 54 26 22 59 60 5 51 17 47 31 36 9 21 3 36 18 51 13 42 46 34 54 17 7 60 21 18 42 31 34 46 31 21 
1 17 22 21 15 34 36 1 8 41 17 54 9 63 1 47 20 22 21 15 32 8 42 34 60 5 31 7 13 54 32 8 46 36 41 15 63 17 51 47 9 22 21 59 26 36 20 60 46 47 9 54 42 20 31 7 34 18 5 32 3 41 5 51 31 60 13 59 26 46 7 63 42 3 51 13 18 26 59 18 3 
1 32 15 20 1 22 8 1 1 5 32 32 15 9 1 32 8 15 20 1 15 1 36 22 20 8 20 22 5 32 15 1 22 8 5 1 9 32 5 32 15 15 20 9 9 8 8 20 22 32 15 32 36 8 20 22 22 36 8 15 36 5 8 5 20 20 5 9 9 22 22 9 36 36 5 5 36 9 9 36 36 
1 54 22 31 15 7 36 1 8 51 54 47 9 59 1 17 20 22 31 15 32 8 3 7 21 5 60 46 41 47 32 8 34 36 51 15 59 54 13 17 9 22 31 26 63 36 20 21 34 17 9 47 3 20 60 46 7 42 5 32 18 51 5 13 60 21 41 26 63 34 46 59 3 18 13 41 42 63 26 42 18 
1 46 9 18 15 63 5 1 8 31 46 34 32 54 1 7 36 9 18 15 22 8 41 63 3 20 42 59 21 34 22 8 26 5 31 15 54 46 60 7 32 9 18 47 17 5 36 3 26 7 32 34 41 36 42 59 63 13 20 22 51 31 20 60 42 3 21 47 17 26 59 54 41 51 60 21 13 17 47 13 51 
1 34 9 42 15 59 5 1 8 60 34 7 32 47 1 46 36 9 42 15 22 8 51 59 18 20 3 26 31 7 22 8 63 5 60 15 47 34 21 46 32 9 42 17 54 5 36 18 63 46 32 7 51 36 3 26 59 41 20 22 13 60 20 21 3 18 31 17 54 63 26 47 51 13 21 31 41 54 17 41 13 
1 47 22 60 15 46 36 1 8 13 47 17 9 26 1 54 20 22 60 15 32 8 18 46 31 5 21 34 51 17 32 8 7 36 13 15 26 47 41 54 9 22 60 63 59 36 20 31 7 54 9 17 18 20 21 34 46 3 5 32 42 13 5 41 21 31 51 63 59 7 34 26 18 42 41 51 3 59 63 3 42 
1 31 36 54 8 3 22 1 15 59 31 60 5 51 1 21 32 36 54 8 20 15 7 3 17 9 47 18 63 60 20 15 42 22 59 8 51 31 26 21 5 36 54 13 41 22 32 17 42 21 5 60 7 32 47 18 3 34 9 20 46 59 9 26 47 17 63 13 41 42 18 51 7 46 26 63 34 41 13 34 46 
1 60 36 47 8 18 22 1 15 26 60 21 5 13 1 31 32 36 47 8 20 15 46 18 54 9 17 42 59 21 20 15 3 22 26 8 13 60 63 31 5 36 47 41 51 22 32 54 3 31 5 21 46 32 17 42 18 7 9 20 34 26 9 63 17 54 59 41 51 3 42 13 46 34 63 59 7 51 41 7 34 
1 51 20 59 8 21 32 1 15 46 51 13 36 18 1 41 9 20 59 8 5 15 17 21 63 22 26 31 7 13 5 15 60 32 46 8 18 51 34 41 36 20 59 42 3 32 9 63 60 41 36 13 17 9 26 31 21 47 22 5 54 46 22 34 26 63 7 42 3 60 31 18 17 54 34 7 47 3 42 47 54 
1 41 20 63 8 60 32 1 15 7 41 51 36 3 1 13 9 20 63 8 5 15 47 60 26 22 59 21 34 51 5 15 31 32 7 8 3 41 46 13 36 20 63 18 42 32 9 26 31 13 36 51 47 9 59 21 60 54 22 5 17 7 22 46 59 26 34 18 42 31 21 3 47 17 46 34 54 42 18 54 17 
1 21 36 17 8 42 22 1 15 63 21 31 5 41 1 60 32 36 17 8 20 15 34 42 47 9 54 3 26 31 20 15 18 22 63 8 41 21 59 60 5 36 17 51 13 22 32 47 18 60 5 31 34 32 54 3 42 46 9 20 7 63 9 59 54 47 26 51 13 18 3 41 34 7 59 26 46 13 51 46 7 
1 26 32 13 15 54 20 1 8 42 26 63 22 34 1 59 5 32 13 15 9 8 31 54 51 36 41 47 18 63 9 8 17 20 42 15 34 26 3 59 22 32 13 7 46 20 5 51 17 59 22 63 31 5 41 47 54 21 36 9 60 42 36 3 41 51 18 7 46 17 47 34 31 60 3 18 21 46 7 21 60 
1 63 32 41 15 47 20 1 8 3 63 59 22 7 1 26 5 32 41 15 9 8 60 47 13 36 51 17 42 59 9 8 54 20 3 15 7 63 18 26 22 32 41 46 34 20 5 13 54 26 22 59 60 5 51 17 47 31 36 9 21 3 36 18 51 13 42 46 34 54 17 7 60 21 18 42 31 34 46 31 21 
1 54 22 31 15 7 36 1 8 51 54 47 9 59 1 17 20 22 31 15 32 8 3 7 21 5 60 46 41 47 32 8 34 36 51 15 59 54 13 17 9 22 31 26 63 36 20 21 34 17 9 47 3 20 60 46 7 42 5 32 18 51 5 13 60 21 41 26 63 34 46 59 3 18 13 41 42 63 26 42 18 
1 47 22 60 15 46 36 1 8 13 47 17 9 26 1 54 20 22 60 15 32 8 18 46 31 5 21 34 51 17 32 8 7 36 13 15 26 47 41 54 9 22 60 63 59 36 20 31 7 54 9 17 18 20 21 34 46 3 5 32 42 13 5 41 21 31 51 63 59 7 34 26 18 42 41 51 3 59 63 3 42 
1 59 32 51 15 17 20 1 8 18 59 26 22 46 1 63 5 32 51 15 9 8 21 17 41 36 13 54 3 26 9 8 47 20 18 15 46 59 42 63 22 32 51 34 7 20 5 41 47 63 22 26 21 5 13 54 17 60 36 9 31 18 36 42 13 41 3 34 7 47 54 46 21 31 42 3 60 7 34 60 31 
1 60 36 47 8 18 22 1 15 26 60 21 5 13 1 31 32 36 47 8 20 15 46 18 54 9 17 42 59 21 20 15 3 22 26 8 13 60 63 31 5 36 47 41 51 22 32 54 3 31 5 21 46 32 17 42 18 7 9 20 34 26 9 63 17 54 59 41 51 3 42 13 46 34 63 59 7 51 41 7 34 
1 31 36 54 8 3 22 1 15 59 31 60 5 51 1 21 32 36 54 8 20 15 7 3 17 9 47 18 63 60 20 15 42 22 59 8 51 31 26 21 5 36 54 13 41 22 32 17 42 21 5 60 7 32 47 18 3 34 9 20 46 59 9 26 47 17 63 13 41 42 18 51 7 46 26 63 34 41 13 34 46 
1 59 32 51 15 17 20 1 8 18 59 26 22 46 1 63 5 32 51 15 9 8 21 17 41 36 13 54 3 26 9 8 47 20 18 15 46 59 42 63 22 32 51 34 7 20 5 41 47 63 22 26 21 5 13 54 17 60 36 9 31 18 36 42 13 41 3 34 7 47 54 46 21 31 42 3 60 7 34 60 31 
1 63 32 41 15 47 20 1 8 3 63 59 22 7 1 26 5 32 41 15 9 8 60 47 13 36 51 17 42 59 9 8 54 20 3 15 7 63 18 26 22 32 41 46 34 20 5 13 54 26 22 59 60 5 51 17 47 31 36 9 21 3 36 18 51 13 42 46 34 54 17 7 60 21 18 42 31 34 46 31 21 
