[R81Add]
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 
20 30 41 48 22 56 47 36 8 67 52 40 31 68 5 11 59 51 66 32 18 15 77 71 55 34 19 49 64 50 42 1 24 54 76 9 79 12 35 38 60 13 25 69 37 17 63 65 57 2 21 16 80 26 43 70 28 74 46 3 53 29 7 62 4 27 75 78 72 6 33 44 58 73 10 39 81 14 45 61 23 
21 33 26 39 3 45 9 31 13 61 49 6 7 16 60 28 1 59 64 18 17 41 27 69 10 5 29 14 23 24 47 51 44 22 74 42 40 70 58 56 34 63 75 2 12 32 8 35 68 71 46 57 55 15 67 37 78 4 20 54 25 81 36 77 76 62 53 11 30 79 72 50 65 48 80 73 19 52 38 43 66 
22 40 31 55 8 49 59 32 20 64 50 11 18 69 9 30 34 60 65 15 41 36 74 70 19 47 48 24 35 38 51 5 56 63 75 1 78 16 67 52 42 21 27 37 68 26 46 43 71 12 3 2 81 7 66 57 33 53 54 13 77 39 17 76 25 4 62 72 79 28 6 45 61 80 29 10 73 44 14 23 58 
23 34 4 37 58 8 10 53 61 11 46 47 25 18 73 59 29 19 72 77 27 74 24 15 68 39 69 20 30 54 55 81 22 35 38 80 42 7 40 63 48 43 14 41 31 62 67 79 32 26 66 17 57 76 78 36 1 56 64 65 49 2 75 50 45 44 52 51 60 9 5 3 6 70 16 12 71 21 13 28 33 
24 35 37 42 56 53 11 57 49 46 62 67 68 19 6 64 30 72 3 71 69 70 15 73 51 40 60 77 54 76 78 33 74 38 7 28 43 10 63 75 79 14 18 48 55 2 52 13 81 39 44 29 1 12 21 80 23 36 50 45 32 34 16 26 31 41 17 66 65 61 58 4 8 9 59 47 5 27 25 20 22 
25 20 29 30 27 41 58 48 4 56 36 22 39 47 66 8 61 67 52 55 10 19 68 51 40 23 11 31 49 32 35 43 18 77 71 65 54 5 24 15 64 76 12 59 34 80 74 50 42 1 75 9 79 81 38 60 13 69 53 62 37 28 73 57 2 16 70 63 46 3 21 17 44 72 6 33 78 7 26 45 14 
26 45 9 61 7 16 21 59 17 27 69 14 1 33 63 44 3 22 74 34 5 47 39 40 23 13 58 2 4 37 20 54 12 31 55 46 49 78 25 68 8 32 81 6 28 60 18 53 30 79 15 72 64 42 77 11 50 10 41 36 29 65 51 48 80 73 19 24 56 52 38 70 75 67 66 43 35 71 57 62 76 
27 22 39 40 4 31 61 55 25 49 32 8 10 59 65 20 23 64 50 19 29 48 69 60 11 58 30 18 24 15 67 66 41 74 70 43 63 9 56 36 35 75 16 34 47 81 53 38 51 5 62 1 78 73 52 42 21 37 77 76 68 33 80 71 12 2 57 46 54 13 3 26 45 79 28 6 72 17 7 14 44 
28 29 44 41 33 58 12 56 6 47 67 39 45 25 71 10 16 68 51 49 14 24 20 77 31 2 18 61 59 64 37 57 23 30 54 70 48 76 34 35 69 79 13 27 4 52 40 60 53 62 78 75 36 50 42 74 80 22 11 72 8 17 38 46 3 21 63 55 19 73 81 66 5 15 7 26 32 43 65 9 1 
29 41 58 56 39 47 25 67 10 68 51 31 61 20 76 18 27 77 71 64 23 35 30 54 49 4 24 59 69 60 53 62 34 48 79 75 36 13 37 42 74 80 28 22 8 66 55 70 46 3 81 21 52 65 57 63 17 40 19 73 11 44 43 72 6 33 78 32 15 7 26 5 12 38 14 45 50 1 9 16 2 
30 48 56 36 40 67 68 52 11 51 66 55 49 77 12 19 69 71 5 50 24 38 54 76 32 37 15 64 60 65 57 2 35 79 13 16 80 25 42 43 70 28 20 74 53 44 78 9 62 4 33 27 17 45 1 75 29 63 72 6 46 41 14 3 8 22 21 81 73 10 39 58 47 7 18 31 26 23 61 59 34 
31 49 59 64 18 69 22 60 41 74 70 24 34 40 21 56 8 63 75 42 47 51 55 78 35 20 67 37 53 57 54 13 68 32 81 3 50 33 77 71 46 26 39 11 30 9 15 62 79 28 7 6 65 1 76 72 45 19 36 17 48 61 5 80 29 10 73 38 52 44 14 16 27 66 58 23 43 12 2 4 25 
32 50 60 65 15 70 63 9 36 75 16 38 42 78 22 52 46 21 27 1 51 5 81 33 43 54 66 57 62 2 13 20 71 26 39 8 45 40 76 12 3 31 55 72 79 59 7 4 28 30 18 11 61 34 25 6 49 73 17 41 80 64 47 29 48 19 10 14 44 56 24 69 74 58 67 35 23 68 37 53 77 
33 39 45 31 6 61 16 49 28 59 64 10 14 27 70 29 2 69 60 24 44 56 22 74 18 12 41 23 34 35 68 71 58 40 63 57 55 75 47 67 37 78 21 4 25 50 11 42 77 76 72 62 32 38 51 53 81 8 30 79 20 26 52 54 13 3 46 19 48 80 73 65 9 36 17 7 15 66 43 1 5 
34 37 8 53 47 11 18 46 59 19 72 68 20 24 7 69 41 15 73 54 22 63 35 38 77 31 74 30 48 79 32 26 40 42 43 17 57 14 55 78 36 1 23 56 49 3 51 80 50 45 5 44 62 13 81 52 2 67 60 9 64 4 21 65 61 58 66 71 70 16 12 6 10 75 27 25 76 33 28 29 39 
35 42 53 57 67 46 19 62 64 72 3 51 77 15 10 60 48 73 6 76 74 75 38 7 71 55 70 54 79 13 81 39 63 43 14 29 1 18 78 21 80 23 24 36 32 4 66 28 26 31 58 41 2 25 33 17 34 52 65 61 50 37 27 45 49 56 44 5 9 59 47 8 11 16 69 68 12 22 20 30 40 
36 52 51 66 32 71 54 5 15 76 12 50 60 79 20 38 63 13 25 9 42 1 80 28 65 46 43 70 75 16 3 8 57 17 29 22 44 30 62 2 21 41 48 78 72 47 26 27 6 11 31 40 58 59 4 33 56 81 7 18 73 67 34 10 19 55 39 45 14 24 49 68 77 23 35 64 61 37 69 74 53 
37 53 11 46 68 19 24 72 69 15 73 77 30 35 14 74 56 38 7 79 40 78 42 43 54 49 63 48 36 80 50 45 55 57 1 44 62 23 32 81 52 2 34 67 64 6 71 17 65 61 12 58 3 28 26 66 4 51 70 16 60 8 33 9 59 47 5 76 75 27 25 10 18 21 22 20 13 39 29 41 31 
38 43 57 1 52 62 72 2 50 3 4 66 71 73 11 65 79 6 8 12 70 16 7 10 5 78 9 76 13 25 33 40 75 14 18 30 23 19 21 27 28 24 15 80 81 37 44 20 39 55 56 48 34 68 22 29 35 17 45 49 26 42 69 31 32 36 41 58 61 64 67 53 46 59 60 51 47 74 77 54 63 
39 31 61 49 10 59 27 64 29 69 60 18 23 22 75 41 4 74 70 35 58 67 40 63 24 25 56 34 37 42 77 76 47 55 78 62 32 21 68 51 53 81 33 8 20 65 19 57 54 13 73 3 50 43 71 46 26 11 48 80 30 45 66 79 28 6 72 15 36 17 7 9 16 52 44 14 38 5 1 2 12 
40 55 49 32 11 64 69 50 30 60 65 19 24 74 16 48 37 70 9 38 56 52 63 75 15 68 36 35 42 43 71 12 67 78 21 2 81 27 51 66 57 33 22 53 77 45 72 1 76 25 6 4 26 14 5 62 39 46 79 28 54 31 44 13 20 8 3 73 80 29 10 61 59 17 41 18 7 58 23 34 47 
41 56 47 67 31 68 20 51 18 77 71 49 59 30 13 24 22 54 76 60 34 42 48 79 64 8 35 69 74 70 46 3 37 36 80 21 52 28 53 57 63 17 29 40 11 5 32 75 72 6 26 33 66 9 62 78 44 55 15 7 19 58 1 73 10 39 81 50 38 14 45 12 25 43 23 61 65 2 16 27 4 
42 57 46 62 51 72 15 3 60 73 6 71 54 38 18 70 36 7 10 13 63 21 43 14 76 32 75 79 80 28 26 31 78 1 23 41 2 24 81 33 17 34 35 52 50 8 5 29 45 49 47 56 4 20 39 44 37 66 9 59 65 53 22 61 64 67 58 12 16 69 68 11 19 27 74 77 25 40 30 48 55 
43 1 62 2 66 3 73 4 65 6 8 5 76 7 19 9 80 10 11 25 75 27 14 18 12 81 16 13 28 20 39 55 21 23 24 48 34 15 33 22 29 35 38 17 26 53 58 30 31 32 67 36 37 77 40 41 42 44 61 64 45 57 74 49 50 52 56 47 59 60 51 46 72 69 70 71 68 63 54 79 78 
44 58 12 47 45 25 28 68 14 20 77 61 16 29 79 23 33 30 54 69 2 37 41 48 59 6 34 27 22 74 11 72 4 56 36 78 67 80 8 53 40 52 17 39 10 71 49 63 19 73 50 81 51 70 46 55 66 31 24 38 18 5 57 15 7 26 32 64 35 43 65 76 13 42 1 9 60 62 75 21 3 
45 61 16 59 14 27 33 69 44 22 74 23 2 39 78 58 6 40 63 37 12 68 31 55 34 28 47 4 8 53 30 79 25 49 32 72 64 81 20 77 11 50 26 10 29 70 24 46 48 80 38 73 60 57 54 19 65 18 56 52 41 9 71 36 17 7 15 35 67 66 43 75 21 51 5 1 42 76 62 3 13 
46 72 15 73 54 38 42 7 63 43 14 79 36 57 34 78 51 1 23 17 32 26 62 2 80 60 81 52 66 44 9 59 50 3 4 47 6 37 65 45 5 8 53 71 70 18 13 58 16 69 20 68 10 41 61 12 11 76 21 22 75 19 31 27 74 77 25 28 33 40 30 24 35 39 55 48 29 49 56 67 64 
47 68 20 77 59 30 41 54 34 48 79 69 22 56 17 37 31 36 80 63 8 46 67 52 74 18 53 40 55 78 15 7 11 51 66 26 71 44 19 72 32 5 58 49 24 13 60 81 38 14 9 45 76 21 73 50 12 64 42 1 35 25 3 43 23 61 65 70 57 2 16 28 29 62 4 27 75 6 33 39 10 
48 36 67 52 55 51 77 66 19 71 5 32 64 54 25 15 74 76 12 65 35 43 79 13 50 53 38 60 70 9 62 4 42 80 28 27 17 20 57 1 75 29 30 63 46 58 81 16 3 8 39 22 44 61 2 21 41 78 73 10 72 56 23 6 11 40 33 26 7 18 31 47 68 14 24 49 45 34 59 69 37 
49 64 69 60 24 74 40 70 56 63 75 35 37 55 33 67 11 78 21 57 68 71 32 81 42 30 51 53 46 62 79 28 77 50 26 6 65 39 54 76 72 45 31 19 48 16 38 3 80 29 14 10 9 2 13 73 61 15 52 44 36 59 12 17 41 18 7 43 66 58 23 27 22 5 47 34 1 25 4 8 20 
50 65 70 9 38 75 78 16 52 21 27 43 57 81 40 66 72 33 22 2 71 12 26 39 1 79 5 62 3 4 28 30 76 45 31 11 61 55 13 25 6 49 32 73 80 69 14 8 29 48 24 19 59 37 20 10 64 7 44 56 17 60 68 41 36 15 18 23 58 67 35 74 63 47 51 42 34 77 53 46 54 
51 71 54 76 60 79 36 13 42 80 28 70 63 52 41 57 32 17 29 21 46 3 66 44 75 15 62 78 81 33 7 18 72 5 58 31 12 56 73 6 26 47 67 50 38 20 9 39 14 24 59 49 25 22 10 45 68 65 1 34 43 77 8 23 35 64 61 16 2 37 69 30 48 4 53 74 27 11 40 55 19 
52 66 71 5 50 76 79 12 38 13 25 65 70 80 30 43 78 28 20 16 57 2 17 29 9 72 1 75 21 27 6 11 62 44 41 40 58 48 3 4 33 56 36 81 73 68 45 22 10 19 49 55 47 69 8 39 67 26 14 24 7 51 37 18 15 32 31 61 23 35 64 77 54 34 42 60 59 53 74 63 46 
53 46 19 72 77 15 35 73 74 38 7 54 48 42 23 63 67 43 14 80 55 81 57 1 79 64 78 36 52 17 65 61 32 62 2 58 3 34 50 26 66 4 37 51 60 10 76 44 9 59 25 47 6 29 45 5 8 71 75 27 70 11 39 16 69 68 12 13 21 22 20 18 24 33 40 30 28 31 41 56 49 
54 79 36 80 63 52 51 17 46 66 44 78 32 71 47 72 60 5 58 26 15 7 76 12 81 42 73 50 65 45 1 34 38 13 25 59 28 68 43 14 9 20 77 70 57 41 21 61 2 37 22 69 29 31 23 16 30 75 3 8 62 48 18 4 53 74 27 33 6 11 40 56 67 10 19 55 39 24 49 64 35 
55 32 64 50 19 60 74 65 48 70 9 15 35 63 27 36 53 75 16 43 67 66 78 21 38 77 52 42 57 1 76 25 51 81 33 4 26 22 71 5 62 39 40 46 54 61 73 2 13 20 10 8 45 23 12 3 31 72 80 29 79 49 58 28 30 11 6 7 17 41 18 59 69 44 56 24 14 47 34 37 68 
56 67 68 51 49 77 30 71 24 54 76 64 69 48 28 35 40 79 13 70 37 57 36 80 60 11 42 74 63 75 72 6 53 52 17 33 66 29 46 62 78 44 41 55 19 12 50 21 73 10 45 39 5 16 3 81 58 32 38 14 15 47 2 7 18 31 26 65 43 23 61 25 20 1 34 59 9 4 27 22 8 
57 62 72 3 71 73 38 6 70 7 10 76 79 43 24 75 52 14 18 28 78 33 1 23 13 50 21 80 17 29 45 49 81 2 34 56 4 35 26 39 44 37 42 66 65 11 12 41 61 64 68 67 8 30 31 58 53 5 16 69 9 46 40 59 60 51 47 25 27 74 77 19 15 22 63 54 20 55 48 36 32 
58 47 25 68 61 20 29 77 23 30 54 59 27 41 80 34 39 48 79 74 4 53 56 36 69 10 37 22 40 63 19 73 8 67 52 81 51 17 11 46 55 66 44 31 18 76 64 78 15 7 65 26 71 75 72 32 5 49 35 43 24 12 62 38 14 45 50 60 42 1 9 13 28 57 2 16 70 3 21 33 6 
59 69 22 74 34 40 31 63 47 55 78 37 8 49 26 68 18 32 81 46 20 54 64 50 53 41 77 11 19 72 36 17 30 60 65 7 70 45 48 79 15 9 61 24 56 21 42 73 52 44 1 14 75 3 80 38 16 35 51 5 67 27 13 66 58 23 43 57 71 12 2 33 39 76 25 4 62 28 6 10 29 
60 70 63 75 42 78 32 21 51 81 33 57 46 50 31 71 15 26 39 3 54 13 65 45 62 36 76 72 73 6 17 41 79 9 61 18 16 49 80 28 7 59 64 38 52 22 1 10 44 56 34 24 27 8 29 14 69 43 5 47 66 74 20 58 67 35 23 2 12 68 37 40 55 25 77 53 4 30 11 19 48 
61 59 27 69 23 22 39 74 58 40 63 34 4 31 81 47 10 55 78 53 25 77 49 32 37 29 68 8 11 46 48 80 20 64 50 73 60 26 30 54 19 65 45 18 41 75 35 72 36 17 43 7 70 62 79 15 9 24 67 66 56 16 76 52 44 14 38 42 51 5 1 21 33 71 12 2 57 13 3 6 28 
62 3 73 6 76 7 43 10 75 14 18 13 80 1 35 21 66 23 24 29 81 39 2 34 28 65 33 17 44 41 61 64 26 4 37 67 8 42 45 31 58 53 57 5 9 19 25 56 59 60 77 51 11 48 49 47 46 12 27 74 16 72 55 69 70 71 68 20 22 63 54 15 38 40 78 79 30 32 36 52 50 
63 78 32 81 46 50 60 26 54 65 45 72 15 70 59 79 42 9 61 7 36 17 75 16 73 51 80 38 43 14 5 47 52 21 27 34 33 69 66 44 1 22 74 57 71 31 3 23 12 68 8 37 39 18 58 2 40 62 13 20 76 55 41 25 77 53 4 6 28 30 11 49 64 29 48 19 10 56 24 35 67 
64 60 74 70 35 63 55 75 67 78 21 42 53 32 39 51 19 81 33 62 77 76 50 26 57 48 71 46 72 3 80 29 54 65 45 10 9 31 79 13 73 61 49 15 36 27 43 6 17 41 23 18 16 4 28 7 59 38 66 58 52 69 25 44 56 24 14 1 5 47 34 22 40 12 68 37 2 20 8 11 30 
65 9 75 16 43 21 81 27 66 33 22 1 62 26 55 5 73 39 40 4 76 25 45 31 2 80 12 3 6 8 29 48 13 61 49 19 59 32 28 20 10 64 50 7 17 74 23 11 41 36 35 15 69 53 30 18 60 14 58 67 44 70 77 56 52 38 24 34 47 51 42 63 78 68 71 57 37 54 46 72 79 
66 5 76 12 65 13 80 25 43 28 20 9 75 17 48 1 81 29 30 27 62 4 44 41 16 73 2 21 33 22 10 19 3 58 56 55 47 36 6 8 39 67 52 26 7 77 61 40 18 15 64 32 68 74 11 31 51 45 23 35 14 71 53 24 38 50 49 59 34 42 60 54 79 37 57 70 69 46 63 78 72 
67 51 77 71 64 54 48 76 35 79 13 60 74 36 29 42 55 80 28 75 53 62 52 17 70 19 57 63 78 21 73 10 46 66 44 39 5 41 72 3 81 58 56 32 15 25 65 33 7 18 61 31 12 27 6 26 47 50 43 23 38 68 4 14 24 49 45 9 1 34 59 20 30 2 37 69 16 8 22 40 11 
68 77 30 54 69 48 56 79 37 36 80 74 40 67 44 53 49 52 17 78 11 72 51 66 63 24 46 55 32 81 38 14 19 71 5 45 76 58 15 73 50 12 47 64 35 28 70 26 43 23 16 61 13 33 7 65 25 60 57 2 42 20 6 1 34 59 9 75 62 4 27 29 41 3 8 22 21 10 39 31 18 
69 74 40 63 37 55 49 78 68 32 81 53 11 64 45 77 24 50 26 72 30 79 60 65 46 56 54 19 15 73 52 44 48 70 9 14 75 61 36 80 38 16 59 35 67 33 57 7 66 58 2 23 21 6 17 43 27 42 71 12 51 22 28 5 47 34 1 62 76 25 4 39 31 13 20 8 3 29 10 18 41 
70 75 78 21 57 81 50 33 71 26 39 62 72 65 49 76 38 45 31 6 79 28 9 61 3 52 13 73 7 10 44 56 80 16 59 24 27 64 17 29 14 69 60 43 66 40 2 18 58 67 37 35 22 11 41 23 74 1 12 68 5 63 30 47 51 42 34 4 25 77 53 55 32 20 54 46 8 48 19 15 36 
71 76 79 13 70 80 52 28 57 17 29 75 78 66 56 62 50 44 41 33 72 6 5 58 21 38 3 81 26 39 14 24 73 12 47 49 25 67 7 10 45 68 51 65 43 30 16 31 23 35 69 64 20 40 18 61 77 9 2 37 1 54 11 34 42 60 59 27 4 53 74 48 36 8 46 63 22 19 55 32 15 
72 73 38 7 79 43 57 14 78 1 23 80 52 62 37 81 71 2 34 44 50 45 3 4 17 70 26 66 5 58 16 69 65 6 8 68 10 53 9 61 12 11 46 76 75 24 28 47 27 74 30 77 18 56 59 25 19 13 33 40 21 15 49 22 63 54 20 29 39 55 48 35 42 31 32 36 41 64 67 51 60 
73 7 43 14 80 1 62 23 81 2 34 17 66 3 53 26 76 4 37 58 65 61 6 8 44 75 45 5 12 47 27 74 9 10 11 77 18 46 16 59 25 19 72 13 21 35 29 68 22 63 48 54 24 67 69 20 15 28 39 55 33 38 64 40 78 79 30 41 31 32 36 42 57 49 50 52 56 60 51 71 70 
74 63 55 78 53 32 64 81 77 50 26 46 19 60 61 54 35 65 45 73 48 80 70 9 72 67 79 15 38 7 66 58 36 75 16 23 21 59 52 17 43 27 69 42 51 39 62 14 5 47 4 34 33 10 44 1 22 57 76 25 71 40 29 12 68 37 2 3 13 20 8 31 49 28 30 11 6 41 18 24 56 
75 21 81 33 62 26 65 39 76 45 31 3 73 9 64 13 43 61 49 10 80 29 16 59 6 66 28 7 14 18 58 67 17 27 69 35 22 60 44 41 23 74 70 1 5 55 4 24 47 51 53 42 40 19 56 34 63 2 25 77 12 78 48 68 71 57 37 8 20 54 46 32 50 30 79 72 11 36 15 38 52 
76 13 80 28 75 17 66 29 62 44 41 21 81 5 67 3 65 58 56 39 73 10 12 47 33 43 6 26 45 31 23 35 7 25 68 64 20 51 14 18 61 77 71 9 1 48 27 49 34 42 74 60 30 55 24 59 54 16 4 53 2 79 19 37 57 70 69 22 8 46 63 36 52 11 72 78 40 15 32 50 38 
77 54 48 79 74 36 67 80 53 52 17 63 55 51 58 46 64 66 44 81 19 73 71 5 78 35 72 32 50 26 43 23 15 76 12 61 13 47 38 7 65 25 68 60 42 29 75 45 1 34 27 59 28 39 14 9 20 70 62 4 57 30 10 2 37 69 16 21 3 8 22 41 56 6 11 40 33 18 31 49 24 
78 81 50 26 72 65 70 45 79 9 61 73 38 75 69 80 57 16 59 14 52 44 21 27 7 71 17 43 1 23 12 68 66 33 22 37 39 74 5 58 2 40 63 62 76 49 6 34 25 77 11 53 31 24 47 4 55 3 28 30 13 32 56 20 54 46 8 10 29 48 19 64 60 41 36 15 18 67 35 42 51 
79 80 52 17 78 66 71 44 72 5 58 81 50 76 68 73 70 12 47 45 38 14 13 25 26 57 7 65 9 61 2 37 43 28 20 69 29 77 1 23 16 30 54 75 62 56 33 59 4 53 40 74 41 49 34 27 48 21 6 11 3 36 24 8 46 63 22 39 10 19 55 67 51 18 15 32 31 35 64 60 42 
80 17 66 44 81 5 76 58 73 12 47 26 65 13 77 7 75 25 68 61 43 23 28 20 45 62 14 9 16 59 4 53 1 29 30 74 41 54 2 34 27 48 79 21 3 67 39 69 8 46 55 63 56 64 37 22 36 33 10 19 6 52 35 11 72 78 40 31 18 15 32 51 71 24 38 50 49 42 60 70 57 
81 26 65 45 73 9 75 61 80 16 59 7 43 21 74 17 62 27 69 23 66 58 33 22 14 76 44 1 2 34 25 77 5 39 40 53 31 63 12 47 4 55 78 3 13 64 10 37 20 54 19 46 49 35 68 8 32 6 29 48 28 50 67 30 79 72 11 18 41 36 15 60 70 56 52 38 24 51 42 57 71 
[R81Mul]
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 3 5 7 8 13 9 1 15 17 3 18 20 21 1 42 22 5 7 8 36 15 26 13 34 32 46 41 47 18 36 15 51 9 17 8 21 3 54 42 20 5 7 31 60 9 22 34 51 42 20 18 26 22 46 41 13 59 32 36 63 17 32 54 46 34 47 31 60 51 41 21 26 63 54 47 59 60 31 59 63 
1 5 8 9 1 20 15 1 1 22 5 5 8 36 1 5 15 8 9 1 8 1 32 20 9 15 9 20 22 5 8 1 20 15 22 1 36 5 22 5 8 8 9 36 36 15 15 9 20 5 8 5 32 15 9 20 20 32 15 8 32 22 15 22 9 9 22 36 36 20 20 36 32 32 22 22 32 36 36 32 32 
