1,1,[27,1],[27,1]
2,1,[27,1],[27,1]
3,1,[27,1],[R9_3,R3_2]
4,1,[27,1],[27,1]
5,1,[27,1],[27,1]
6,1,[R3_1,R9_4],[27,1]
7,1,[27,1],[R9_1,R3_2]
8,1,[R3_1,R9_4],[27,1]
9,1,[27,1],[27,1]
10,1,[R3_1,R9_4],[27,1]
11,1,[27,1],[27,1]
12,1,[27,1],[27,1]
13,1,[27,1],[R9_4,R3_2]
14,1,[27,1],[R3_1,R9_10]
15,1,[R3_1,R9_8],[R9_4,R3_2]
16,1,[27,1],[27,1]
17,1,[27,1],[R9_3,R3_2]
18,1,[R3_1,R9_4],[27,1]
19,1,[R3_1,R9_4],[27,1]
20,1,[R3_1,R9_7],[R9_4,R3_2]
21,1,[27,1],[R9_4,R3_2]
22,1,[27,1],[R9_5,R3_2]
23,1,[27,1],[27,1]
24,1,[27,1],[27,1]
25,1,[27,1],[27,1]
26,1,[R3_1,R9_7],[R9_4,R3_2]
27,1,[27,1],[R9_4,R3_2]
28,1,[R3_1,R9_8],[R9_4,R3_2]
29,1,[27,1],[27,1]
30,1,[1,27],[R9_4,R3_2]
31,1,[27,1],[27,1]
29,1,[27,1],[27,1]
33,1,[27,1],[R9_5,R3_2]
34,1,[R3_1,R9_4],[27,1]
35,1,[27,1],[R9_4,R3_2]
36,1,[1,27],[R9_4,R3_2]
37,1,[R3_1,R9_7],[R9_4,R3_2]
38,1,[27,1],[R3_1,R9_10]
39,1,[R3_1,R9_4],[27,1]
41,1,[R3_2,R9_7],[R3_1,R9_10]
42,1,[27,1],[R3_1,R9_11]
43,1,[1,27],[R9_4,R3_2]
44,1,[R3_1,R9_8],[R9_4,R3_2]
45,1,[27,1],[R9_4,R3_2]
46,1,[27,1],[R3_1,R9_10]
47,1,[R3_2,R9_8],[R3_1,R9_10]
48,1,[R3_1,R9_4],[27,1]
49,2,[R3_2],[R3_1,R9_10]
50,1,[27,1],[1,27]
51,1,[27,1],[1,27]
52,1,[27,1],[R9_5,R3_2]
53,1,[R3_1,R9_4],[27,1]
54,1,[27,1],[27,1]
55,1,[R3_1,R9_4],[27,1]
56,1,[27,1],[27,1]
57,1,[27,1],[27,1]
58,1,[R3_1,R9_4],[27,1]
59,1,[27,1],[1,27]
