n,id,n0,n1,n2,mstr
2,1,2,1,2,1,1,1,1
2,2,2,1,2,0,0,0,1
8,39,4,1,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0;0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
8,40,4,1,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,41,4,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0;1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8,42,4,1,2,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0
8,43,3,1,2,0,0,0,0,0,0,0,0,1;0,0,0,0,0,1,0,0,0;0,0,1,0,0,0,0,0,0
8,44,3,1,2,1,0,0,0,1,0,0,0,0;0,0,0,1,0,0,1,0,0
8,45,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0;0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1
8,46,3,1,2,1,0,1,0,0,1,0,1,0
8,47,4,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1;1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8,48,4,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1;1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,49,2,1,2,1,1,0,1;1,0,0,0
8,50,3,1,2,1,0,0,0,0,0,0,1,1;0,0,0,0,1,0,0,0,1
8,51,3,1,2,1,0,1,0,1,0,1,0,0
8,52,4,1,2,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1
27,1,2,1,27,0,0,1,0
27,2,2,1,27,0,0,1,3
27,3,2,1,27,0,0,0,1
27,4,2,1,27,0,0,1,9
27,5,2,1,27,0,3,0,0;9,3,0,0
27,7,2,27,14,0,0,3,1
27,8,2,1,9,0,1,0,0;3,0,0,0
27,10,2,1,9,3,0,0,0;3,0,1,0
27,11,2,1,9,3,0,0,3;3,1,0,3
27,13,2,1,9,3,0,0,1
27,15,2,1,9,0,0,0,1;0,3,0,0
27,16,2,1,27,3,0,0,0;9,9,0,0
27,17,2,27,14,0,0,3,10
27,18,2,1,9,5,5,4,4;7,4,8,2
27,19,2,1,9,0,0,1,3;3,0,1,0
27,20,2,1,9,0,3,0,0;1,3,0,0
27,21,2,1,9,1,3,3,1
27,23,2,1,27,3,3,0,3
27,24,2,1,9,0,1,3,0
27,25,2,1,9,0,0,0,3;0,0,3,0;0,3,0,0
27,26,4,1,3,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0;0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1
27,27,4,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0;0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
27,28,3,1,3,0,0,1,0,1,1,0,1,1;0,1,1,0,1,1,0,1,1
27,30,3,1,3,0,0,0,0,0,0,0,0,1;0,0,0,0,0,0,0,1,0;0,0,0,0,0,0,1,0,0
27,31,2,9,9,0,3,0,0;8,2,0,8
27,33,4,1,3,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1
27,35,4,1,3,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1
27,36,4,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1;0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
27,37,3,1,3,1,1,0,0,1,0,0,1,0;0,1,1,0,0,0,0,0,0
27,38,4,1,3,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1
27,39,4,1,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0;0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
27,41,4,1,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0;1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
27,42,4,1,3,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0
27,43,3,1,3,0,0,0,0,0,0,0,0,1;0,0,0,0,0,1,0,0,0;0,0,1,0,0,0,0,0,0
27,44,3,1,3,1,0,0,0,1,0,0,0,0;0,0,0,1,0,0,1,0,0
27,45,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0;0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1
27,46,3,1,3,1,0,1,0,0,1,0,1,0
27,47,4,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1;1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
27,48,3,1,3,0,0,0,1,0,0,1,0,0;0,0,0,0,0,0,1,1,0
27,49,2,1,3,1,1,0,1;1,0,0,0
27,50,3,1,3,1,0,0,0,0,0,0,1,1;0,0,0,0,1,0,0,0,1
27,51,3,1,3,1,0,1,0,1,0,1,0,0
27,52,4,1,3,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1
27,56,4,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0;0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27,57,2,9,9,6,4,5,5
27,59,4,1,3,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0
81,8,2,27,4,1,11,26,10
81,9,2,27,2,1,7,19,18
81,10,2,1,27,0,0,0,1;0,0,9,0
81,11,2,1,27,0,11,9,15
81,12,2,1,27,0,8,18,14
81,91,2,27,10,0,5,3,21;0,20,21,21
81,94,2,27,9,0,0,15,6;0,0,15,12
81,98,2,27,10,0,20,20,7;0,10,26,12
81,100,2,1,9,0,1,1,1
81,101,2,1,9,0,1,1,0
81,102,2,1,9,0,1,2,2
81,103,2,1,9,0,1,2,1
81,104,2,1,9,0,0,0,1;0,0,1,0
81,105,2,1,9,0,0,0,1;0,1,0,0
81,107,2,27,18,0,0,0,23;0,0,1,0
81,108,2,27,18,0,0,0,23;0,0,1,1
81,109,2,27,12,0,0,0,1;0,0,1,2
81,110,2,27,12,0,0,0,1;0,0,1,0
81,111,2,27,6,0,0,0,2;0,0,2,1
81,112,2,27,55,0,0,0,2;0,0,2,0
81,113,2,27,55,0,0,0,2;0,0,2,1
81,114,2,27,53,0,0,1,13;0,0,2,0
81,115,2,27,53,0,0,1,13;0,0,2,1
81,116,2,27,53,0,0,1,13;0,0,2,4
81,117,2,27,53,0,0,1,13;0,0,2,9
81,118,2,27,6,0,0,1,13;0,0,1,16
81,119,2,27,12,0,0,1,3;0,0,1,5
81,120,2,27,6,0,0,1,23;0,0,1,24
81,121,2,27,6,0,0,1,23;0,0,2,0
81,122,2,27,53,0,0,0,7;0,0,2,1
81,123,2,27,53,0,0,2,26;0,0,3,9
81,124,2,27,12,0,0,1,11;0,0,2,3
81,136,2,27,10,1,0,3,25;0,12,25,18
81,148,3,1,9,3,0,3,1,3,3,3,3,0;3,0,0,0,3,3,3,0,3
81,160,3,1,9,0,0,0,0,0,0,0,0,3;0,0,0,0,1,0,1,0,1
81,161,3,1,9,0,3,0,3,0,3,1,0,3;0,0,0,3,3,0,0,3,3
81,166,3,1,9,0,0,0,0,0,0,0,0,3;0,0,0,1,0,0,1,0,0
81,169,3,1,9,3,0,0,0,3,1,3,0,3;0,0,0,3,0,1,0,0,3
81,180,2,27,54,1,0,16,5;0,3,16,3
81,181,2,27,21,0,0,1,17;0,0,1,19
81,200,2,1,9,0,6,0,6;3,7,6,0
81,201,2,1,9,2,0,4,6;3,0,3,3
81,202,2,1,9,0,0,0,1;0,3,3,0
81,203,2,1,9,6,7,6,5;6,8,0,7
81,206,2,27,14,0,0,0,13;0,0,1,1
81,207,2,27,14,0,0,0,14;0,0,9,0
81,208,3,1,9,3,0,0,0,3,1,3,0,3;0,0,0,3,3,0,3,0,3
81,209,2,27,18,0,0,0,17;0,0,5,1
81,210,2,27,22,0,0,0,1;0,0,7,0
81,211,2,27,6,0,0,0,5;0,0,1,0
81,212,2,27,6,0,0,0,5;0,0,1,1
81,213,2,27,12,0,0,0,5;0,0,1,0
81,214,2,27,12,0,0,0,5;0,0,1,1
81,215,2,27,53,0,0,0,1;0,0,1,2
81,216,2,27,53,0,0,0,2;0,0,1,0
81,217,2,27,54,0,0,0,1;0,0,2,2
81,218,2,27,54,0,0,0,1;0,0,6,2
81,219,3,1,9,0,0,0,0,0,0,0,0,3;0,0,0,1,0,1,3,0,0
81,220,2,27,53,0,0,1,13;0,0,1,14
81,221,2,27,53,0,0,1,13;0,0,1,18
81,222,3,1,9,0,3,0,3,0,3,1,0,3;3,0,0,0,3,0,3,3,0
81,223,2,27,14,0,0,0,18;0,0,3,1
81,224,2,27,9,0,0,0,18;0,0,1,1
81,225,2,27,17,0,0,1,9;0,0,1,20
81,226,2,27,7,0,0,1,9;0,0,2,2
81,230,2,27,14,1,16,0,1
81,231,2,27,14,0,1,4,0
81,232,2,27,14,0,1,4,1
81,241,2,27,14,0,11,5,3
81,245,2,27,14,0,2,16,15
81,246,2,27,6,0,0,0,5;0,0,0,6;0,0,4,0
81,247,2,27,18,0,0,0,16;0,0,0,17;0,0,1,0
81,248,2,27,9,0,0,0,5;0,0,0,6;0,0,3,0
81,251,2,27,12,0,0,0,2;0,0,0,3;0,0,4,0
81,257,3,1,9,3,3,1,3,3,3,3,3,3;3,3,3,0,0,0,0,0,3
81,272,2,27,14,0,22,18,19
81,300,3,1,3,1,1,1,1,1,1,1,1,1;1,0,0,1,1,1,1,1,1
81,301,4,1,3,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
81,302,2,9,9,0,3,0,0;4,3,0,4
81,303,4,1,3,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0;1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81,304,3,1,3,0,0,0,1,0,0,1,0,0;1,0,0,1,0,0,1,1,0
81,305,4,1,3,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
81,306,4,1,3,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1
81,307,2,9,9,0,5,4,1
81,308,4,1,3,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0
81,309,4,1,3,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0;0,0,0,0,2,0,0,1,2,0,0,1,0,0,0,0
81,310,3,1,3,1,1,2,0,2,2,0,1,0;1,2,1,0,2,1,0,1,2
81,311,2,9,5,5,5,6,0;6,3,3,1
81,312,2,9,8,0,0,0,1;0,0,1,2
81,313,2,9,9,0,0,0,1;0,0,1,2
81,314,2,9,10,0,0,0,1;0,0,1,2
81,315,3,1,3,0,0,0,0,0,0,0,1,0;0,0,1,0,0,0,1,0,1
81,316,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0;0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
81,317,2,9,5,0,0,0,1;0,0,1,2
81,318,4,1,3,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1
81,319,2,9,5,5,5,6,0;4,5,3,3
81,320,3,1,3,0,0,0,0,1,0,1,0,1;0,0,1,0,0,0,1,0,0
81,321,4,1,3,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1;1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
81,322,2,27,25,0,24,9,22;0,11,18,12;1,8,7,19;0,26,5,18
81,325,4,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0;0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
81,329,2,27,29,0,0,3,10;0,0,3,19
81,330,2,27,33,0,10,17,17;0,8,12,14
81,331,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1;0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
81,333,2,27,41,0,17,22,11
81,336,2,9,10,0,3,3,4
81,337,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1;0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
81,338,4,1,3,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0;0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1
81,341,2,27,41,0,6,11,25
81,344,4,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0;0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
81,345,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1;0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
81,346,3,1,3,0,0,0,1,1,0,1,0,1;1,1,0,1,0,1,1,0,1
81,347,4,1,3,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0;1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
81,349,4,1,3,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81,350,2,9,10,8,3,6,1
81,352,2,27,29,0,0,0,1;0,0,1,9
81,353,2,27,29,0,0,0,25;0,0,0,26;0,0,2,0
81,354,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1;0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
81,357,4,1,3,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0;0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0
81,358,2,9,5,5,5,6,0;7,5,5,0
81,363,4,1,3,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0;0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0
81,369,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1;0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
81,374,4,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0;0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0;0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81,377,4,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0;0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
81,381,2,27,29,0,0,0,10;0,0,1,1
81,382,2,27,34,0,0,1,19;0,0,2,1
81,383,2,27,29,0,0,1,19;0,0,9,3
81,384,3,1,3,1,0,1,0,1,1,0,1,1;1,0,0,0,0,0,0,0,0
81,394,3,1,3,0,0,0,0,0,0,0,1,0;0,1,0,1,1,0,0,0,0
81,395,4,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1;0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
81,396,4,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0;0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1
81,397,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1;0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0;0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
81,398,3,1,3,0,0,0,0,0,0,0,1,0;1,0,0,0,1,0,1,0,0;0,0,0,0,0,0,0,0,1
16,1,4,1,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
16,2,2,1,16,2,1,0,8
16,3,2,1,16,0,0,0,1
16,4,4,1,16,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
16,5,4,1,16,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
16,7,2,1,8,1,4,0,1
16,8,2,1,16,2,0,0,6
16,9,2,1,16,0,0,2,4;0,0,2,12
16,10,2,1,16,2,4,0,8;8,8,8,8
16,11,2,1,8,4,0,3,1
16,12,2,1,16,0,0,6,8;0,0,8,8
16,13,2,16,6,0,0,2,1
16,14,2,16,6,0,0,2,5
16,15,2,16,6,0,0,2,9
16,16,2,1,8,2,6,2,6;3,3,5,5
16,17,2,1,8,6,0,3,2
16,18,2,1,8,4,0,0,0;0,3,0,0
16,19,2,1,8,2,3,0,0;0,6,0,0
16,20,2,1,8,1,4,0,0;3,0,0,0
16,21,2,1,8,4,0,0,0;0,0,3,0
16,22,2,1,16,12,4,6,8
16,23,2,1,8,0,2,0,1;0,2,0,3
16,24,2,1,8,4,0,0,4;1,1,1,1
16,25,2,1,8,4,6,0,4;2,5,0,4
16,26,2,1,8,0,0,7,4;4,0,6,4
16,27,2,1,8,0,4,3,2
16,67,2,8,10,0,0,0,2;0,2,0,0
16,68,2,8,10,0,0,0,2;0,0,2,1
16,69,2,8,9,0,0,0,2;0,0,2,1
16,70,2,8,8,5,6,7,0;6,0,4,2
16,71,3,1,4,0,0,0,0,0,0,1,0,2;0,0,0,1,0,0,0,2,0
16,72,3,1,4,0,0,0,0,0,0,1,2,0;0,0,0,1,0,2,0,0,2
16,73,3,1,4,0,0,0,0,0,0,3,0,2;0,0,0,1,0,0,0,2,2
16,74,3,1,4,0,0,0,0,0,0,3,0,2;0,0,0,1,0,2,0,2,0
16,75,3,1,4,0,0,0,0,0,0,3,0,2;0,0,0,1,2,0,0,2,0
16,76,3,1,4,0,0,0,0,0,0,3,0,2;0,0,0,1,2,2,0,2,2
16,77,3,1,4,0,0,0,0,0,0,3,2,0;0,0,0,1,0,2,0,2,0
16,78,3,1,4,0,0,0,0,2,2,1,2,2;0,0,0,1,0,0,0,2,0
16,79,3,1,4,0,0,0,0,2,2,1,2,2;0,0,0,1,0,2,0,2,2
16,80,3,1,4,0,0,0,0,0,2,1,0,2;0,0,0,1,2,0,0,2,2
16,81,3,1,4,2,0,0,1,0,1,2,0,2;0,0,0,0,0,3,0,0,0
16,82,3,1,4,0,0,0,0,0,3,0,0,0;0,0,0,1,0,3,2,0,0
16,83,3,1,4,0,0,0,3,0,2,2,0,2;0,0,0,3,0,3,2,0,2
16,84,4,1,4,0,1,1,0,1,1,2,1,1,1,2,1,1,0,1,1;1,1,0,1,0,2,2,0,2,0,2,2,3,1,2,3
16,85,3,1,4,0,1,1,0,2,2,0,2,2;0,1,3,0,3,3,0,3,3
16,86,3,1,4,2,3,0,0,2,0,0,2,0;2,3,1,0,2,0,0,2,0
16,87,4,1,4,3,1,1,3,3,1,1,3,1,3,3,1,3,1,1,3;0,1,1,0,0,1,1,0,2,3,3,2,0,1,1,0
16,88,3,1,4,0,0,0,0,1,1,0,1,1;2,3,3,0,2,0,0,0,2
16,89,3,1,4,0,0,0,0,0,0,0,1,0;0,0,0,2,0,0,1,0,2
16,90,3,1,4,0,0,0,0,0,0,0,1,2;0,0,0,0,2,0,1,0,2
16,91,3,1,4,0,0,0,0,0,1,1,0,2
16,92,2,1,4,0,1,1,0
16,93,2,8,8,3,2,4,0;4,0,2,2
16,94,2,8,8,1,6,4,2;2,2,4,0
16,95,2,8,8,1,6,4,2;3,2,4,0
16,96,4,1,8,0,2,6,6,2,2,6,6,0,0,0,0,2,0,0,0;0,2,6,6,0,4,4,4,0,0,0,0,0,2,6,6
16,97,4,1,8,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0;0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
16,98,2,1,8,0,0,2,4;2,0,0,2
16,99,2,1,8,6,4,0,6;2,2,2,0
16,100,4,1,4,0,0,0,0,2,0,0,0,0,2,0,0,3,2,2,0;0,0,0,0,2,0,0,0,3,2,0,0,2,1,2,0
16,101,2,1,4,1,2,0,0;3,3,0,0
16,102,2,1,4,0,0,0,1;0,1,0,0
16,103,2,1,8,2,0,0,2;2,2,0,4
16,104,2,1,4,1,0,0,0;0,0,0,1
16,105,2,1,4,0,3,1,0
16,106,2,1,4,0,1,3,3
16,107,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0;0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16,108,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0;0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
16,109,3,1,4,0,0,0,0,0,1,1,2,0
16,110,2,1,4,0,1,3,2
16,111,3,1,4,0,0,0,0,0,1,1,0,0
16,112,3,1,4,0,0,0,0,0,1,1,0,1
16,113,3,1,4,0,0,0,0,0,1,1,2,1
16,129,2,8,12,0,0,1,3;0,1,0,3
16,132,2,16,130,0,0,0,12;0,0,0,13;0,5,8,0
16,133,2,16,130,0,0,0,12;0,0,0,13;0,5,8,4
16,147,2,16,176,0,0,7,9;0,0,8,3
16,148,2,16,176,0,0,7,8;0,0,10,3
16,149,2,8,9,0,1,1,1;1,2,2,3
16,150,2,8,9,0,0,1,2;0,1,0,3
16,151,2,8,12,0,0,0,1;0,1,0,2
16,152,2,8,9,0,0,0,1;0,0,0,2;0,0,4,0
16,153,2,16,176,0,0,8,3;0,0,10,5
16,154,2,8,6,0,0,1,0;2,1,0,2
16,155,2,16,176,0,0,0,6;0,0,2,1
16,157,2,8,12,0,0,0,1;0,0,2,2
16,158,2,8,12,0,0,0,1;0,0,1,2
16,159,2,8,9,0,1,1,4;1,2,2,1
16,160,2,16,176,0,0,0,7;0,0,3,1
16,161,2,8,12,0,0,0,1;0,2,0,2
16,162,2,8,12,0,5,5,5;2,2,2,0
16,163,2,16,176,0,0,0,3;0,0,7,5
16,164,2,8,6,0,0,0,1;0,3,0,2
16,165,2,16,176,0,1,15,5;0,1,15,9
16,166,2,8,6,0,0,0,1;0,0,3,2
16,167,2,16,176,0,0,8,6;0,0,10,1
16,168,2,16,176,0,0,7,12;0,0,10,7
16,170,2,8,22,0,0,0,4;2,1,1,2
16,174,2,8,22,0,0,0,1;0,1,0,2
16,177,2,8,22,0,0,0,1;0,0,1,2
16,178,2,8,14,0,1,0,3;0,1,0,4;0,4,0,0
16,180,3,1,4,0,0,0,3,0,0,0,0,0;2,0,0,0,2,0,0,0,0;0,0,0,0,0,0,0,0,2
16,183,2,8,12,0,5,5,5;2,0,0,2
16,184,2,8,18,0,0,0,1;0,3,0,2
16,185,2,8,12,0,0,0,1;0,2,0,0
16,186,2,8,18,0,0,0,1;0,0,2,2
16,187,2,8,12,0,0,0,1;0,0,2,0
16,188,2,8,6,0,0,0,1;1,0,0,2
16,189,2,8,6,0,0,0,7;1,0,0,1
16,190,2,16,176,0,0,0,1;0,0,2,7
16,191,2,8,14,0,0,0,1;1,1,0,2
16,192,2,8,14,0,0,0,1;1,0,1,2
16,193,2,8,22,2,0,0,3
16,194,2,8,18,0,0,0,1;0,0,3,2
16,195,2,8,9,0,0,0,1;1,0,0,2
16,196,2,8,9,0,0,0,1;0,2,3,2
16,197,2,8,9,0,0,0,1;0,2,3,0
16,198,3,1,4,0,0,0,0,0,0,2,0,0;0,0,0,0,0,0,2,0,1;0,0,0,0,0,0,2,2,0
16,199,2,1,4,0,0,0,2;0,0,1,0;2,0,0,0
16,200,2,1,8,4,4,4,4;4,2,6,2
16,201,2,1,4,0,0,0,1;0,2,2,0
16,202,2,1,4,0,0,0,2;0,1,2,0
16,203,2,1,4,0,0,0,1;2,0,2,0
16,204,2,1,4,0,0,0,2;0,1,2,1
16,205,2,1,4,0,0,0,2;1,0,2,1
16,206,2,1,8,4,0,0,0;4,0,0,4;4,0,2,0
16,207,2,8,12,0,0,0,1;0,0,3,0
16,208,2,8,7,0,0,0,1;0,0,3,0
16,209,2,8,14,0,0,0,1;0,0,3,0
16,210,2,8,14,0,1,3,0
16,211,2,8,14,0,1,3,1
16,212,2,1,8,4,0,0,4;4,0,2,2;4,4,4,4
16,213,2,8,12,0,0,0,1;0,0,3,2
16,214,3,8,14,0,0,0,2,4,0,0,0,0;0,0,0,0,0,0,0,0,5
16,215,2,8,14,0,0,0,1;0,0,3,4
16,216,2,8,14,0,1,3,4
16,217,2,8,14,0,0,0,1;1,0,2,4
16,218,2,8,14,0,1,3,5
16,219,3,1,4,0,0,0,0,0,0,0,0,2;0,0,0,0,1,0,2,0,0
16,220,3,8,14,0,0,0,0,0,1,1,0,2
16,-220,2,8,22,1,1,5,6
16,221,2,8,14,0,0,0,1;0,2,4,2
16,222,2,8,14,0,0,0,1;0,0,1,2
16,223,2,8,14,0,0,0,1;0,1,0,2
16,224,2,8,14,0,0,0,1;1,0,2,0
16,225,2,8,14,0,0,0,2;0,1,1,0
16,226,2,8,14,0,0,0,3;1,0,0,1
16,227,2,8,14,0,1,1,3
16,230,2,8,6,1,0,0,0;2,0,0,0;0,0,0,4
16,231,3,1,4,2,0,0,0,0,0,0,0,0;2,0,0,0,0,0,0,1,2;0,0,0,0,0,0,0,0,2
16,232,2,8,9,0,0,0,1;0,0,3,2
16,233,3,1,4,0,0,0,3,0,0,0,0,0;2,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,2
16,234,2,8,12,0,0,1,4;1,3,2,1
