id,str
3198,3,0,0,[[0,0,7],[0,16,8],[1,23,16]],[[2,2,3],[2,3,4],[4,2,12],[4,3,12]],[[2,3],[4,12]],[],[[2,2,3],[2,3,4],[4,2,12],[4,3,12]]
7402,3,0,0,[[0,0,7],[0,16,8],[1,23,16]],[[2,2,3],[2,3,4],[4,2,12],[4,3,12]],[[2,3],[4,12]],[],[[2,2,3],[2,3,4],[4,2,12],[4,3,12]]
7451,3,0,0,[[0,0,7],[0,16,12],[1,15,4],[1,23,8]],[[2,2,3],[2,3,4],[4,2,16],[4,3,8]],[[2,3],[4,16]],[],[[2,2,3],[2,3,4],[4,2,16],[4,3,8]]
7462,3,0,0,[[0,0,7],[0,24,12],[1,23,12]],[[2,2,7],[4,2,12],[4,3,12]],[[2,7],[4,12]],[],[[2,2,7],[4,2,12],[4,3,12]
7475,3,0,0,[[0,0,3],[0,24,8],[1,15,4],[1,23,16]],[[2,2,7],[4,2,4],[4,3,20]],[[2,7],[4,4]],[],[[2,2,7],[4,2,4],[4,3,20]]
