[R81Add]
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 
26 9 44 45 16 27 21 25 5 61 62 63 1 36 39 6 40 41 42 49 14 74 75 52 15 2 13 53 54 55 3 4 64 65 66 20 59 60 24 28 29 30 80 7 8 10 11 12 31 71 72 32 33 34 35 73 77 78 50 51 17 18 19 46 47 48 79 22 23 81 57 58 67 37 38 43 68 69 70 56 76 
27 1 49 52 2 5 3 4 26 64 65 66 6 7 8 9 10 11 12 14 44 77 78 15 45 13 16 17 18 19 20 24 28 29 30 21 22 23 25 61 62 63 81 31 32 33 34 35 36 37 38 39 40 41 42 43 50 51 74 75 46 47 48 53 54 55 56 57 58 67 59 60 80 68 69 70 71 72 73 76 79 
28 33 27 50 46 61 1 57 64 49 52 67 40 2 68 10 3 4 70 5 26 65 66 74 77 53 17 7 8 76 6 59 14 15 80 9 11 12 22 44 45 81 78 13 71 20 24 73 16 18 19 37 21 25 43 23 29 30 62 63 31 32 79 36 39 56 38 34 35 51 41 42 75 47 48 58 54 55 60 69 72 
29 34 50 51 47 62 57 58 65 52 67 49 41 68 69 11 4 70 3 74 77 66 64 75 78 54 18 8 76 7 59 60 15 80 14 22 12 10 23 45 81 44 26 71 72 24 73 20 37 19 17 38 25 43 21 9 30 28 63 61 32 79 31 39 56 36 16 35 33 27 42 40 5 48 46 1 55 53 6 2 13 
30 35 51 27 48 63 58 1 66 67 49 52 42 69 2 12 70 3 4 75 78 64 65 5 26 55 19 76 7 8 60 6 80 14 15 23 10 11 9 81 44 45 77 72 13 73 20 24 38 17 18 16 43 21 25 22 28 29 61 62 79 31 32 56 36 39 37 33 34 50 40 41 74 46 47 57 53 54 59 68 71 
31 44 46 47 21 36 61 62 7 2 68 69 49 40 41 14 5 74 75 53 17 8 76 54 18 3 20 6 59 60 64 65 13 71 72 28 15 80 29 16 37 38 19 10 11 26 77 78 33 24 73 34 27 50 51 30 32 79 39 56 9 22 23 1 57 58 35 45 81 48 52 67 55 25 43 63 4 70 66 42 12 
32 45 47 48 25 39 62 63 8 68 69 2 52 41 42 15 74 75 5 54 18 76 7 55 19 4 24 59 60 6 65 66 71 72 13 29 80 14 30 37 38 16 17 11 12 77 78 26 34 73 20 35 50 51 27 28 79 31 56 36 22 23 9 57 58 1 33 81 44 46 67 49 53 43 21 61 70 3 64 40 10 
33 46 1 57 61 40 2 68 10 3 4 70 53 5 74 17 7 8 76 6 9 11 12 59 22 64 28 14 15 80 13 71 20 24 73 16 18 19 37 21 25 43 23 26 77 31 32 79 27 29 30 50 36 39 56 38 34 35 41 42 44 45 81 49 52 67 51 47 48 58 54 55 60 62 63 69 65 66 72 75 78 
34 47 57 58 62 41 68 69 11 4 70 3 54 74 75 18 8 76 7 59 22 12 10 60 23 65 29 15 80 14 71 72 24 73 20 37 19 17 38 25 43 21 9 77 78 32 79 31 50 30 28 51 39 56 36 16 35 33 42 40 45 81 44 52 67 49 27 48 46 1 55 53 6 63 61 2 66 64 13 5 26 
35 48 58 1 63 42 69 2 12 70 3 4 55 75 5 19 76 7 8 60 23 10 11 6 9 66 30 80 14 15 72 13 73 20 24 38 17 18 16 43 21 25 22 78 26 79 31 32 51 28 29 27 56 36 39 37 33 34 40 41 81 44 45 67 49 52 50 46 47 57 53 54 59 61 62 68 64 65 71 74 77 
36 49 53 54 3 7 64 65 31 13 71 72 14 10 11 44 26 77 78 17 46 32 79 18 47 20 21 9 22 23 28 29 16 37 38 61 45 81 62 2 68 69 48 33 34 27 50 51 40 25 43 41 5 74 75 63 39 56 8 76 1 57 58 6 59 60 42 52 67 55 15 80 19 4 70 66 24 73 30 12 35 
37 50 39 56 57 68 52 67 71 54 55 53 74 4 70 77 65 66 64 8 32 72 13 76 79 59 22 11 12 10 15 80 18 19 17 45 78 26 81 47 48 46 31 24 73 29 30 28 25 23 9 43 62 63 61 44 38 16 69 2 34 35 33 41 42 40 21 51 27 36 75 5 7 58 1 49 60 6 14 3 20 
38 51 56 36 58 69 67 49 72 55 53 54 75 70 3 78 66 64 65 76 79 13 71 7 31 60 23 12 10 11 80 14 19 17 18 81 26 77 44 48 46 47 32 73 20 30 28 29 43 9 22 21 63 61 62 45 16 37 2 68 35 33 34 42 40 41 25 27 50 39 5 74 8 1 57 52 6 59 15 4 24 
39 52 54 55 4 8 65 66 32 71 72 13 15 11 12 45 77 78 26 18 47 79 31 19 48 24 25 22 23 9 29 30 37 38 16 62 81 44 63 68 69 2 46 34 35 50 51 27 41 43 21 42 74 75 5 61 56 36 76 7 57 58 1 59 60 6 40 67 49 53 80 14 17 70 3 64 73 20 28 10 33 
40 53 6 59 64 10 13 71 33 20 24 73 17 26 77 46 31 32 79 9 1 34 35 22 57 28 61 44 45 81 16 37 21 25 43 2 47 48 68 3 4 70 58 27 50 36 39 56 5 62 63 74 7 8 76 69 41 42 11 12 49 52 67 14 15 80 75 54 55 60 18 19 23 65 66 72 29 30 38 78 51 
41 54 59 60 65 11 71 72 34 24 73 20 18 77 78 47 32 79 31 22 57 35 33 23 58 29 62 45 81 44 37 38 25 43 21 68 48 46 69 4 70 3 1 50 51 39 56 36 74 63 61 75 8 76 7 2 42 40 12 10 52 67 49 15 80 14 5 55 53 6 19 17 9 66 64 13 30 28 16 26 27 
42 55 60 6 66 12 72 13 35 73 20 24 19 78 26 48 79 31 32 23 58 33 34 9 1 30 63 81 44 45 38 16 43 21 25 69 46 47 2 70 3 4 57 51 27 56 36 39 75 61 62 5 76 7 8 68 40 41 10 11 67 49 52 80 14 15 74 53 54 59 17 18 22 64 65 71 28 29 37 77 50 
43 56 42 40 67 70 55 53 73 60 6 59 76 66 64 79 72 13 71 12 35 20 24 10 33 80 81 78 26 77 19 17 23 9 22 48 31 32 46 58 1 57 34 30 28 38 16 37 63 44 45 61 69 2 68 47 21 25 3 4 51 27 50 75 5 74 62 36 39 41 7 8 11 49 52 54 14 15 18 65 29 
44 21 61 62 36 49 40 41 14 5 74 75 3 53 54 20 6 59 60 64 28 15 80 65 29 7 31 13 71 72 10 11 26 77 78 33 24 73 34 27 50 51 30 17 18 9 22 23 46 32 79 47 1 57 58 35 45 81 52 67 16 37 38 2 68 69 48 25 43 63 4 70 66 39 56 42 8 76 12 55 19 
45 25 62 63 39 52 41 42 15 74 75 5 4 54 55 24 59 60 6 65 29 80 14 66 30 8 32 71 72 13 11 12 77 78 26 34 73 20 35 50 51 27 28 18 19 22 23 9 47 79 31 48 57 58 1 33 81 44 67 49 37 38 16 68 69 2 46 43 21 61 70 3 64 56 36 40 76 7 10 53 17 
46 61 2 68 40 53 5 74 17 7 8 76 64 6 59 28 14 15 80 13 16 18 19 71 37 10 33 20 24 73 26 77 31 32 79 27 29 30 50 36 39 56 38 9 22 44 45 81 1 34 35 57 49 52 67 51 47 48 54 55 21 25 43 3 4 70 58 62 63 69 65 66 72 41 42 75 11 12 78 60 23 
47 62 68 69 41 54 74 75 18 8 76 7 65 59 60 29 15 80 14 71 37 19 17 72 38 11 34 24 73 20 77 78 32 79 31 50 30 28 51 39 56 36 16 22 23 45 81 44 57 35 33 58 52 67 49 27 48 46 55 53 25 43 21 4 70 3 1 63 61 2 66 64 13 42 40 5 12 10 26 6 9 
48 63 69 2 42 55 75 5 19 76 7 8 66 60 6 30 80 14 15 72 38 17 18 13 16 12 35 73 20 24 78 26 79 31 32 51 28 29 27 56 36 39 37 23 9 81 44 45 58 33 34 1 67 49 52 50 46 47 53 54 43 21 25 70 3 4 57 61 62 68 64 65 71 40 41 74 10 11 77 59 22 
49 3 64 65 7 14 10 11 44 26 77 78 20 17 18 21 9 22 23 28 61 45 81 29 62 31 36 16 37 38 33 34 27 50 51 40 25 43 41 5 74 75 63 46 47 1 57 58 53 39 56 54 6 59 60 42 52 67 15 80 2 68 69 13 71 72 55 4 70 66 24 73 30 8 76 12 32 79 35 19 48 
50 57 52 67 68 74 4 70 77 65 66 64 59 8 76 22 11 12 10 15 45 78 26 80 81 71 37 18 19 17 24 73 29 30 28 25 23 9 43 62 63 61 44 32 79 34 35 33 39 38 16 56 41 42 40 21 51 27 75 5 47 48 46 54 55 53 36 58 1 49 60 6 14 69 2 3 72 13 20 7 31 
51 58 67 49 69 75 70 3 78 66 64 65 60 76 7 23 12 10 11 80 81 26 77 14 44 72 38 19 17 18 73 20 30 28 29 43 9 22 21 63 61 62 45 79 31 35 33 34 56 16 37 36 42 40 41 25 27 50 5 74 48 46 47 55 53 54 39 1 57 52 6 59 15 2 68 4 13 71 24 8 32 
52 4 65 66 8 15 11 12 45 77 78 26 24 18 19 25 22 23 9 29 62 81 44 30 63 32 39 37 38 16 34 35 50 51 27 41 43 21 42 74 75 5 61 47 48 57 58 1 54 56 36 55 59 60 6 40 67 49 80 14 68 69 2 71 72 13 53 70 3 64 73 20 28 76 7 10 79 31 33 17 46 
53 64 13 71 10 17 26 77 46 31 32 79 28 9 22 61 44 45 81 16 2 47 48 37 68 33 40 21 25 43 27 50 36 39 56 5 62 63 74 7 8 76 69 1 57 49 52 67 6 41 42 59 14 15 80 75 54 55 18 19 3 4 70 20 24 73 60 65 66 72 29 30 38 11 12 78 34 35 51 23 58 
54 65 71 72 11 18 77 78 47 32 79 31 29 22 23 62 45 81 44 37 68 48 46 38 69 34 41 25 43 21 50 51 39 56 36 74 63 61 75 8 76 7 2 57 58 52 67 49 59 42 40 60 15 80 14 5 55 53 19 17 4 70 3 24 73 20 6 66 64 13 30 28 16 12 10 26 35 33 27 9 1 
55 66 72 13 12 19 78 26 48 79 31 32 30 23 9 63 81 44 45 38 69 46 47 16 2 35 42 43 21 25 51 27 56 36 39 75 61 62 5 76 7 8 68 58 1 67 49 52 60 40 41 6 80 14 15 74 53 54 17 18 70 3 4 73 20 24 59 64 65 71 28 29 37 10 11 77 33 34 50 22 57 
56 67 55 53 70 76 66 64 79 72 13 71 80 12 10 81 78 26 77 19 48 31 32 17 46 73 43 23 9 22 30 28 38 16 37 63 44 45 61 69 2 68 47 35 33 51 27 50 42 21 25 40 75 5 74 62 36 39 7 8 58 1 57 60 6 59 41 49 52 54 14 15 18 3 4 65 20 24 29 11 34 
57 68 4 70 74 59 8 76 22 11 12 10 71 15 80 37 18 19 17 24 25 23 9 73 43 77 50 29 30 28 32 79 34 35 33 39 38 16 56 41 42 40 21 45 81 47 48 46 52 51 27 67 54 55 53 36 58 1 60 6 62 63 61 65 66 64 49 69 2 3 72 13 20 75 5 7 78 26 31 14 44 
58 69 70 3 75 60 76 7 23 12 10 11 72 80 14 38 19 17 18 73 43 9 22 20 21 78 51 30 28 29 79 31 35 33 34 56 16 37 36 42 40 41 25 81 44 48 46 47 67 27 50 49 55 53 54 39 1 57 6 59 63 61 62 66 64 65 52 2 68 4 13 71 24 5 74 8 26 77 32 15 45 
59 71 24 73 77 22 32 79 57 34 35 33 37 45 81 68 47 48 46 25 4 58 1 43 70 50 74 62 63 61 39 56 41 42 40 8 69 2 76 11 12 10 3 52 67 54 55 53 15 75 5 80 18 19 17 7 60 6 23 9 65 66 64 29 30 28 14 72 13 20 38 16 21 78 26 31 51 27 36 44 49 
60 72 73 20 78 23 79 31 58 35 33 34 38 81 44 69 48 46 47 43 70 1 57 21 3 51 75 63 61 62 56 36 42 40 41 76 2 68 7 12 10 11 4 67 49 55 53 54 80 5 74 14 19 17 18 8 6 59 9 22 66 64 65 30 28 29 15 13 71 24 16 37 25 26 77 32 27 50 39 45 52 
61 40 5 74 53 64 6 59 28 14 15 80 10 13 71 33 20 24 73 26 27 29 30 77 50 17 46 31 32 79 9 22 44 45 81 1 34 35 57 49 52 67 51 16 37 21 25 43 2 47 48 68 3 4 70 58 62 63 65 66 36 39 56 7 8 76 69 41 42 75 11 12 78 54 55 60 18 19 23 72 38 
62 41 74 75 54 65 59 60 29 15 80 14 11 71 72 34 24 73 20 77 50 30 28 78 51 18 47 32 79 31 22 23 45 81 44 57 35 33 58 52 67 49 27 37 38 25 43 21 68 48 46 69 4 70 3 1 63 61 66 64 39 56 36 8 76 7 2 42 40 5 12 10 26 55 53 6 19 17 9 13 16 
63 42 75 5 55 66 60 6 30 80 14 15 12 72 13 35 73 20 24 78 51 28 29 26 27 19 48 79 31 32 23 9 81 44 45 58 33 34 1 67 49 52 50 38 16 43 21 25 69 46 47 2 70 3 4 57 61 62 64 65 56 36 39 76 7 8 68 40 41 74 10 11 77 53 54 59 17 18 22 71 37 
64 10 26 77 17 28 9 22 61 44 45 81 33 16 37 40 21 25 43 27 5 62 63 50 74 46 53 36 39 56 1 57 49 52 67 6 41 42 59 14 15 80 75 2 68 3 4 70 13 54 55 71 20 24 73 60 65 66 29 30 7 8 76 31 32 79 72 11 12 78 34 35 51 18 19 23 47 48 58 38 69 
65 11 77 78 18 29 22 23 62 45 81 44 34 37 38 41 25 43 21 50 74 63 61 51 75 47 54 39 56 36 57 58 52 67 49 59 42 40 60 15 80 14 5 68 69 4 70 3 71 55 53 72 24 73 20 6 66 64 30 28 8 76 7 32 79 31 13 12 10 26 35 33 27 19 17 9 48 46 1 16 2 
66 12 78 26 19 30 23 9 63 81 44 45 35 38 16 42 43 21 25 51 75 61 62 27 5 48 55 56 36 39 58 1 67 49 52 60 40 41 6 80 14 15 74 69 2 70 3 4 72 53 54 13 73 20 24 59 64 65 28 29 76 7 8 79 31 32 71 10 11 77 33 34 50 17 18 22 46 47 57 37 68 
67 70 66 64 76 80 12 10 81 78 26 77 73 19 17 43 23 9 22 30 63 44 45 28 61 79 56 38 16 37 35 33 51 27 50 42 21 25 40 75 5 74 62 48 46 58 1 57 55 36 39 53 60 6 59 41 49 52 14 15 69 2 68 72 13 71 54 3 4 65 20 24 29 7 8 11 31 32 34 18 47 
68 74 8 76 59 71 15 80 37 18 19 17 77 24 73 50 29 30 28 32 39 38 16 79 56 22 57 34 35 33 45 81 47 48 46 52 51 27 67 54 55 53 36 25 43 62 63 61 4 58 1 70 65 66 64 49 69 2 72 13 41 42 40 11 12 10 3 75 5 7 78 26 31 60 6 14 23 9 44 20 21 
69 75 76 7 60 72 80 14 38 19 17 18 78 73 20 51 30 28 29 79 56 16 37 31 36 23 58 35 33 34 81 44 48 46 47 67 27 50 49 55 53 54 39 43 21 63 61 62 70 1 57 3 66 64 65 52 2 68 13 71 42 40 41 12 10 11 4 5 74 8 26 77 32 6 59 15 9 22 45 24 25 
70 76 12 10 80 73 19 17 43 23 9 22 79 30 28 56 38 16 37 35 42 21 25 33 40 81 67 51 27 50 48 46 58 1 57 55 36 39 53 60 6 59 41 63 61 69 2 68 66 49 52 64 72 13 71 54 3 4 20 24 75 5 74 78 26 77 65 7 8 11 31 32 34 14 15 18 44 45 47 29 62 
71 77 32 79 22 37 45 81 68 47 48 46 50 25 43 74 62 63 61 39 8 69 2 56 76 57 59 41 42 40 52 67 54 55 53 15 75 5 80 18 19 17 7 4 70 65 66 64 24 60 6 73 29 30 28 14 72 13 38 16 11 12 10 34 35 33 20 78 26 31 51 27 36 23 9 44 58 1 49 21 3 
72 78 79 31 23 38 81 44 69 48 46 47 51 43 21 75 63 61 62 56 76 2 68 36 7 58 60 42 40 41 67 49 55 53 54 80 5 74 14 19 17 18 8 70 3 66 64 65 73 6 59 20 30 28 29 15 13 71 16 37 12 10 11 35 33 34 24 26 77 32 27 50 39 9 22 45 1 57 52 25 4 
73 79 35 33 81 43 48 46 70 58 1 57 56 63 61 76 69 2 68 42 12 3 4 40 10 67 80 75 5 74 55 53 60 6 59 19 7 8 17 23 9 22 11 66 64 72 13 71 30 14 15 28 38 16 37 18 20 24 21 25 78 26 77 51 27 50 29 31 32 34 36 39 41 44 45 47 49 52 54 62 65 
74 59 15 80 71 77 24 73 50 29 30 28 22 32 79 57 34 35 33 45 52 51 27 81 67 37 68 47 48 46 25 43 62 63 61 4 58 1 70 65 66 64 49 39 56 41 42 40 8 69 2 76 11 12 10 3 75 5 78 26 54 55 53 18 19 17 7 60 6 14 23 9 44 72 13 20 38 16 21 31 36 
75 60 80 14 72 78 73 20 51 30 28 29 23 79 31 58 35 33 34 81 67 27 50 44 49 38 69 48 46 47 43 21 63 61 62 70 1 57 3 66 64 65 52 56 36 42 40 41 76 2 68 7 12 10 11 4 5 74 26 77 55 53 54 19 17 18 8 6 59 15 9 22 45 13 71 24 16 37 25 32 39 
76 80 19 17 73 79 30 28 56 38 16 37 81 35 33 67 51 27 50 48 55 36 39 46 53 43 70 58 1 57 63 61 69 2 68 66 49 52 64 72 13 71 54 42 40 75 5 74 12 3 4 10 78 26 77 65 7 8 31 32 60 6 59 23 9 22 11 14 15 18 44 45 47 20 24 29 21 25 62 34 41 
77 22 45 81 37 50 25 43 74 62 63 61 57 39 56 59 41 42 40 52 15 75 5 67 80 68 71 54 55 53 4 70 65 66 64 24 60 6 73 29 30 28 14 8 76 11 12 10 32 72 13 79 34 35 33 20 78 26 51 27 18 19 17 47 48 46 31 23 9 44 58 1 49 38 16 21 69 2 3 36 7 
78 23 81 44 38 51 43 21 75 63 61 62 58 56 36 60 42 40 41 67 80 5 74 49 14 69 72 55 53 54 70 3 66 64 65 73 6 59 20 30 28 29 15 76 7 12 10 11 79 13 71 31 35 33 34 24 26 77 27 50 19 17 18 48 46 47 32 9 22 45 1 57 52 16 37 25 2 68 4 39 8 
79 81 48 46 43 56 63 61 76 69 2 68 67 42 40 80 75 5 74 55 19 7 8 53 17 70 73 60 6 59 66 64 72 13 71 30 14 15 28 38 16 37 18 12 10 78 26 77 35 20 24 33 51 27 50 29 31 32 36 39 23 9 22 58 1 57 34 44 45 47 49 52 54 21 25 62 3 4 65 41 11 
80 73 30 28 79 81 35 33 67 51 27 50 43 48 46 70 58 1 57 63 66 49 52 61 64 56 76 69 2 68 42 40 75 5 74 12 3 4 10 78 26 77 65 55 53 60 6 59 19 7 8 17 23 9 22 11 14 15 44 45 72 13 71 38 16 37 18 20 24 29 21 25 62 31 32 34 36 39 41 47 54 
81 43 63 61 56 67 42 40 80 75 5 74 70 55 53 73 60 6 59 66 30 14 15 64 28 76 79 72 13 71 12 10 78 26 77 35 20 24 33 51 27 50 29 19 17 23 9 22 48 31 32 46 58 1 57 34 44 45 49 52 38 16 37 69 2 68 47 21 25 62 3 4 65 36 39 41 7 8 11 54 18 
[R81Mul]
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 6 1 1 1 6 1 1 9 6 1 1 6 1 1 9 6 1 6 6 9 6 1 1 1 1 9 6 1 6 1 9 6 1 6 9 6 1 9 6 1 9 6 1 9 6 1 6 9 6 1 9 6 1 9 9 6 9 6 9 6 1 9 6 1 9 9 6 9 9 6 9 9 6 9 9 6 9 9 9 
1 6 9 9 9 1 1 1 1 6 6 6 6 6 6 6 9 9 9 9 9 1 1 9 9 9 9 1 1 1 1 1 6 6 6 1 6 6 1 6 6 6 9 6 6 9 9 9 6 9 9 6 9 9 9 1 1 1 1 1 1 1 1 1 1 1 6 6 6 9 6 6 9 9 9 1 9 9 1 6 6 
