id,str
1,[1]
2,[2]
3,[3]
4,[1]
5,[1]
6,[3,10]
7,[3,9]
8,[1,2,5]
9,[1,4]
10,[2,4]
11,[3,6]
12,[1,4]
13,[1,6]
14,[2,6]
15,[1,6]
16,[1,4]
17,[1,2,5]
18,[1,4]
19,[2,4]
20,[3,7]
21,[1,4]
22,[1,2,5]
23,[3,8]
24,[2,4]
25,[2,4]
26,[1,4]
27,[1,2,5]
28,[1,4]
29,[1,4]
30,[2,4]
31,[1,4]
32,[3,9]
33,[1,4]
34,[2,4]
38,[8]
39,[9]
40,[4]
41,[4]
42,[4]
43,[4]
44,[4]
45,[2,4]
46,[2,4]
47,[4]
48,[4,5]
49,[4]
50,[9]
52,[9]
53,[4]
54,[4]
55,[4]
56,[1,4]
57,[4]
58,[4]
59,[4]
60,[2,4]
61,[4]
62,[4]
63,[4]
64,[4]
65,[4]
66,[4]
67,[2,4]
68,[4]
69,[2,4]
70,[4]
71,[1,4]
72,[4]
73,[1,4]
74,[4]
75,[2,4]
76,[4]
77,[4]
78,[4]
79,[4]
80,[4]
81,[4]
82,[1,4]
83,[1,4]
84,[1,4]
85,[2,4]
86,[4]
87,[2,4]
88,[4]
89,[4]
90,[4]
91,[1,2,5]
92,[3,9]
93,[4]
94,[4]
95,[4]
96,[1,2,4]
97,[1,4]
98,[2,4]
99,[4]
100,[1,4]
101,[3,7]
102,[3,8]
103,[2,4]
104,[3,10]
52,[9]
106,[11]
107,[1,4]
108,[2,4]
109,[5]
110,[3,9]
111,[1,2,5]
112,[1,3,6]
113,[2,3,6]
91,[1,2,5]
92,[3,9]
116,[4]
97,[1,4]
118,[4]
119,[9]
120,[4,5]
121,[4,5]
122,[4,5]
123,[9]
124,[9]
125,[4]
126,[4]
127,[4]
128,[4]
129,[4]
130,[4]
131,[4]
132,[4]
133,[4]
134,[4,5]
135,[4]
136,[4,5]
137,[4]
138,[4]
139,[4]
140,[4]
141,[4]
142,[4]
143,[4]
144,[4]
145,[4]
146,[4]
147,[4]
148,[4]
149,[4]
150,[4]
151,[4]
152,[4]
153,[4]
154,[4]
155,[4]
156,[4]
157,[4]
158,[4]
159,[4]
160,[4]
161,[4]
162,[4]
163,[4]
164,[4]
165,[4]
166,[4]
167,[4]
168,[4]
169,[7,8]
170,[9]
171,[4]
172,[4]
173,[4]
174,[8,9]
175,[4]
176,[4]
177,[7,9]
178,[3,8]
179,[9]
180,[4]
181,[4,5]
182,[4]
183,[4,5]
184,[4,5]
185,[4]
186,[4,5]
187,[4]
188,[4,5]
189,[4,5]
190,[4]
191,[3,10]
192,[3,10]
193,[3,9]
194,[2,4]
195,[4,5]
196,[1,4]
197,[1,4]
198,[3,7]
199,[4]
200,[1,2,4,5]
201,[3,7,8]
202,[4,5]
203,[3,6,7]
204,[3,6,8]
205,[3,9]
206,[1,4]
207,[1,4,5]
208,[1,4,6]
209,[1,6,7]
210,[1,6,9]
211,[1,11]
212,[2,4]
213,[2,4,5]
214,[2,4,6]
215,[2,6,7]
216,[2,6,9]
217,[2,6,10]
218,[2,11]
219,[3,4,6]
220,[3,5,6]
221,[3,6,10]
222,[3,7,10]
223,[3,8,10]
224,[1,6,10]
225,[3,9,10]
226,[3,10]
227,[3,11]
228,[4]
229,[5]
230,[4]
231,[4]
232,[1,4]
233,[4]
234,[1,4]
235,[4]
236,[4]
237,[6,9]
238,[4,5]
239,[4,6]
240,[4,6]
241,[4,6]
242,[4,6]
243,[4,6]
244,[4,6]
245,[3,8,10]
246,[4,6]
247,[3,7,10]
248,[9,10]
249,[1,2,5,6]
250,[5,6]
251,[3,6,9]
252,[4]
253,[4,6]
254,[3,9,10]
255,[1,6,8]
256,[2,6,8]
257,[4,5]
258,[4,5]
259,[4,5]
260,[1,2,5]
261,[4]
262,[4]
263,[2,4]
264,[1,4]
265,[3,7,9]
266,[3,8,9]
267,[2,4]
268,[2,4]
269,[1,4]
270,[1,4]
271,[4]
272,[4]
273,[7,8]
274,[4,5]
275,[4]
276,[4]
277,[4,5]
278,[7]
279,[7,8]
280,[8,9]
281,[7,9]
282,[4]
283,[4]
284,[9,10]
285,[6,8]
286,[4]
287,[4,5]
288,[4]
289,[8,9]
290,[4]
291,[4]
292,[4,5]
293,[9]
294,[4]
295,[10]
296,[8,9]
297,[10]
298,[7,10]
299,[9]
300,[]
301,[4]
302,[9,11]
303,[4,5]
304,[4,5]
305,[4,6]
306,[4,5,6]
307,[4,6,10]
308,[4,6,7]
309,[5,6,7]
