id,str
1405,3,0,0,[[0,0,80],[0,162,54],[1,161,108]],[[3,2,8],[9,2,72],[27,2,54],[27,3,108]],[[3,8],[9,72],[27,54]],[],[[3,2,8],[9,2,72],[27,2,54],[27,3,108]]
3212,3,0,0,[[0,0,26],[0,162,54],[1,215,162]],[[3,2,26],[9,2,54],[9,3,162]],[[3,26],[9,54]],[],[[3,2,26],[9,2,54],[9,3,162]]
3234,3,0,0,[[0,0,80],[0,216,18],[1,215,144]],[[3,2,26],[9,2,72],[9,3,144]],[[3,26],[9,72]],[],[[3,2,26],[9,2,72],[9,3,144]]
3262,3,0,0,[[0,0,80],[0,162,54],[1,161,108]],[[3,2,26],[9,2,108],[9,3,108]],[[3,26],[9,108]],[],[[3,2,26],[9,2,108],[9,3,108]]
3263,3,0,0,[[0,0,80],[0,162,54],[1,161,108]],[[3,2,26],[9,2,108],[9,3,108]],[[3,26],[9,108]],[],[[3,2,26],[9,2,108],[9,3,108]]
3981,3,0,0,[[0,0,26],[0,162,54],[1,215,162]],[[3,2,26],[9,2,54],[9,3,162]],[[3,26],[9,54]],[],[[3,2,26],[9,2,54],[9,3,162]]
7399,3,0,0,[[0,0,26],[0,162,54],[1,161,54],[1,215,108]],[[3,2,26],[9,2,54],[9,3,162]],[[3,26],[9,54]],[],[[3,2,26],[9,2,54],[9,3,162]]
7400,3,0,0,[[0,0,26],[0,162,54],[1,215,162]],[[3,2,26],[9,2,54],[9,3,162]],[[3,26],[9,54]],[],[[3,2,26],[9,2,54],[9,3,162]]
