[R81Add]
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 
12 19 23 8 31 35 38 42 15 43 21 25 48 51 55 32 56 36 39 58 60 40 41 1 5 63 65 2 66 3 4 69 70 49 52 72 53 54 13 73 20 24 59 75 6 76 7 9 78 67 68 26 79 27 28 71 10 11 29 30 80 14 16 17 18 22 81 44 45 77 46 47 57 33 34 37 61 62 64 50 74 
13 26 27 28 15 8 44 2 45 46 47 48 32 21 6 25 61 62 63 36 7 64 65 39 9 1 49 52 53 54 55 5 40 41 42 14 74 75 16 17 18 19 76 3 4 67 68 69 20 59 60 24 33 34 35 80 71 72 37 38 10 11 12 77 78 79 29 30 31 73 50 51 56 22 23 81 57 58 70 43 66 
14 20 33 34 44 27 29 49 30 6 50 51 21 46 3 47 5 57 58 61 67 16 70 62 68 36 40 41 26 74 75 7 13 64 65 10 24 66 11 32 77 78 35 53 54 8 59 60 17 28 76 18 1 22 23 31 45 80 52 81 15 71 72 25 73 63 2 37 38 48 4 43 69 39 79 42 9 56 12 55 19 
15 32 36 39 2 1 49 13 52 53 54 55 6 3 26 4 67 68 69 7 27 71 72 9 28 5 14 16 17 18 19 8 10 11 12 44 77 78 45 46 47 48 79 20 24 33 34 35 21 22 23 25 61 62 63 81 37 38 64 65 29 30 31 50 51 56 40 41 42 43 74 75 76 57 58 70 59 60 80 66 73 
16 24 34 35 45 28 30 52 31 50 51 32 25 47 4 48 57 58 1 62 68 70 49 63 69 39 41 42 74 75 6 9 64 65 2 11 66 3 12 77 78 26 67 54 55 59 60 5 18 76 7 19 22 23 8 10 80 14 81 44 71 72 13 73 20 33 37 38 15 17 43 21 61 79 27 29 56 36 40 46 53 
17 33 2 37 46 29 6 53 50 7 9 56 61 5 67 57 14 16 70 13 15 18 19 64 71 40 26 74 27 28 76 10 20 24 66 32 34 35 77 36 39 79 38 8 59 44 45 80 1 30 31 22 49 52 81 51 47 48 54 55 21 25 73 62 63 65 3 4 43 58 68 69 72 41 42 75 11 12 78 60 23 
18 34 37 38 47 30 50 54 51 9 56 36 62 57 68 58 16 70 49 64 71 19 53 65 72 41 74 75 28 76 7 11 24 66 3 77 35 67 78 39 79 27 15 59 60 45 80 14 22 31 10 23 52 81 44 32 48 17 55 46 25 73 20 63 33 2 4 43 21 1 69 61 13 42 29 6 12 40 26 5 8 
19 35 38 15 48 31 51 55 32 56 36 39 63 58 69 1 70 49 52 65 72 53 54 2 13 42 75 6 76 7 9 12 66 3 4 78 67 68 26 79 27 28 71 60 5 80 14 16 23 10 11 8 81 44 45 77 17 18 46 47 73 20 24 33 34 37 43 21 25 22 61 62 64 29 30 50 40 41 74 57 59 
20 27 29 30 21 44 46 3 47 5 57 58 36 61 7 62 13 64 65 40 10 24 66 41 11 49 53 54 8 59 60 14 26 74 75 17 28 76 18 1 22 23 31 67 68 15 71 72 33 45 80 34 2 37 38 48 25 73 4 43 32 77 78 39 79 42 6 50 51 63 9 56 12 52 81 55 16 70 19 69 35 
21 36 40 41 3 49 53 20 54 8 59 60 7 67 27 68 15 71 72 10 29 25 73 11 30 14 17 18 1 22 23 44 32 77 78 46 39 79 47 5 57 58 42 33 34 2 37 38 61 52 81 62 13 64 65 55 4 43 24 66 6 50 51 9 56 12 26 74 75 69 28 76 31 16 70 19 45 80 48 35 63 
22 37 4 43 57 50 9 59 56 11 12 40 64 16 71 70 18 19 53 24 25 23 8 66 73 74 28 76 30 31 10 77 34 35 67 39 38 15 79 41 42 29 21 45 80 47 48 17 52 51 32 81 54 55 46 36 58 1 60 5 62 63 33 65 2 3 68 69 61 49 72 13 20 75 6 7 78 26 27 14 44 
23 38 43 21 58 51 56 60 36 12 40 41 65 70 72 49 19 53 54 66 73 8 59 3 20 75 76 7 31 10 11 78 35 67 68 79 15 71 27 42 29 30 25 80 14 48 17 18 81 32 77 44 55 46 47 39 1 22 5 57 63 33 34 2 37 4 69 61 62 52 13 64 24 6 50 9 26 74 28 16 45 
24 28 30 31 25 45 47 4 48 57 58 1 39 62 9 63 64 65 2 41 11 66 3 42 12 52 54 55 59 60 5 16 74 75 6 18 76 7 19 22 23 8 10 68 69 71 72 13 34 80 14 35 37 38 15 17 73 20 43 21 77 78 26 79 27 29 50 51 32 33 56 36 40 81 44 46 70 49 53 61 67 
25 39 41 42 4 52 54 24 55 59 60 5 9 68 28 69 71 72 13 11 30 73 20 12 31 16 18 19 22 23 8 45 77 78 26 47 79 27 48 57 58 1 29 34 35 37 38 15 62 81 44 63 64 65 2 46 43 21 66 3 50 51 32 56 36 40 74 75 6 61 76 7 10 70 49 53 80 14 17 67 33 
26 8 44 45 32 15 21 6 25 61 62 63 1 36 5 39 40 41 42 49 14 74 75 52 16 2 3 4 67 68 69 13 53 54 55 20 59 60 24 33 34 35 80 7 9 10 11 12 27 71 72 28 29 30 31 73 77 78 50 51 17 18 19 22 23 81 46 47 48 79 57 58 70 37 38 43 64 65 66 56 76 
27 44 46 47 36 21 61 7 62 13 64 65 49 40 14 41 26 74 75 53 17 28 76 54 18 3 67 68 15 71 72 20 8 59 60 33 45 80 34 2 37 38 48 10 11 32 77 78 29 25 73 30 6 50 51 63 39 79 9 56 1 22 23 52 81 55 5 57 58 42 16 70 19 4 43 69 24 66 35 12 31 
28 45 47 48 39 25 62 9 63 64 65 2 52 41 16 42 74 75 6 54 18 76 7 55 19 4 68 69 71 72 13 24 59 60 5 34 80 14 35 37 38 15 17 11 12 77 78 26 30 73 20 31 50 51 32 33 79 27 56 36 22 23 8 81 44 46 57 58 1 29 70 49 53 43 21 61 66 3 67 40 10 
29 46 5 57 40 61 13 10 64 20 24 66 53 26 17 74 27 28 76 8 1 30 31 59 22 67 15 71 21 25 73 33 44 45 80 2 47 48 37 3 4 43 58 32 77 36 39 79 6 62 63 50 7 9 56 65 41 42 11 12 49 52 81 54 55 60 14 16 70 75 18 19 23 68 69 72 34 35 38 78 51 
30 47 57 58 41 62 64 11 65 24 66 3 54 74 18 75 28 76 7 59 22 31 10 60 23 68 71 72 25 73 20 34 45 80 14 37 48 17 38 4 43 21 1 77 78 39 79 27 50 63 33 51 9 56 36 2 42 29 12 40 52 81 44 55 46 5 16 70 49 6 19 53 8 69 61 13 35 67 15 26 32 
31 48 58 1 42 63 65 12 2 66 3 4 55 75 19 6 76 7 9 60 23 10 11 5 8 69 72 13 73 20 24 35 80 14 16 38 17 18 15 43 21 25 22 78 26 79 27 28 51 33 34 32 56 36 39 37 29 30 40 41 81 44 45 46 47 57 70 49 52 50 53 54 59 61 62 64 67 68 71 74 77 
32 1 49 52 6 2 3 26 4 67 68 69 5 7 8 9 10 11 12 14 44 77 78 16 45 13 20 24 33 34 35 15 17 18 19 21 22 23 25 61 62 63 81 27 28 29 30 31 36 37 38 39 40 41 42 43 50 51 74 75 46 47 48 57 58 70 53 54 55 56 59 60 80 64 65 66 71 72 73 76 79 
33 29 6 50 61 46 5 67 57 14 16 70 40 13 10 64 20 24 66 26 32 34 35 74 77 53 8 59 44 45 80 17 27 28 76 1 30 31 22 49 52 81 51 15 71 21 25 73 2 47 48 37 3 4 43 58 62 63 68 69 36 39 79 41 42 75 7 9 56 65 11 12 78 54 55 60 18 19 23 72 38 
34 30 50 51 62 47 57 68 58 16 70 49 41 64 11 65 24 66 3 74 77 35 67 75 78 54 59 60 45 80 14 18 28 76 7 22 31 10 23 52 81 44 32 71 72 25 73 20 37 48 17 38 4 43 21 1 63 33 69 61 39 79 27 42 29 6 9 56 36 2 12 40 26 55 46 5 19 53 8 13 15 
35 31 51 32 63 48 58 69 1 70 49 52 42 65 12 2 66 3 4 75 78 67 68 6 26 55 60 5 80 14 16 19 76 7 9 23 10 11 8 81 44 45 77 72 13 73 20 24 38 17 18 15 43 21 25 22 33 34 61 62 79 27 28 29 30 50 56 36 39 37 40 41 74 46 47 57 53 54 59 64 71 
36 49 53 54 7 3 67 27 68 15 71 72 14 10 44 11 32 77 78 17 46 39 79 18 47 20 33 34 2 37 38 21 1 22 23 61 52 81 62 13 64 65 55 29 30 6 50 51 40 4 43 41 26 74 75 69 9 56 28 76 5 57 58 16 70 19 8 59 60 12 45 80 48 24 66 35 25 73 63 31 42 
37 50 9 56 64 57 16 71 70 18 19 53 74 24 77 66 34 35 67 28 39 38 15 76 79 59 45 80 47 48 17 22 30 31 10 52 51 32 81 54 55 46 36 25 73 62 63 33 4 58 1 43 68 69 61 49 65 2 72 13 41 42 29 75 6 7 11 12 40 3 78 26 27 60 5 14 23 8 44 20 21 
38 51 56 36 65 58 70 72 49 19 53 54 75 66 78 3 35 67 68 76 79 15 71 7 27 60 80 14 48 17 18 23 31 10 11 81 32 77 44 55 46 47 39 73 20 63 33 34 43 1 22 21 69 61 62 52 2 37 13 64 42 29 30 6 50 9 12 40 41 4 26 74 28 5 57 16 8 59 45 24 25 
39 52 54 55 9 4 68 28 69 71 72 13 16 11 45 12 77 78 26 18 47 79 27 19 48 24 34 35 37 38 15 25 22 23 8 62 81 44 63 64 65 2 46 30 31 50 51 32 41 43 21 42 74 75 6 61 56 36 76 7 57 58 1 70 49 53 59 60 5 40 80 14 17 66 3 67 73 20 33 10 29 
40 53 8 59 10 67 15 29 71 21 25 73 17 32 46 77 36 39 79 1 5 41 42 22 57 33 2 37 3 4 43 61 49 52 81 13 54 55 64 20 24 66 60 6 50 7 9 56 26 68 69 74 27 28 76 72 11 12 30 31 14 16 70 18 19 23 44 45 80 78 47 48 58 34 35 38 62 63 65 51 75 
41 54 59 60 11 68 71 30 72 25 73 20 18 77 47 78 39 79 27 22 57 42 29 23 58 34 37 38 4 43 21 62 52 81 44 64 55 46 65 24 66 3 5 50 51 9 56 36 74 69 61 75 28 76 7 13 12 40 31 10 16 70 49 19 53 8 45 80 14 26 48 17 1 35 67 15 63 33 2 32 6 
42 55 60 5 12 69 72 31 13 73 20 24 19 78 48 26 79 27 28 23 58 29 30 8 1 35 38 15 43 21 25 63 81 44 45 65 46 47 2 66 3 4 57 51 32 56 36 39 75 61 62 6 76 7 9 64 40 41 10 11 70 49 52 53 54 59 80 14 16 74 17 18 22 67 68 71 33 34 37 77 50 
43 56 12 40 66 70 19 73 53 23 8 59 76 35 79 67 38 15 71 31 42 21 25 10 29 80 48 17 58 1 22 81 51 32 77 55 36 39 46 60 5 57 41 63 33 65 2 37 69 49 52 61 72 13 64 54 3 4 20 24 75 6 50 7 9 11 78 26 74 68 27 28 30 14 16 18 44 45 47 34 62 
44 21 61 62 49 36 40 14 41 26 74 75 3 53 20 54 8 59 60 67 33 45 80 68 34 7 10 11 32 77 78 27 15 71 72 29 25 73 30 6 50 51 63 17 18 1 22 23 46 39 79 47 5 57 58 42 52 81 16 70 2 37 38 4 43 69 13 64 65 55 24 66 35 9 56 12 28 76 31 19 48 
45 25 62 63 52 39 41 16 42 74 75 6 4 54 24 55 59 60 5 68 34 80 14 69 35 9 11 12 77 78 26 28 71 72 13 30 73 20 31 50 51 32 33 18 19 22 23 8 47 79 27 48 57 58 1 29 81 44 70 49 37 38 15 43 21 61 64 65 2 46 66 3 67 56 36 40 76 7 10 53 17 
46 61 13 64 53 40 26 17 74 27 28 76 67 8 33 59 44 45 80 15 2 47 48 71 37 10 32 77 36 39 79 29 21 25 73 6 62 63 50 7 9 56 65 1 22 49 52 81 5 41 42 57 14 16 70 75 54 55 18 19 3 4 43 68 69 72 20 24 66 60 34 35 38 11 12 78 30 31 51 23 58 
47 62 64 65 54 41 74 18 75 28 76 7 68 59 34 60 45 80 14 71 37 48 17 72 38 11 77 78 39 79 27 30 25 73 20 50 63 33 51 9 56 36 2 22 23 52 81 44 57 42 29 58 16 70 49 6 55 46 19 53 4 43 21 69 61 13 24 66 3 5 35 67 15 12 40 26 31 10 32 8 1 
48 63 65 2 55 42 75 19 6 76 7 9 69 60 35 5 80 14 16 72 38 17 18 13 15 12 78 26 79 27 28 31 73 20 24 51 33 34 32 56 36 39 37 23 8 81 44 45 58 29 30 1 70 49 52 50 46 47 53 54 43 21 25 61 62 64 66 3 4 57 67 68 71 40 41 74 10 11 77 59 22 
49 3 67 68 14 7 10 44 11 32 77 78 20 17 21 18 1 22 23 33 61 52 81 34 62 27 29 30 6 50 51 36 2 37 38 40 4 43 41 26 74 75 69 46 47 5 57 58 53 9 56 54 8 59 60 12 16 70 45 80 13 64 65 24 66 35 15 71 72 19 25 73 63 28 76 31 39 79 42 48 55 
50 57 16 70 74 64 24 77 66 34 35 67 59 28 22 76 30 31 10 45 52 51 32 80 81 71 25 73 62 63 33 37 47 48 17 4 58 1 43 68 69 61 49 39 79 41 42 29 9 65 2 56 11 12 40 3 75 6 78 26 54 55 46 60 5 14 18 19 53 7 23 8 44 72 13 20 38 15 21 27 36 
51 58 70 49 75 65 66 78 3 35 67 68 60 76 23 7 31 10 11 80 81 32 77 14 44 72 73 20 63 33 34 38 48 17 18 43 1 22 21 69 61 62 52 79 27 42 29 30 56 2 37 36 12 40 41 4 6 50 26 74 55 46 47 5 57 16 19 53 54 9 8 59 45 13 64 24 15 71 25 28 39 
52 4 68 69 16 9 11 45 12 77 78 26 24 18 25 19 22 23 8 34 62 81 44 35 63 28 30 31 50 51 32 39 37 38 15 41 43 21 42 74 75 6 61 47 48 57 58 1 54 56 36 55 59 60 5 40 70 49 80 14 64 65 2 66 3 67 71 72 13 53 73 20 33 76 7 10 79 27 29 17 46 
53 67 15 71 17 10 32 46 77 36 39 79 33 1 61 22 49 52 81 2 13 54 55 37 64 29 6 50 7 9 56 40 3 4 43 26 68 69 74 27 28 76 72 5 57 14 16 70 8 11 12 59 44 45 80 78 18 19 47 48 20 24 66 34 35 38 21 25 73 23 62 63 65 30 31 51 41 42 75 58 60 
54 68 71 72 18 11 77 47 78 39 79 27 34 22 62 23 52 81 44 37 64 55 46 38 65 30 50 51 9 56 36 41 4 43 21 74 69 61 75 28 76 7 13 57 58 16 70 49 59 12 40 60 45 80 14 26 19 53 48 17 24 66 3 35 67 15 25 73 20 8 63 33 2 31 10 32 42 29 6 1 5 
55 69 72 13 19 12 78 48 26 79 27 28 35 23 63 8 81 44 45 38 65 46 47 15 2 31 51 32 56 36 39 42 43 21 25 75 61 62 6 76 7 9 64 58 1 70 49 52 60 40 41 5 80 14 16 74 53 54 17 18 66 3 4 67 68 71 73 20 24 59 33 34 37 10 11 77 29 30 50 22 57 
56 70 19 53 76 66 35 79 67 38 15 71 80 31 81 10 51 32 77 48 55 36 39 17 46 73 63 33 65 2 37 43 58 1 22 69 49 52 61 72 13 64 54 42 29 75 6 50 12 3 4 40 78 26 74 68 7 9 27 28 60 5 57 14 16 18 23 8 59 11 44 45 47 20 24 34 21 25 62 30 41 
57 64 24 66 59 74 28 22 76 30 31 10 71 45 37 80 47 48 17 25 4 58 1 73 43 77 39 79 41 42 29 50 62 63 33 9 65 2 56 11 12 40 3 52 81 54 55 46 16 75 6 70 18 19 53 7 60 5 23 8 68 69 61 72 13 20 34 35 67 14 38 15 21 78 26 27 51 32 36 44 49 
58 65 66 3 60 75 76 23 7 31 10 11 72 80 38 14 48 17 18 73 43 1 22 20 21 78 79 27 42 29 30 51 63 33 34 56 2 37 36 12 40 41 4 81 44 55 46 47 70 6 50 49 19 53 54 9 5 57 8 59 69 61 62 13 64 24 35 67 68 16 15 71 25 26 74 28 32 77 39 45 52 
59 71 25 73 22 77 39 57 79 41 42 29 37 52 64 81 54 55 46 4 24 60 5 43 66 50 9 56 11 12 40 74 68 69 61 28 72 13 76 30 31 10 20 16 70 18 19 53 45 78 26 80 47 48 17 27 23 8 58 1 34 35 67 38 15 21 62 63 33 44 65 2 3 51 32 36 75 6 7 49 14 
60 72 73 20 23 78 79 58 27 42 29 30 38 81 65 44 55 46 47 43 66 5 57 21 3 51 56 36 12 40 41 75 69 61 62 76 13 64 7 31 10 11 24 70 49 19 53 54 80 26 74 14 48 17 18 28 8 59 1 22 35 67 68 15 71 25 63 33 34 45 2 37 4 32 77 39 6 50 9 52 16 
61 40 26 74 67 53 8 33 59 44 45 80 10 15 29 71 21 25 73 32 6 62 63 77 50 17 1 22 49 52 81 46 36 39 79 5 41 42 57 14 16 70 75 2 37 3 4 43 13 54 55 64 20 24 66 60 68 69 34 35 7 9 56 11 12 78 27 28 76 72 30 31 51 18 19 23 47 48 58 38 65 
62 41 74 75 68 54 59 34 60 45 80 14 11 71 30 72 25 73 20 77 50 63 33 78 51 18 22 23 52 81 44 47 39 79 27 57 42 29 58 16 70 49 6 37 38 4 43 21 64 55 46 65 24 66 3 5 69 61 35 67 9 56 36 12 40 26 28 76 7 13 31 10 32 19 53 8 48 17 1 15 2 
63 42 75 6 69 55 60 35 5 80 14 16 12 72 31 13 73 20 24 78 51 33 34 26 32 19 23 8 81 44 45 48 79 27 28 58 29 30 1 70 49 52 50 38 15 43 21 25 65 46 47 2 66 3 4 57 61 62 67 68 56 36 39 40 41 74 76 7 9 64 10 11 77 53 54 59 17 18 22 71 37 
64 74 28 76 71 59 45 37 80 47 48 17 77 25 50 73 62 63 33 39 9 65 2 79 56 22 52 81 54 55 46 57 41 42 29 16 75 6 70 18 19 53 7 4 43 68 69 61 24 60 5 66 34 35 67 14 72 13 38 15 11 12 40 78 26 27 30 31 10 20 51 32 36 23 8 44 58 1 49 21 3 
65 75 76 7 72 60 80 38 14 48 17 18 78 73 51 20 63 33 34 79 56 2 37 27 36 23 81 44 55 46 47 58 42 29 30 70 6 50 49 19 53 54 9 43 21 69 61 62 66 5 57 3 35 67 68 16 13 64 15 71 12 40 41 26 74 28 31 10 11 24 32 77 39 8 59 45 1 22 52 25 4 
66 76 31 10 73 80 48 43 17 58 1 22 79 63 56 33 65 2 37 42 12 3 4 29 40 81 55 46 60 5 57 70 75 6 50 19 7 9 53 23 8 59 11 69 61 72 13 64 35 14 16 67 38 15 71 18 20 24 21 25 78 26 74 27 28 30 51 32 77 34 36 39 41 44 45 47 49 52 54 62 68 
67 10 32 77 33 17 1 61 22 49 52 81 29 2 40 37 3 4 43 6 26 68 69 50 74 46 5 57 14 16 70 53 7 9 56 8 11 12 59 44 45 80 78 13 64 20 24 66 15 18 19 71 21 25 73 23 34 35 62 63 27 28 76 30 31 51 36 39 79 38 41 42 75 47 48 58 54 55 60 65 72 
68 11 77 78 34 18 22 62 23 52 81 44 30 37 41 38 4 43 21 50 74 69 61 51 75 47 57 58 16 70 49 54 9 56 36 59 12 40 60 45 80 14 26 64 65 24 66 3 71 19 53 72 25 73 20 8 35 67 63 33 28 76 7 31 10 32 39 79 27 15 42 29 6 48 17 1 55 46 5 2 13 
69 12 78 26 35 19 23 63 8 81 44 45 31 38 42 15 43 21 25 51 75 61 62 32 6 48 58 1 70 49 52 55 56 36 39 60 40 41 5 80 14 16 74 65 2 66 3 4 72 53 54 13 73 20 24 59 67 68 33 34 76 7 9 10 11 77 79 27 28 71 29 30 50 17 18 22 46 47 57 37 64 
70 66 35 67 80 76 31 81 10 51 32 77 73 48 43 17 58 1 22 63 69 49 52 33 61 79 42 29 75 6 50 56 65 2 37 12 3 4 40 78 26 74 68 55 46 60 5 57 19 7 9 53 23 8 59 11 14 16 44 45 72 13 64 20 24 34 38 15 71 18 21 25 62 27 28 30 36 39 41 47 54 
71 77 39 79 37 22 52 64 81 54 55 46 50 4 74 43 68 69 61 9 28 72 13 56 76 57 16 70 18 19 53 59 11 12 40 45 78 26 80 47 48 17 27 24 66 34 35 67 25 23 8 73 62 63 33 44 38 15 65 2 30 31 10 51 32 36 41 42 29 21 75 6 7 58 1 49 60 5 14 3 20 
72 78 79 27 38 23 81 65 44 55 46 47 51 43 75 21 69 61 62 56 76 13 64 36 7 58 70 49 19 53 54 60 12 40 41 80 26 74 14 48 17 18 28 66 3 35 67 68 73 8 59 20 63 33 34 45 15 71 2 37 31 10 11 32 77 39 42 29 30 25 6 50 9 1 22 52 5 57 16 4 24 
73 79 42 29 43 81 55 66 46 60 5 57 56 69 76 61 72 13 64 12 31 20 24 40 10 70 19 53 23 8 59 80 78 26 74 48 27 28 17 58 1 22 30 35 67 38 15 71 63 44 45 33 65 2 37 47 21 25 3 4 51 32 77 36 39 41 75 6 50 62 7 9 11 49 52 54 14 16 18 68 34 
74 59 45 80 77 71 25 50 73 62 63 33 22 39 57 79 41 42 29 52 16 75 6 81 70 37 4 43 68 69 61 64 54 55 46 24 60 5 66 34 35 67 14 9 56 11 12 40 28 72 13 76 30 31 10 20 78 26 51 32 18 19 53 23 8 44 47 48 17 27 58 1 49 38 15 21 65 2 3 36 7 
75 60 80 14 78 72 73 51 20 63 33 34 23 79 58 27 42 29 30 81 70 6 50 44 49 38 43 21 69 61 62 65 55 46 47 66 5 57 3 35 67 68 16 56 36 12 40 41 76 13 64 7 31 10 11 24 26 74 32 77 19 53 54 8 59 45 48 17 18 28 1 22 52 15 71 25 2 37 4 39 9 
76 80 48 17 79 73 63 56 33 65 2 37 81 42 70 29 75 6 50 55 19 7 9 46 53 43 69 61 72 13 64 66 60 5 57 35 14 16 67 38 15 71 18 12 40 78 26 74 31 20 24 10 51 32 77 34 27 28 36 39 23 8 59 44 45 47 58 1 22 30 49 52 54 21 25 62 3 4 68 41 11 
77 22 52 81 50 37 4 74 43 68 69 61 57 9 59 56 11 12 40 16 45 78 26 70 80 64 24 66 34 35 67 71 18 19 53 25 23 8 73 62 63 33 44 28 76 30 31 10 39 38 15 79 41 42 29 21 51 32 75 6 47 48 17 58 1 49 54 55 46 36 60 5 14 65 2 3 72 13 20 7 27 
78 23 81 44 51 38 43 75 21 69 61 62 58 56 60 36 12 40 41 70 80 26 74 49 14 65 66 3 35 67 68 72 19 53 54 73 8 59 20 63 33 34 45 76 7 31 10 11 79 15 71 27 42 29 30 25 32 77 6 50 48 17 18 1 22 52 55 46 47 39 5 57 16 2 37 4 13 64 24 9 28 
79 81 55 46 56 43 69 76 61 72 13 64 70 12 80 40 78 26 74 19 48 27 28 53 17 66 35 67 38 15 71 73 23 8 59 63 44 45 33 65 2 37 47 31 10 51 32 77 42 21 25 29 75 6 50 62 36 39 7 9 58 1 22 49 52 54 60 5 57 41 14 16 18 3 4 68 20 24 34 11 30 
80 73 63 33 81 79 42 70 29 75 6 50 43 55 66 46 60 5 57 69 35 14 16 61 67 56 12 40 78 26 74 76 72 13 64 31 20 24 10 51 32 77 34 19 53 23 8 59 48 27 28 17 58 1 22 30 44 45 49 52 38 15 71 21 25 62 65 2 37 47 3 4 68 36 39 41 7 9 11 54 18 
81 43 69 61 70 56 12 80 40 78 26 74 66 19 73 53 23 8 59 35 63 44 45 67 33 76 31 10 51 32 77 79 38 15 71 42 21 25 29 75 6 50 62 48 17 58 1 22 55 36 39 46 60 5 57 41 49 52 14 16 65 2 37 3 4 68 72 13 64 54 20 24 34 7 9 11 27 28 30 18 47 
[R81Mul]
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 5 1 8 1 8 5 1 1 1 8 5 5 8 5 5 5 1 8 1 1 8 5 8 8 8 5 1 1 8 5 8 8 5 1 5 1 8 1 1 8 5 5 8 5 5 1 8 8 5 1 5 5 1 8 8 8 5 8 5 8 5 1 1 8 5 8 5 1 1 1 8 5 5 1 8 5 1 8 1 1 
1 5 5 8 1 8 8 1 1 8 1 5 5 1 5 5 1 5 8 5 5 5 8 8 8 8 8 1 8 1 5 8 5 8 1 8 8 1 1 8 1 5 1 1 5 1 5 8 1 1 5 5 1 5 8 5 5 8 5 8 5 8 1 8 1 1 5 8 1 8 8 1 1 1 5 5 1 5 5 8 8 
