id,str
1,1,1,2,[[0,2],[1,2]],[[1,1,1],[2,1,1],[4,1,2]];4,[4,0,0],4,4,1,1,1,1,1
2,1,3,0,[[1,4]],[[1,1,1],[2,1,3]];4,[4,0,0],2,4,1,0,1,1,1
1,1,3,2,0,[[0,2],[1,4]],[[1,1,1],[2,3,3],[3,2,2]];3,[1,1,1,0],6,1,3,0,0,0,1
2,1,1,2,2,[[0,4],[1,2]],[[1,1,1],[2,1,1],[3,1,2],[6,1,2]];6,[6,0,0,0],6,6,1,1,1,1,1
1,1,1,2,4,[[0,6],[1,2]],[[1,1,1],[2,1,1],[4,1,2],[8,1,4]];8,[8,0,0,0],8,8,1,1,1,1,1
2,1,3,4,0,[[0,4],[1,4]],[[1,1,1],[2,1,3],[4,1,4]];8,[8,0,0,0],4,8,1,0,1,1,1
3,1,5,2,0,[[1,8]],[[1,1,1],[2,1,1],[2,2,4],[4,2,2]];5,[2,3,0,0],4,2,2,0,0,1,1
4,1,1,6,0,[[1,8]],[[1,1,1],[2,1,1],[4,2,6]];5,[2,3,0,0],4,2,2,0,0,1,1
5,1,7,0,0,[[1,8]],[[1,1,1],[2,1,3],[2,2,4]];0,[],2,5,1,0,0,0,0
1,1,5,4,0,[[0,4],[1,6]],[[1,1,1],[2,5,5],[5,2,4]];4,[1,2,1,0],10,1,5,0,0,0,1
2,1,1,4,4,[[0,8],[1,2]],[[1,1,1],[2,1,1],[5,1,4],[10,1,4]];10,[10,0,0,0],10,10,1,1,1,1,1
1,1,1,2,6,2,0,[[0,10],[1,2]],[[1,1,1],[2,1,1],[3,2,2],[4,3,6],[6,2,2]];6,[2,2,2,0,0,0],12,2,3,0,0,0,1
2,1,1,2,2,2,4,[[0,10],[1,2]],[[1,1,1],[2,1,1],[3,1,2],[4,1,2],[6,1,2],[12,1,4]];12,[12,0,0,0,0,0],12,12,1,1,1,1,1
3,1,3,8,0,0,0,[[0,8],[1,4]],[[1,1,1],[2,3,3],[3,4,8]];4,[1,0,1,2,0,0],6,1,4,0,0,0,1
4,1,7,2,0,2,0,[[0,4],[1,8]],[[1,1,1],[2,1,1],[2,3,6],[3,2,2],[6,2,2]];6,[2,2,2,0,0,0],6,2,3,0,0,0,1
5,1,3,2,0,6,0,[[0,8],[1,4]],[[1,1,1],[2,1,3],[3,1,2],[6,1,6]];12,[12,0,0,0,0,0],6,12,1,0,1,1,1
1,1,7,6,0,[[0,6],[1,8]],[[1,1,1],[2,7,7],[7,2,6]];5,[1,3,1,0],14,1,7,0,0,0,1
2,1,1,6,6,[[0,12],[1,2]],[[1,1,1],[2,1,1],[7,1,6],[14,1,6]];14,[14,0,0,0],14,14,1,1,1,1,1
1,1,1,2,4,8,[[0,14],[1,2]],[[1,1,1],[2,1,1],[4,1,2],[8,1,4],[16,1,8]];16,[16,0,0,0,0],16,16,1,1,1,1,1
2,1,3,12,0,0,[[0,12],[1,4]],[[1,1,1],[2,1,3],[4,1,12]];16,[16,0,0,0,0],4,16,1,0,1,1,1
3,1,7,8,0,0,[[0,8],[1,8]],[[1,1,1],[2,1,3],[2,2,4],[4,2,8]];10,[4,6,0,0,0],4,4,2,0,0,1,1
4,1,3,12,0,0,[[0,8],[1,8]],[[1,1,1],[2,1,3],[4,2,12]];10,[4,6,0,0,0],4,4,2,0,0,1,1
5,1,3,4,8,0,[[0,12],[1,4]],[[1,1,1],[2,1,3],[4,1,4],[8,1,8]];16,[16,0,0,0,0],8,16,1,0,1,1,1
6,1,3,4,8,0,[[0,10],[1,6]],[[1,1,1],[2,1,1],[2,2,2],[4,1,2],[4,2,2],[8,2,8]];10,[4,6,0,0,0],8,4,2,0,0,1,1
7,1,9,2,4,0,[[0,4],[1,12]],[[1,1,1],[2,1,1],[2,4,8],[4,2,2],[8,2,4]];7,[2,3,2,0,0],8,2,4,0,0,1,1
8,1,5,6,4,0,[[1,16]],[[1,1,1],[2,1,1],[2,4,4],[4,2,2],[4,4,4],[8,2,4]];7,[2,3,2,0,0],8,2,4,0,0,1,1
