id,str
1,[[3,1],[9,1]]
2,[[3,1],[9,1]]
3,[[3,1],[9,3]]
4,[[3,1],[9,1]]
5,[[3,1],[9,1],[9,4]]
6,[[3,1],[9,1],[9,3],[9,5]]
7,[[3,1],[3,2],[9,1],[9,6]]
8,[[3,1],[9,1],[9,3],[9,4]]
9,[[3,1],[9,1],[9,3],[9,5]]
10,[[3,1],[9,1],[9,3],[9,4]]
11,[[3,1],[9,1],[9,3],[9,4]]
12,[[3,1],[9,1],[9,3],[9,5]]
13,[[3,1],[9,2],[9,4]]
14,[[3,1],[3,2],[9,2],[9,6]]
15,[[3,1],[9,2],[9,4]]
16,[[3,1],[9,3],[9,4]]
17,[[3,1],[3,2],[9,3],[9,6]]
18,[[3,1],[9,1],[9,4]]
19,[[3,1],[9,3],[9,4]]
20,[[3,1],[9,2],[9,4]]
21,[[3,1],[9,2],[9,4]]
22,[[3,1],[9,2],[9,5]]
23,[[3,1],[9,4]]
24,[[3,1],[9,4]]
25,[[3,1],[9,4]]
26,[[3,1],[3,2],[9,4],[9,6],[9,7]]
27,[[3,1],[3,2],[9,4],[9,6]]
28,[[3,1],[3,2],[9,4],[9,6],[9,8]]
29,[[3,1],[9,5]]
30,[[3,1],[3,2],[9,4],[9,7]]
31,[[3,1],[9,4],[9,5]]
32,[[3,1],[9,2],[9,5]]
33,[[3,1],[3,2],[9,5],[9,6]]
34,[[3,1],[9,5]]
35,[[3,1],[3,2],[9,4],[9,6],[9,9]]
36,[[3,1],[3,2],[9,4],[9,7],[9,8]]
37,[[3,1],[3,2],[9,4],[9,7],[9,9]]
38,[[3,1],[3,2],[9,6],[9,10]]
39,[[3,1],[9,4],[9,5]]
41,[[3,1],[3,2],[9,6],[9,7],[9,10]]
42,[[3,1],[3,2],[9,6],[9,11]]
43,[[3,1],[3,2],[9,4],[9,8]]
44,[[3,1],[3,2],[9,4],[9,8],[9,9]]
45,[[3,1],[3,2],[9,4],[9,9]]
46,[[3,1],[3,2],[9,6],[9,9],[9,10]]
47,[[3,1],[3,2],[9,6],[9,8],[9,10]]
48,[[3,1],[9,4],[9,5]]
49,[[3,1],[3,2],[9,7],[9,8],[9,9],[9,10]]
50,[[3,2],[9,10]]
51,[[3,2],[9,10],[9,11]]
52,[[3,1],[3,2],[9,5],[9,9]]
53,[[3,1],[9,1],[9,3],[9,5]]
54,[[3,1],[9,3],[9,5]]
55,[[3,1],[9,3],[9,5]]
56,[[3,1],[9,4],[9,5]]
57,[[3,1],[9,4]]
58,[[3,1],[9,4]]
59,[[3,2]]
