id,str
1,1,[81,1],[81,1],[1]
2,1,[81,1],[81,1],[3]
3,1,[81,1],[R27_2,R3_2],[2]
4,1,[81,1],[81,1],[1]
5,1,[81,1],[81,1],[1]
6,1,[81,1],[R9_3,R9_10],[2,10]
7,1,[81,1],[R27_16,R3_2],[2,9]
8,1,[81,1],[81,1],[1,3,5]
9,1,[81,1],[81,1],[1,4]
10,1,[81,1],[81,1],[3,4]
11,1,[81,1],[R27_16,R3_2],[2,6]
12,1,[81,1],[81,1],[1,4]
13,1,[81,1],[81,1],[1,3,5]
14,1,[81,1],[81,1],[1,4]
15,1,[81,1],[81,1],[1,4]
16,1,[81,1],[R27_1,R3_2],[1,6]
17,1,[81,1],[81,1],[1,3,5]
18,1,[R9_1,R9_4],[81,1],[1,4]
19,1,[R9_1,R9_4],[81,1],[3,4]
20,1,[R9_3,R9_7],[R27_16,R3_2],[2,7]
21,1,[R9_1,R9_4],[81,1],[1,4]
22,1,[81,1],[81,1],[1,3,5]
23,1,[R9_3,R9_8],[R27_16,R3_2],[2,8]
24,1,[81,1],[81,1],[3,4]
25,1,[R9_1,R9_4],[81,1],[3,4]
26,1,[81,1],[81,1],[1,4]
27,1,[81,1],[R27_2,R3_2],[3,6]
28,1,[81,1],[81,1],[3,4]
29,1,[81,1],[81,1],[1,4]
30,1,[81,1],[R27_4,R3_2],[1,6]
31,1,[81,1],[R27_12,R3_2],[2,9]
32,1,[R9_1,R9_4],[81,1],[3,4]
33,1,[81,1],[R27_54,R3_2],[2,9]
34,1,[R9_1,R9_4],[81,1],[1,4]
35,1,[R9_1,R9_4],[81,1],[1,4]
36,1,[R9_4,R9_4],[81,1],[3,4]
37,1,[R9_4,R9_4],[81,1],[4]
38,1,[R9_4,R9_4],[81,1],[4]
39,1,[R9_4,R9_4],[81,1],[4]
40,1,[R9_4,R9_4],[81,1],[4]
41,1,[R9_4,R9_4],[81,1],[4]
42,1,[81,1],[81,1],[3,4]
43,1,[R9_4,R9_4],[81,1],[4]
44,1,[R9_4,R9_4],[81,1],[4]
45,1,[81,1],[81,1],[3,4]
46,1,[R9_4,R9_4],[81,1],[4]
47,1,[R9_4,R9_4],[81,1],[4]
48,1,[R9_4,R9_4],[81,1],[4]
49,1,[R9_4,R9_4],[81,1],[4]
50,1,[R9_4,R9_4],[81,1],[4]
51,1,[R9_4,R9_4],[81,1],[4]
52,1,[R9_4,R9_4],[81,1],[3,4]
53,1,[81,1],[81,1],[3,4]
54,1,[R9_4,R9_4],[81,1],[3,4]
55,1,[R9_4,R9_4],[81,1],[4]
56,1,[R9_4,R9_4],[81,1],[1,4]
57,1,[R9_4,R9_4],[81,1],[3,4]
58,1,[R9_4,R9_4],[81,1],[3,4]
59,1,[R9_4,R9_4],[81,1],[4]
60,1,[R9_4,R9_4],[81,1],[1,4]
61,1,[R9_4,R9_4],[81,1],[4]
62,1,[R9_4,R9_4],[81,1],[4]
63,1,[R9_4,R9_4],[81,1],[4]
64,1,[R9_4,R9_4],[81,1],[4]
65,1,[R9_4,R9_4],[81,1],[3,4]
66,1,[81,1],[81,1],[4]
67,1,[R9_4,R9_4],[81,1],[3,4]
68,1,[R9_4,R9_4],[81,1],[4]
69,1,[R9_4,R9_4],[81,1],[3,4]
70,1,[81,1],[81,1],[4]
71,1,[81,1],[81,1],[1,4]
72,1,[R9_4,R9_4],[81,1],[4]
73,1,[R9_4,R9_4],[81,1],[1,4]
74,1,[R9_4,R9_4],[81,1],[4]
75,1,[81,1],[81,1],[3,4]
76,1,[R9_4,R9_4],[81,1],[4]
77,1,[R9_4,R9_4],[81,1],[4]
78,1,[R9_4,R9_4],[81,1],[4]
79,1,[81,1],[81,1],[4]
80,1,[R9_4,R9_4],[81,1],[4]
81,1,[R9_4,R9_4],[81,1],[4]
82,1,[R9_4,R9_4],[81,1],[1,4]
83,1,[R9_4,R9_4],[81,1],[1,4]
84,1,[81,1],[81,1],[1,4]
85,1,[R9_4,R9_4],[81,1],[3,4]
86,1,[R9_4,R9_4],[81,1],[4]
87,1,[R9_4,R9_4],[81,1],[4]
88,1,[R9_4,R9_4],[81,1],[4]
89,1,[R9_4,R9_4],[81,1],[4]
90,1,[R9_4,R9_4],[81,1],[4]
91,1,[81,1],[81,1],[1,3,5]
92,1,[R9_4,R9_4],[81,1],[4]
93,1,[81,1],[81,1],[4]
94,1,[R9_4,R9_4],[81,1],[4]
95,1,[81,1],[81,1],[4]
96,1,[81,1],[81,1],[1,3,4]
97,1,[81,1],[81,1],[1,4]
98,1,[81,1],[81,1],[3,4]
99,1,[81,1],[81,1],[4]
100,1,[81,1],[81,1],[4]
101,1,[1,81],[R27_8,R3_2],[2,7]
102,1,[1,81],[R27_10,R3_2],[2,8]
103,1,[R9_4,R9_4],[81,1],[4]
104,1,[81,1],[R9_4,R9_10],[2,10]
105,1,[81,1],[R27_24,R3_2],[9]
106,1,[81,1],[R9_4,R9_11],[11]
107,1,[81,1],[81,1],[1,4]
108,1,[R9_4,R9_4],[81,1],[3,4]
109,1,[81,1],[81,1],[5]
110,1,[81,1],[R27_11,R3_2],[2,9]
111,1,[81,1],[81,1],[1,3,5]
112,1,[81,1],[R27_5,R3_2],[1,2,6]
113,1,[81,1],[R27_16,R3_2],[2,3,6]
114,1,[R9_4,R9_4],[81,1],[4]
115,1,[81,1],[81,1],[4]
116,1,[R9_4,R9_4],[81,1],[4]
117,1,[R9_4,R9_4],[81,1],[1,4]
118,1,[R9_4,R9_4],[81,1],[4]
119,1,[R9_4,R9_4],[81,1],[4]
120,1,[R9_4,R9_4],[81,1],[4]
121,1,[81,1],[81,1],[1,4]
122,1,[81,1],[81,1],[3,4]
123,1,[R9_4,R9_4],[81,1],[1,4]
124,1,[R9_4,R9_4],[81,1],[4]
125,1,[R9_4,R9_4],[81,1],[4]
126,1,[R9_4,R9_4],[81,1],[3,4]
127,1,[R9_4,R9_4],[81,1],[4]
128,1,[R9_4,R9_4],[81,1],[4]
129,1,[R9_4,R9_4],[81,1],[4]
130,1,[R9_4,R9_4],[81,1],[4]
131,1,[R9_4,R9_4],[81,1],[4]
132,1,[R9_4,R9_4],[81,1],[4]
133,1,[R9_4,R9_4],[81,1],[4]
134,1,[R9_4,R9_4],[81,1],[4]
135,1,[R9_4,R9_4],[81,1],[4]
136,1,[R9_4,R9_4],[81,1],[4]
137,1,[R9_4,R9_4],[81,1],[4]
138,1,[R9_4,R9_4],[81,1],[4]
139,1,[R9_4,R9_4],[81,1],[4]
140,1,[R9_4,R9_4],[81,1],[4]
141,1,[R9_4,R9_4],[81,1],[4]
142,1,[R9_4,R9_4],[81,1],[4]
143,1,[R9_4,R9_4],[81,1],[4]
144,1,[R9_4,R9_4],[81,1],[4]
145,1,[R9_4,R9_4],[81,1],[4]
146,1,[R9_4,R9_4],[81,1],[3,4]
147,1,[R9_4,R9_4],[81,1],[4]
148,1,[81,1],[R27_24,R3_2],[9]
149,1,[81,1],[R27_56,R3_2],[9]
150,1,[R9_4,R9_4],[81,1],[4]
151,1,[R9_4,R9_4],[81,1],[4]
152,1,[R9_4,R9_4],[81,1],[4]
153,1,[R9_4,R9_4],[81,1],[4]
154,1,[R9_4,R9_4],[81,1],[4]
155,1,[R9_4,R9_4],[81,1],[4]
156,1,[81,1],[81,1],[1,4]
157,1,[R9_4,R9_4],[81,1],[4]
158,1,[R9_4,R9_4],[81,1],[1,4]
159,1,[R9_4,R9_4],[81,1],[3,4]
160,1,[81,1],[R27_12,R3_2],[4,6]
161,1,[81,1],[81,1],[4]
162,1,[81,1],[81,1],[4]
163,1,[81,1],[81,1],[4]
164,1,[R9_4,R9_4],[81,1],[1,4]
165,1,[R9_4,R9_4],[81,1],[4]
166,1,[81,1],[R9_4,R9_10],[2,9,10]
167,1,[R9_4,R9_4],[81,1],[1,4]
168,1,[R9_4,R9_4],[81,1],[4]
169,1,[81,1],[R27_6,R3_2],[4,6]
170,1,[R9_4,R9_4],[81,1],[4]
171,1,[R9_4,R9_4],[81,1],[4]
172,1,[R9_4,R9_4],[81,1],[4]
173,1,[R9_4,R9_4],[81,1],[4]
174,1,[R9_4,R9_4],[81,1],[4]
175,1,[R9_4,R9_4],[81,1],[4]
176,1,[R9_4,R9_4],[81,1],[4]
177,1,[R9_4,R9_4],[81,1],[4]
178,1,[R9_4,R9_4],[81,1],[4]
179,1,[81,1],[81,1],[4]
180,1,[81,1],[81,1],[4]
181,1,[R9_6,R9_4],[R27_19,R3_2],[4,6]
182,1,[R9_4,R9_4],[81,1],[4]
183,1,[R9_4,R9_4],[81,1],[4]
184,1,[R9_5,R9_4],[81,1],[4]
185,1,[81,1],[81,1],[4]
186,1,[81,1],[81,1],[4]
187,1,[R9_5,R9_4],[81,1],[4]
188,1,[81,1],[81,1],[4]
189,1,[R9_5,R9_4],[81,1],[4]
190,1,[R9_5,R9_4],[81,1],[4]
191,1,[81,1],[81,1],[4]
192,1,[81,1],[81,1],[4]
193,1,[81,1],[81,1],[1,4]
194,1,[81,1],[81,1],[1,4]
195,1,[81,1],[81,1],[4,5]
196,1,[81,1],[81,1],[3,4]
197,1,[R9_5,R9_4],[81,1],[4]
198,1,[R3_1,R27_30],[R27_25,R3_2],[2,7]
199,1,[R9_4,R9_4],[81,1],[4]
200,1,[81,1],[81,1],[1,3,4,5]
201,1,[R3_1,R27_36],[R27_25,R3_2],[2,7,8]
202,1,[R9_4,R9_4],[81,1],[4,5]
203,1,[R9_4,R9_7],[R27_25,R3_2],[2,6,7]
204,1,[R9_4,R9_8],[R27_25,R3_2],[2,6,8]
205,1,[81,1],[R27_25,R3_2],[2,9]
206,1,[81,1],[81,1],[1,4]
207,1,[R9_5,R9_7],[R27_56,R3_2],[7,9]
208,1,[R9_6,R9_4],[R27_9,R3_2],[4,6]
209,1,[R9_4,R9_4],[81,1],[3,4]
210,1,[81,1],[R9_1,R9_10],[1,6,10]
211,1,[81,1],[R9_1,R9_11],[1,11]
212,1,[81,1],[81,1],[3,4]
213,1,[R9_4,R9_4],[81,1],[4,5]
214,1,[81,1],[R27_16,R3_2],[3,4,6]
215,1,[R9_4,R9_4],[81,1],[4]
216,1,[81,1],[R9_4,R9_10],[2,9,10]
217,1,[81,1],[R9_3,R9_10],[3,6,10]
218,1,[81,1],[R9_3,R9_11],[3,11]
219,1,[81,1],[R27_25,R3_2],[2,4,6]
220,1,[81,1],[R27_56,R3_2],[2,5,6]
221,1,[81,1],[R9_4,R9_10],[2,6,10]
222,1,[R9_2,R9_7],[R9_4,R9_10],[2,7,10]
223,1,[R9_2,R9_8],[R9_4,R9_10],[2,8,10]
224,1,[R9_4,R9_4],[81,1],[4]
225,1,[R9_3,R9_7],[R27_16,R3_2],[3,6,7]
226,1,[R9_1,R9_7],[R27_5,R3_2],[1,6,7]
227,1,[81,1],[R3_1,R27_51],[2,11]
228,1,[81,1],[R27_5,R3_2],[1,4,6]
