[R81Add]
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 
36 49 53 54 7 21 67 27 68 2 71 72 14 40 44 41 6 77 78 17 46 9 79 18 47 3 33 34 13 37 38 20 1 59 60 61 16 81 62 15 64 65 19 10 11 26 50 51 29 4 73 30 32 74 75 35 28 56 39 76 5 22 23 45 70 48 8 57 58 12 52 80 55 24 43 63 25 66 69 31 42 
37 50 28 56 64 22 45 71 70 47 48 17 74 24 77 43 62 63 33 39 9 65 13 76 79 57 52 80 54 55 46 59 30 31 10 16 75 26 81 18 19 53 27 25 66 68 69 61 4 58 5 73 34 35 67 44 72 15 38 2 41 42 29 78 32 36 11 12 40 20 51 6 7 60 8 49 23 1 14 21 3 
38 51 56 7 65 23 70 72 14 48 17 18 75 43 78 3 63 33 34 76 79 13 37 27 36 58 80 44 55 46 47 60 31 10 11 81 26 50 49 19 53 54 28 66 20 69 61 62 73 5 22 21 35 67 68 45 15 64 2 71 42 29 30 32 74 39 12 40 41 24 6 77 9 8 57 52 1 59 16 25 4 
39 52 54 55 9 25 68 28 69 71 72 15 16 41 45 42 77 78 32 18 47 79 36 19 48 4 34 35 37 38 2 24 59 60 8 62 81 49 63 64 65 13 53 11 12 50 51 6 30 73 21 31 74 75 26 67 56 7 76 27 22 23 1 70 14 17 57 58 5 40 80 44 46 43 3 33 66 20 61 10 29 
40 53 1 59 10 67 2 29 71 3 4 73 17 6 46 77 7 9 79 5 8 11 12 22 57 33 13 37 20 24 43 61 14 16 81 15 18 19 64 21 25 66 23 26 50 27 28 56 32 34 35 74 36 39 76 38 30 31 41 42 44 45 70 47 48 58 49 52 80 51 54 55 60 62 63 65 68 69 72 75 78 
41 54 59 60 11 68 71 30 72 4 73 21 18 77 47 78 9 79 36 22 57 12 40 23 58 34 37 38 24 43 3 62 16 81 49 64 19 53 65 25 66 20 1 50 51 28 56 7 74 35 67 75 39 76 27 2 31 10 42 29 45 70 14 48 17 5 52 80 44 6 55 46 8 63 33 13 69 61 15 26 32 
42 55 60 8 12 69 72 31 15 73 21 25 19 78 48 32 79 36 39 23 58 40 41 1 5 35 38 2 43 3 4 63 81 49 52 65 53 54 13 66 20 24 59 51 6 56 7 9 75 67 68 26 76 27 28 71 10 11 29 30 70 14 16 17 18 22 80 44 45 77 46 47 57 33 34 37 61 62 64 50 74 
43 56 31 10 66 70 48 73 17 58 5 22 76 63 79 33 65 13 37 42 12 20 24 29 40 80 55 46 60 8 57 81 75 26 50 19 27 28 53 23 1 59 30 69 61 72 15 64 35 44 45 67 38 2 71 47 21 25 3 4 78 32 74 36 39 41 51 6 77 62 7 9 11 49 52 54 14 16 18 68 34 
44 20 61 62 49 27 29 14 30 32 74 75 21 46 3 47 8 57 58 67 33 52 80 68 34 36 40 41 6 77 78 7 15 64 65 10 25 66 11 26 50 51 69 53 54 1 59 60 17 39 76 18 5 22 23 42 16 81 45 70 2 71 72 4 73 35 13 37 38 55 24 43 63 9 79 12 28 56 31 19 48 
45 24 62 63 52 28 30 16 31 74 75 26 25 47 4 48 57 58 5 68 34 80 44 69 35 39 41 42 77 78 32 9 64 65 13 11 66 20 12 50 51 6 61 54 55 59 60 8 18 76 27 19 22 23 1 29 81 49 70 14 71 72 15 73 21 67 37 38 2 46 43 3 33 79 36 40 56 7 10 53 17 
46 61 15 64 53 29 32 17 74 36 39 76 67 8 33 57 49 52 80 2 13 54 55 71 37 40 6 77 7 9 79 10 21 25 66 26 68 69 50 27 28 56 72 1 59 14 16 81 5 41 42 22 44 45 70 78 18 19 47 48 3 4 73 34 35 38 20 24 43 60 62 63 65 11 12 51 30 31 75 23 58 
47 62 64 65 54 30 74 18 75 39 76 27 68 57 34 58 52 80 44 71 37 55 46 72 38 41 77 78 9 79 36 11 25 66 20 50 69 61 51 28 56 7 15 59 60 16 81 49 22 42 29 23 45 70 14 32 19 53 48 17 4 73 21 35 67 2 24 43 3 8 63 33 13 12 40 6 31 10 26 1 5 
48 63 65 13 55 31 75 19 26 76 27 28 69 58 35 5 80 44 45 72 38 46 47 15 2 42 78 32 79 36 39 12 66 20 24 51 61 62 6 56 7 9 64 60 8 81 49 52 23 29 30 1 70 14 16 74 53 54 17 18 73 21 25 67 68 71 43 3 4 57 33 34 37 40 41 77 10 11 50 59 22 
49 21 67 68 14 36 40 44 41 6 77 78 3 53 20 54 1 59 60 33 61 16 81 34 62 7 10 11 26 50 51 27 2 71 72 29 4 73 30 32 74 75 35 17 18 5 22 23 46 9 79 47 8 57 58 12 45 70 52 80 13 37 38 24 43 63 15 64 65 19 25 66 69 28 56 31 39 76 42 48 55 
50 22 45 70 74 37 24 77 43 62 63 33 57 28 59 56 30 31 10 52 16 75 26 80 81 64 25 66 68 69 61 71 47 48 17 4 58 5 73 34 35 67 44 39 76 41 42 29 9 65 13 79 11 12 40 20 78 32 51 6 54 55 46 60 8 49 18 19 53 27 23 1 14 72 15 21 38 2 3 36 7 
51 23 70 14 75 38 43 78 3 63 33 34 58 56 60 7 31 10 11 80 81 26 50 44 49 65 66 20 69 61 62 72 48 17 18 73 5 22 21 35 67 68 45 76 27 42 29 30 79 13 37 36 12 40 41 24 32 74 6 77 55 46 47 8 57 52 19 53 54 28 1 59 16 15 64 25 2 71 4 39 9 
52 25 68 69 16 39 41 45 42 77 78 32 4 54 24 55 59 60 8 34 62 81 49 35 63 9 11 12 50 51 6 28 71 72 15 30 73 21 31 74 75 26 67 18 19 22 23 1 47 79 36 48 57 58 5 40 70 14 80 44 37 38 2 43 3 33 64 65 13 53 66 20 61 56 7 10 76 27 29 17 46 
53 67 2 71 17 40 6 46 77 7 9 79 33 1 61 59 14 16 81 13 15 18 19 37 64 10 26 50 27 28 56 29 3 4 73 32 34 35 74 36 39 76 38 5 22 44 45 70 8 11 12 57 49 52 80 51 47 48 54 55 20 24 43 62 63 65 21 25 66 23 68 69 72 30 31 75 41 42 78 58 60 
54 68 71 72 18 41 77 47 78 9 79 36 34 59 62 60 16 81 49 37 64 19 53 38 65 11 50 51 28 56 7 30 4 73 21 74 35 67 75 39 76 27 2 22 23 45 70 14 57 12 40 58 52 80 44 6 48 17 55 46 24 43 3 63 33 13 25 66 20 1 69 61 15 31 10 26 42 29 32 5 8 
55 69 72 15 19 42 78 48 32 79 36 39 35 60 63 8 81 49 52 38 65 53 54 2 13 12 51 6 56 7 9 31 73 21 25 75 67 68 26 76 27 28 71 23 1 70 14 16 58 40 41 5 80 44 45 77 17 18 46 47 43 3 4 33 34 37 66 20 24 59 61 62 64 10 11 50 29 30 74 22 57 
56 70 48 17 76 43 63 79 33 65 13 37 80 31 81 10 75 26 50 55 19 27 28 46 53 66 69 61 72 15 64 73 58 5 22 35 44 45 67 38 2 71 47 42 29 78 32 74 12 20 24 40 51 6 77 62 36 39 7 9 60 8 57 49 52 54 23 1 59 30 14 16 18 21 25 68 3 4 34 41 11 
57 64 25 66 59 74 39 22 76 41 42 29 71 52 37 80 54 55 46 4 24 60 8 73 43 77 9 79 11 12 40 50 68 69 61 28 72 15 56 30 31 10 21 16 81 18 19 53 45 78 32 70 47 48 17 36 23 1 58 5 34 35 67 38 2 3 62 63 33 49 65 13 20 51 6 7 75 26 27 14 44 
58 65 66 20 60 75 76 23 27 42 29 30 72 80 38 44 55 46 47 73 43 8 57 21 3 78 79 36 12 40 41 51 69 61 62 56 15 64 7 31 10 11 25 81 49 19 53 54 70 32 74 14 48 17 18 39 1 59 5 22 35 67 68 2 71 4 63 33 34 52 13 37 24 6 77 9 26 50 28 16 45 
59 71 4 73 22 77 9 57 79 11 12 40 37 16 64 81 18 19 53 24 25 23 1 43 66 50 28 56 30 31 10 74 34 35 67 39 38 2 76 41 42 29 3 45 70 47 48 17 52 51 6 80 54 55 46 7 58 5 60 8 62 63 33 65 13 20 68 69 61 14 72 15 21 75 26 27 78 32 36 44 49 
60 72 73 21 23 78 79 58 36 12 40 41 38 81 65 49 19 53 54 43 66 1 59 3 20 51 56 7 31 10 11 75 35 67 68 76 2 71 27 42 29 30 4 70 14 48 17 18 80 6 77 44 55 46 47 9 5 22 8 57 63 33 34 13 37 24 69 61 62 16 15 64 25 26 50 28 32 74 39 45 52 
61 29 32 74 67 46 8 33 57 49 52 80 40 15 10 64 21 25 66 6 26 68 69 77 50 53 1 59 14 16 81 17 36 39 76 5 41 42 22 44 45 70 78 2 71 3 4 73 13 54 55 37 20 24 43 60 34 35 62 63 7 9 79 11 12 51 27 28 56 72 30 31 75 18 19 23 47 48 58 38 65 
62 30 74 75 68 47 57 34 58 52 80 44 41 64 11 65 25 66 20 77 50 69 61 78 51 54 59 60 16 81 49 18 39 76 27 22 42 29 23 45 70 14 32 71 72 4 73 21 37 55 46 38 24 43 3 8 35 67 63 33 9 79 36 12 40 6 28 56 7 15 31 10 26 19 53 1 48 17 5 2 13 
63 31 75 26 69 48 58 35 5 80 44 45 42 65 12 13 66 20 24 78 51 61 62 32 6 55 60 8 81 49 52 19 76 27 28 23 29 30 1 70 14 16 74 72 15 73 21 25 38 46 47 2 43 3 4 57 67 68 33 34 79 36 39 40 41 77 56 7 9 64 10 11 50 53 54 59 17 18 22 71 37 
64 74 39 76 71 57 52 37 80 54 55 46 77 25 50 66 68 69 61 9 28 72 15 79 56 59 16 81 18 19 53 22 41 42 29 45 78 32 70 47 48 17 36 4 73 34 35 67 24 60 8 43 62 63 33 49 38 2 65 13 11 12 40 51 6 7 30 31 10 21 75 26 27 23 1 14 58 5 44 3 20 
65 75 76 27 72 58 80 38 44 55 46 47 78 66 51 20 69 61 62 79 56 15 64 36 7 60 81 49 19 53 54 23 42 29 30 70 32 74 14 48 17 18 39 73 21 35 67 68 43 8 57 3 63 33 34 52 2 71 13 37 12 40 41 6 77 9 31 10 11 25 26 50 28 1 59 16 5 22 45 4 24 
66 76 42 29 73 80 55 43 46 60 8 57 79 69 56 61 72 15 64 12 31 21 25 40 10 81 19 53 23 1 59 70 78 32 74 48 36 39 17 58 5 22 41 35 67 38 2 71 63 49 52 33 65 13 37 54 3 4 20 24 51 6 77 7 9 11 75 26 50 68 27 28 30 14 16 18 44 45 47 34 62 
67 40 6 77 33 53 1 61 59 14 16 81 10 2 29 71 3 4 73 26 32 34 35 50 74 17 5 22 44 45 70 46 7 9 79 8 11 12 57 49 52 80 51 13 37 20 24 43 15 18 19 64 21 25 66 23 62 63 68 69 27 28 56 30 31 75 36 39 76 38 41 42 78 47 48 58 54 55 60 65 72 
68 41 77 78 34 54 59 62 60 16 81 49 11 71 30 72 4 73 21 50 74 35 67 51 75 18 22 23 45 70 14 47 9 79 36 57 12 40 58 52 80 44 6 37 38 24 43 3 64 19 53 65 25 66 20 1 63 33 69 61 28 56 7 31 10 26 39 76 27 2 42 29 32 48 17 5 55 46 8 13 15 
69 42 78 32 35 55 60 63 8 81 49 52 12 72 31 15 73 21 25 51 75 67 68 6 26 19 23 1 70 14 16 48 79 36 39 58 40 41 5 80 44 45 77 38 2 43 3 4 65 53 54 13 66 20 24 59 33 34 61 62 56 7 9 10 11 50 76 27 28 71 29 30 74 17 18 22 46 47 57 37 64 
70 43 63 33 80 56 31 81 10 75 26 50 66 48 73 17 58 5 22 69 35 44 45 61 67 76 42 29 78 32 74 79 65 13 37 12 20 24 40 51 6 77 62 55 46 60 8 57 19 27 28 53 23 1 59 30 49 52 14 16 72 15 64 21 25 68 38 2 71 47 3 4 34 36 39 41 7 9 11 54 18 
71 77 9 79 37 59 16 64 81 18 19 53 50 4 74 73 34 35 67 28 39 38 2 56 76 22 45 70 47 48 17 57 11 12 40 52 51 6 80 54 55 46 7 24 43 62 63 33 25 23 1 66 68 69 61 14 65 13 72 15 30 31 10 75 26 27 41 42 29 3 78 32 36 58 5 44 60 8 49 20 21 
72 78 79 36 38 60 81 65 49 19 53 54 51 73 75 21 35 67 68 56 76 2 71 7 27 23 70 14 48 17 18 58 12 40 41 80 6 77 44 55 46 47 9 43 3 63 33 34 66 1 59 20 69 61 62 16 13 37 15 64 31 10 11 26 50 28 42 29 30 4 32 74 39 5 22 45 8 57 52 24 25 
73 79 12 40 43 81 19 66 53 23 1 59 56 35 76 67 38 2 71 31 42 3 4 10 29 70 48 17 58 5 22 80 51 6 77 55 7 9 46 60 8 57 11 63 33 65 13 37 69 14 16 61 72 15 64 18 20 24 21 25 75 26 50 27 28 30 78 32 74 34 36 39 41 44 45 47 49 52 54 62 68 
74 57 52 80 77 64 25 50 66 68 69 61 59 39 22 76 41 42 29 16 45 78 32 81 70 71 4 73 34 35 67 37 54 55 46 24 60 8 43 62 63 33 49 9 79 11 12 40 28 72 15 56 30 31 10 21 51 6 75 26 18 19 53 23 1 14 47 48 17 36 58 5 44 38 2 3 65 13 20 7 27 
75 58 80 44 78 65 66 51 20 69 61 62 60 76 23 27 42 29 30 81 70 32 74 49 14 72 73 21 35 67 68 38 55 46 47 43 8 57 3 63 33 34 52 79 36 12 40 41 56 15 64 7 31 10 11 25 6 77 26 50 19 53 54 1 59 16 48 17 18 39 5 22 45 2 71 4 13 37 24 9 28 
76 80 55 46 79 66 69 56 61 72 15 64 81 42 70 29 78 32 74 19 48 36 39 53 17 73 35 67 38 2 71 43 60 8 57 63 49 52 33 65 13 37 54 12 40 51 6 77 31 21 25 10 75 26 50 68 7 9 27 28 23 1 59 14 16 18 58 5 22 41 44 45 47 3 4 34 20 24 62 11 30 
77 59 16 81 50 71 4 74 73 34 35 67 22 9 57 79 11 12 40 45 52 51 6 70 80 37 24 43 62 63 33 64 18 19 53 25 23 1 66 68 69 61 14 28 56 30 31 10 39 38 2 76 41 42 29 3 75 26 78 32 47 48 17 58 5 44 54 55 46 7 60 8 49 65 13 20 72 15 21 27 36 
78 60 81 49 51 72 73 75 21 35 67 68 23 79 58 36 12 40 41 70 80 6 77 14 44 38 43 3 63 33 34 65 19 53 54 66 1 59 20 69 61 62 16 56 7 31 10 11 76 2 71 27 42 29 30 4 26 50 32 74 48 17 18 5 22 45 55 46 47 9 8 57 52 13 37 24 15 64 25 28 39 
79 81 19 53 56 73 35 76 67 38 2 71 70 12 80 40 51 6 77 48 55 7 9 17 46 43 63 33 65 13 37 66 23 1 59 69 14 16 61 72 15 64 18 31 10 75 26 50 42 3 4 29 78 32 74 34 27 28 36 39 58 5 22 44 45 47 60 8 57 11 49 52 54 20 24 62 21 25 68 30 41 
80 66 69 61 81 76 42 70 29 78 32 74 73 55 43 46 60 8 57 35 63 49 52 67 33 79 12 40 51 6 77 56 72 15 64 31 21 25 10 75 26 50 68 19 53 23 1 59 48 36 39 17 58 5 22 41 14 16 44 45 38 2 71 3 4 34 65 13 37 54 20 24 62 7 9 11 27 28 30 18 47 
81 73 35 67 70 79 12 80 40 51 6 77 43 19 66 53 23 1 59 63 69 14 16 33 61 56 31 10 75 26 50 76 38 2 71 42 3 4 29 78 32 74 34 48 17 58 5 22 55 7 9 46 60 8 57 11 44 45 49 52 65 13 37 20 24 62 72 15 64 18 21 25 68 27 28 30 36 39 41 47 54 
[R81Mul]
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 5 1 8 1 8 5 1 1 1 8 5 5 8 5 5 5 1 8 1 1 8 5 8 8 8 5 1 1 8 5 8 8 5 1 5 1 8 1 1 8 5 5 8 5 5 1 8 8 5 1 5 5 1 8 8 8 5 8 5 8 5 1 1 8 5 8 5 1 1 1 8 5 5 1 8 5 1 8 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
