id,str
1,1,[16,1],[16,1]
2,1,[16,1],[16,1]
3,1,[16,1],[R8_2,R2_2]
4,1,[16,1],[16,1]
5,1,[16,1],[16,1]
6,1,[16,1],[R4_2,R4_10]
7,1,[16,1],[R8_16,R2_2]
8,1,[16,1],[16,1]
9,1,[16,1],[16,1]
10,1,[16,1],[16,1]
11,1,[16,1],[R8_16,R2_2]
12,1,[16,1],[16,1]
13,1,[16,1],[R8_1,R2_2]
14,1,[16,1],[R8_2,R2_2]
15,1,[16,1],[R8_4,R2_2]
16,1,[16,1],[16,1]
17,1,[16,1],[16,1]
18,1,[R4_1,R4_4],[16,1]
19,1,[R4_1,R4_4],[16,1]
20,1,[R4_2,R4_7],[R8_16,R2_2]
21,1,[R4_1,R4_4],[16,1]
22,1,[16,1],[16,1]
23,1,[R4_2,R4_8],[R8_16,R2_2]
24,1,[16,1],[16,1]
25,1,[R4_1,R4_4],[16,1]
26,1,[16,1],[16,1]
27,1,[16,1],[16,1]
28,1,[R4_1,R4_4],[16,1]
29,1,[16,1],[16,1]
30,1,[16,1],[16,1]
31,1,[16,1],[16,1]
32,1,[16,1],[R8_12,R2_2]
33,1,[R4_1,R4_4],[16,1]
34,1,[R4_1,R4_4],[16,1]
62,1,[R4_4,R4_4],[16,1]
63,1,[R4_4,R4_4],[16,1]
67,1,[R4_4,R4_4],[16,1]
68,1,[R4_4,R4_4],[16,1]
69,1,[R4_4,R4_4],[16,1]
70,1,[16,1],[16,1]
71,1,[16,1],[16,1]
72,1,[R4_4,R4_4],[16,1]
73,1,[R4_4,R4_4],[16,1]
74,1,[R4_4,R4_4],[16,1]
75,1,[16,1],[16,1]
76,1,[R4_4,R4_4],[16,1]
77,1,[R4_4,R4_4],[16,1]
78,1,[R4_4,R4_4],[16,1]
79,1,[16,1],[16,1]
80,1,[R4_4,R4_4],[16,1]
81,1,[R4_4,R4_4],[16,1]
82,1,[R4_4,R4_4],[16,1]
83,1,[R4_4,R4_4],[16,1]
84,1,[16,1],[16,1]
85,1,[R4_4,R4_4],[16,1]
86,1,[R4_4,R4_4],[16,1]
87,1,[R4_4,R4_4],[16,1]
88,1,[R4_4,R4_4],[16,1]
